Date,iShares Core Total USD Bond Market_Open_average,iShares Core Total USD Bond Market_Open_max,iShares Core Total USD Bond Market_Open_min,iShares Core Total USD Bond Market_High_average,iShares Core Total USD Bond Market_High_max,iShares Core Total USD Bond Market_High_min,iShares Core Total USD Bond Market_Low_average,iShares Core Total USD Bond Market_Low_max,iShares Core Total USD Bond Market_Low_min,iShares Core Total USD Bond Market_Close_average,iShares Core Total USD Bond Market_Close_max,iShares Core Total USD Bond Market_Close_min
2018-04-08,-0.908570036617457,-0.908570036617457,-0.908570036617457,-0.6214052777128649,-0.6214052777128649,-0.6214052777128649,-0.734765458377845,-0.734765458377845,-0.734765458377845,-0.47573753168471244,-0.47573753168471244,-0.47573753168471244
2018-04-15,-1.5624027318209146,-1.5624027318209146,-1.5624027318209146,-1.7636633559359116,-1.7636633559359116,-1.7636633559359116,-1.6248968820581389,-1.6248968820581389,-1.6248968820581389,-1.749031293486271,-1.749031293486271,-1.749031293486271
2018-04-22,-1.7467312834700826,-1.7467312834700826,-1.7467312834700826,-1.5549355705795602,-1.5549355705795602,-1.5549355705795602,-1.6117966143292852,-1.6117966143292852,-1.6117966143292852,-1.6115655230256505,-1.6115655230256505,-1.6115655230256505
2018-04-29,-1.9211021063200784,-1.9211021063200784,-1.9211021063200784,-2.100121124046039,-2.100121124046039,-2.100121124046039,-2.0857223381554206,-2.0857223381554206,-2.0857223381554206,-1.9965356095957612,-1.9965356095957612,-1.9965356095957612
2018-05-06,-1.7869365006577096,-1.7869365006577096,-1.7869365006577096,-1.6325087611757068,-1.6325087611757068,-1.6325087611757068,-1.723629116792645,-1.723629116792645,-1.723629116792645,-1.631662313477945,-1.631662313477945,-1.631662313477945
2018-05-13,-1.9648697193286149,-1.9648697193286149,-1.9648697193286149,-1.929988915462169,-1.929988915462169,-1.929988915462169,-1.9940460582141444,-1.9940460582141444,-1.9940460582141444,-1.7665536829755932,-1.7665536829755932,-1.7665536829755932
2018-05-20,-0.31851979959113963,-0.31851979959113963,-0.31851979959113963,-0.5088021792398227,-0.5088021792398227,-0.5088021792398227,-0.3248440625477878,-0.3248440625477878,-0.3248440625477878,-0.34880106987181714,-0.34880106987181714,-0.34880106987181714
2018-05-27,-0.8763726403976597,-0.8763726403976597,-0.8763726403976597,-0.8877777632633392,-0.8877777632633392,-0.8877777632633392,-1.094195069159575,-1.094195069159575,-1.094195069159575,-1.0634254985548626,-1.0634254985548626,-1.0634254985548626
2018-06-03,-1.2890887268440787,-1.2890887268440787,-1.2890887268440787,-1.2761544350145948,-1.2761544350145948,-1.2761544350145948,-1.1745074991758373,-1.1745074991758373,-1.1745074991758373,-1.192446614207989,-1.192446614207989,-1.192446614207989
2018-06-10,-0.522209970765421,-0.522209970765421,-0.522209970765421,-0.6734479222988468,-0.6734479222988468,-0.6734479222988468,-0.6908334026812633,-0.6908334026812633,-0.6908334026812633,-0.7347070821569055,-0.7347070821569055,-0.7347070821569055
