Date,ProShares UltraShort QQQ_Open_average,ProShares UltraShort QQQ_Open_max,ProShares UltraShort QQQ_Open_min,ProShares UltraShort QQQ_High_average,ProShares UltraShort QQQ_High_max,ProShares UltraShort QQQ_High_min,ProShares UltraShort QQQ_Low_average,ProShares UltraShort QQQ_Low_max,ProShares UltraShort QQQ_Low_min,ProShares UltraShort QQQ_Close_average,ProShares UltraShort QQQ_Close_max,ProShares UltraShort QQQ_Close_min
2018-04-08,0.022777015921237,0.022777015921237,0.022777015921237,-0.09774893335716262,-0.09774893335716262,-0.09774893335716262,0.2848917116043766,0.2848917116043766,0.2848917116043766,-0.008206765045152697,-0.008206765045152697,-0.008206765045152697
2018-04-15,-0.13774320504136725,-0.13774320504136725,-0.13774320504136725,-0.053235594840186765,-0.053235594840186765,-0.053235594840186765,0.10973589088792547,0.10973589088792547,0.10973589088792547,0.07533014930799033,0.07533014930799033,0.07533014930799033
2018-04-22,-0.09949129108162957,-0.09949129108162957,-0.09949129108162957,-0.06693094593023204,-0.06693094593023204,-0.06693094593023204,0.06267228509854324,0.06267228509854324,0.06267228509854324,0.13869340290766136,0.13869340290766136,0.13869340290766136
2018-04-29,-0.7249839292983048,-0.7249839292983048,-0.7249839292983048,-0.8859851353282808,-0.8859851353282808,-0.8859851353282808,-0.7012867593348285,-0.7012867593348285,-0.7012867593348285,-0.7697300748470345,-0.7697300748470345,-0.7697300748470345
2018-05-06,-1.436972738003115,-1.436972738003115,-1.436972738003115,-1.3981135546182915,-1.3981135546182915,-1.3981135546182915,-1.478825114850989,-1.478825114850989,-1.478825114850989,-1.2559611246838704,-1.2559611246838704,-1.2559611246838704
2018-05-13,-1.0460264587697514,-1.0460264587697514,-1.0460264587697514,-0.944751118568484,-0.944751118568484,-0.944751118568484,-0.995552193689667,-0.995552193689667,-0.995552193689667,-0.8629279756327194,-0.8629279756327194,-0.8629279756327194
2018-05-20,-1.088987975057316,-1.088987975057316,-1.088987975057316,-1.1235790112108355,-1.1235790112108355,-1.1235790112108355,-1.0831028048506803,-1.0831028048506803,-1.0831028048506803,-1.0542103503999771,-1.0542103503999771,-1.0542103503999771
2018-05-27,-1.468811147303403,-1.468811147303403,-1.468811147303403,-1.4435036660352847,-1.4435036660352847,-1.4435036660352847,-1.5933346401013242,-1.5933346401013242,-1.5933346401013242,-1.5325586769640707,-1.5325586769640707,-1.5325586769640707
2018-06-03,-1.5285654544007423,-1.5285654544007423,-1.5285654544007423,-1.495771840248427,-1.495771840248427,-1.495771840248427,-1.6111522094763804,-1.6111522094763804,-1.6111522094763804,-1.4979897645323752,-1.4979897645323752,-1.4979897645323752
2018-06-10,-1.4854285840246857,-1.4854285840246857,-1.4854285840246857,-1.367246189730762,-1.367246189730762,-1.367246189730762,-1.546335588977719,-1.546335588977719,-1.546335588977719,-1.460798556336955,-1.460798556336955,-1.460798556336955
