Date,iShares Aaa - A Rated Corporate Bond_Open_average,iShares Aaa - A Rated Corporate Bond_Open_max,iShares Aaa - A Rated Corporate Bond_Open_min,iShares Aaa - A Rated Corporate Bond_High_average,iShares Aaa - A Rated Corporate Bond_High_max,iShares Aaa - A Rated Corporate Bond_High_min,iShares Aaa - A Rated Corporate Bond_Low_average,iShares Aaa - A Rated Corporate Bond_Low_max,iShares Aaa - A Rated Corporate Bond_Low_min,iShares Aaa - A Rated Corporate Bond_Close_average,iShares Aaa - A Rated Corporate Bond_Close_max,iShares Aaa - A Rated Corporate Bond_Close_min
2018-04-08,-0.7878746340891376,-0.7878746340891376,-0.7878746340891376,-0.6464152612228891,-0.6464152612228891,-0.6464152612228891,-0.6587390253245934,-0.6587390253245934,-0.6587390253245934,-0.5218958818780116,-0.5218958818780116,-0.5218958818780116
2018-04-15,-1.4168245975873384,-1.4168245975873384,-1.4168245975873384,-1.4151595327413673,-1.4151595327413673,-1.4151595327413673,-1.3620836118962105,-1.3620836118962105,-1.3620836118962105,-1.4697251204801487,-1.4697251204801487,-1.4697251204801487
2018-04-22,-1.2898665035672374,-1.2898665035672374,-1.2898665035672374,-1.3182641620374922,-1.3182641620374922,-1.3182641620374922,-1.3010372894571463,-1.3010372894571463,-1.3010372894571463,-1.3682423339651917,-1.3682423339651917,-1.3682423339651917
2018-04-29,-1.7292887925011073,-1.7292887925011073,-1.7292887925011073,-1.7844169507052636,-1.7844169507052636,-1.7844169507052636,-1.7529926852880686,-1.7529926852880686,-1.7529926852880686,-1.804593676843242,-1.804593676843242,-1.804593676843242
2018-05-06,-1.4264589760899828,-1.4264589760899828,-1.4264589760899828,-1.3748909880298894,-1.3748909880298894,-1.3748909880298894,-1.2746433417831262,-1.2746433417831262,-1.2746433417831262,-1.2983126689564057,-1.2983126689564057,-1.2983126689564057
2018-05-13,-1.640733822939356,-1.640733822939356,-1.640733822939356,-1.475478742506082,-1.475478742506082,-1.475478742506082,-1.5070557198819499,-1.5070557198819499,-1.5070557198819499,-1.4894140529761688,-1.4894140529761688,-1.4894140529761688
2018-05-20,-0.25554416097394306,-0.25554416097394306,-0.25554416097394306,-0.33756725564215007,-0.33756725564215007,-0.33756725564215007,-0.19601791062846813,-0.19601791062846813,-0.19601791062846813,-0.2478395752909661,-0.2478395752909661,-0.2478395752909661
2018-05-27,-0.5590263523937825,-0.5590263523937825,-0.5590263523937825,-0.6804534629567252,-0.6804534629567252,-0.6804534629567252,-0.7225662087779174,-0.7225662087779174,-0.7225662087779174,-0.8086928418769753,-0.8086928418769753,-0.8086928418769753
2018-06-03,-0.8848447501192744,-0.8848447501192744,-0.8848447501192744,-0.9912927794330476,-0.9912927794330476,-0.9912927794330476,-0.905947462091206,-0.905947462091206,-0.905947462091206,-0.8682580760438762,-0.8682580760438762,-0.8682580760438762
2018-06-10,-0.35739955269844037,-0.35739955269844037,-0.35739955269844037,-0.49543571649759444,-0.49543571649759444,-0.49543571649759444,-0.5362695455268188,-0.5362695455268188,-0.5362695455268188,-0.6220148961144248,-0.6220148961144248,-0.6220148961144248
