Date,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_average,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_max,First Trust Developed Markets Ex-US AlphaDEXEtf_Open_min,First Trust Developed Markets Ex-US AlphaDEXEtf_High_average,First Trust Developed Markets Ex-US AlphaDEXEtf_High_max,First Trust Developed Markets Ex-US AlphaDEXEtf_High_min,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_average,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_max,First Trust Developed Markets Ex-US AlphaDEXEtf_Low_min,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_average,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_max,First Trust Developed Markets Ex-US AlphaDEXEtf_Close_min
2018-05-27,-0.022788073594334084,-0.022788073594334084,-0.022788073594334084,-0.19151405083706602,-0.19151405083706602,-0.19151405083706602,0.027156449579304312,0.027156449579304312,0.027156449579304312,-0.03733828937772983,-0.03733828937772983,-0.03733828937772983
2018-06-03,0.35185999941449764,0.35185999941449764,0.35185999941449764,0.34993496906893673,0.34993496906893673,0.34993496906893673,0.43941028760810863,0.43941028760810863,0.43941028760810863,0.47036005865202507,0.47036005865202507,0.47036005865202507
2018-06-10,-0.23480673578273545,-0.23480673578273545,-0.23480673578273545,-0.3933488995877428,-0.3933488995877428,-0.3933488995877428,-0.13003460298512395,-0.13003460298512395,-0.13003460298512395,-0.24231483071871515,-0.24231483071871515,-0.24231483071871515
2018-06-17,-1.7827252276256949,-1.7827252276256949,-1.7827252276256949,-2.065184127465726,-2.065184127465726,-2.065184127465726,-1.3663594869638247,-1.3663594869638247,-1.3663594869638247,-1.8378684531381222,-1.8378684531381222,-1.8378684531381222
2018-06-24,-2.91033231344666,-2.91033231344666,-2.91033231344666,-2.9280780758064417,-2.9280780758064417,-2.9280780758064417,-2.536931934221148,-2.536931934221148,-2.536931934221148,-2.6252381114212566,-2.6252381114212566,-2.6252381114212566
2018-07-01,-2.547697178318402,-2.547697178318402,-2.547697178318402,-2.4910840922329562,-2.4910840922329562,-2.4910840922329562,-2.3920052456312884,-2.3920052456312884,-2.3920052456312884,-2.325615450761092,-2.325615450761092,-2.325615450761092
2018-07-08,-1.8514960073254594,-1.8514960073254594,-1.8514960073254594,-1.8850741322632798,-1.8850741322632798,-1.8850741322632798,-1.731995450590403,-1.731995450590403,-1.731995450590403,-1.6876908332505427,-1.6876908332505427,-1.6876908332505427
2018-07-15,-1.8164950743591386,-1.8164950743591386,-1.8164950743591386,-1.7537856157083296,-1.7537856157083296,-1.7537856157083296,-1.676505224866082,-1.676505224866082,-1.676505224866082,-1.6550698337745453,-1.6550698337745453,-1.6550698337745453
2018-07-22,-0.8066739119835156,-0.8066739119835156,-0.8066739119835156,-0.890365112988133,-0.890365112988133,-0.890365112988133,-0.928662350119408,-0.928662350119408,-0.928662350119408,-0.9896090379750275,-0.9896090379750275,-0.9896090379750275
2018-07-29,-1.4028073559725946,-1.4028073559725946,-1.4028073559725946,-1.3877726750570485,-1.3877726750570485,-1.3877726750570485,-1.277781915646394,-1.277781915646394,-1.277781915646394,-1.2791308027862536,-1.2791308027862536,-1.2791308027862536
2018-08-05,-1.617325445448071,-1.617325445448071,-1.617325445448071,-1.7569337044967122,-1.7569337044967122,-1.7569337044967122,-1.7267962298187889,-1.7267962298187889,-1.7267962298187889,-1.7912431698419202,-1.7912431698419202,-1.7912431698419202
