Date,Franklin LibertyQ Global Dividend_Open_average,Franklin LibertyQ Global Dividend_Open_max,Franklin LibertyQ Global Dividend_Open_min,Franklin LibertyQ Global Dividend_High_average,Franklin LibertyQ Global Dividend_High_max,Franklin LibertyQ Global Dividend_High_min,Franklin LibertyQ Global Dividend_Low_average,Franklin LibertyQ Global Dividend_Low_max,Franklin LibertyQ Global Dividend_Low_min,Franklin LibertyQ Global Dividend_Close_average,Franklin LibertyQ Global Dividend_Close_max,Franklin LibertyQ Global Dividend_Close_min
2018-04-08,-0.4081442520309305,-0.4081442520309305,-0.4081442520309305,-0.6260489790301198,-0.6260489790301198,-0.6260489790301198,-0.3444451400225754,-0.3444451400225754,-0.3444451400225754,-0.5461776944008122,-0.5461776944008122,-0.5461776944008122
2018-04-15,-1.0023468661720756,-1.0023468661720756,-1.0023468661720756,-1.1910085392710295,-1.1910085392710295,-1.1910085392710295,-0.9442103579404811,-0.9442103579404811,-0.9442103579404811,-1.112140826143887,-1.112140826143887,-1.112140826143887
2018-04-22,-0.5998887028503003,-0.5998887028503003,-0.5998887028503003,-0.8837264836119133,-0.8837264836119133,-0.8837264836119133,-0.9019518182101874,-0.9019518182101874,-0.9019518182101874,-1.1545580091509844,-1.1545580091509844,-1.1545580091509844
2018-04-29,-1.1243062210122365,-1.1243062210122365,-1.1243062210122365,-1.3992837309351545,-1.3992837309351545,-1.3992837309351545,-1.0280924412056727,-1.0280924412056727,-1.0280924412056727,-1.2341906065154382,-1.2341906065154382,-1.2341906065154382
2018-05-06,-0.6357353783830305,-0.6357353783830305,-0.6357353783830305,-0.7631477704865264,-0.7631477704865264,-0.7631477704865264,-0.587349555594185,-0.587349555594185,-0.587349555594185,-0.7187506436696114,-0.7187506436696114,-0.7187506436696114
2018-05-13,-0.9060152410033214,-0.9060152410033214,-0.9060152410033214,-0.9206023152095906,-0.9206023152095906,-0.9206023152095906,-0.7744954588996219,-0.7744954588996219,-0.7744954588996219,-0.7506143940953596,-0.7506143940953596,-0.7506143940953596
2018-05-20,-0.7935376767398559,-0.7935376767398559,-0.7935376767398559,-1.0275707367109042,-1.0275707367109042,-1.0275707367109042,-0.8022323921417941,-0.8022323921417941,-0.8022323921417941,-0.968296254414078,-0.968296254414078,-0.968296254414078
2018-05-27,-0.8581223252054639,-0.8581223252054639,-0.8581223252054639,-0.9897927848328132,-0.9897927848328132,-0.9897927848328132,-0.7225906776455224,-0.7225906776455224,-0.7225906776455224,-0.8083393999446152,-0.8083393999446152,-0.8083393999446152
2018-06-03,-0.630640403442992,-0.630640403442992,-0.630640403442992,-0.5296857167807445,-0.5296857167807445,-0.5296857167807445,-0.5752100877236537,-0.5752100877236537,-0.5752100877236537,-0.32075728949885807,-0.32075728949885807,-0.32075728949885807
2018-06-10,-2.0684743843195768,-2.0684743843195768,-2.0684743843195768,-1.9881415471714063,-1.9881415471714063,-1.9881415471714063,-1.9866894259306729,-1.9866894259306729,-1.9866894259306729,-1.763315966081998,-1.763315966081998,-1.763315966081998
