Date,KraneShares E China Commercial Paper_Open_average,KraneShares E China Commercial Paper_Open_max,KraneShares E China Commercial Paper_Open_min,KraneShares E China Commercial Paper_High_average,KraneShares E China Commercial Paper_High_max,KraneShares E China Commercial Paper_High_min,KraneShares E China Commercial Paper_Low_average,KraneShares E China Commercial Paper_Low_max,KraneShares E China Commercial Paper_Low_min,KraneShares E China Commercial Paper_Close_average,KraneShares E China Commercial Paper_Close_max,KraneShares E China Commercial Paper_Close_min
2018-07-01,-1.9361105330303645,-1.9361105330303645,-1.9361105330303645,-2.0510233527817388,-2.0510233527817388,-2.0510233527817388,-1.7024600786836455,-1.7024600786836455,-1.7024600786836455,-2.013664384728451,-2.013664384728451,-2.013664384728451
2018-07-08,-2.396471469824753,-2.396471469824753,-2.396471469824753,-1.642628533183482,-1.642628533183482,-1.642628533183482,-2.234493789810518,-2.234493789810518,-2.234493789810518,-1.9500781649869006,-1.9500781649869006,-1.9500781649869006
2018-07-15,-1.7791515545374081,-1.7791515545374081,-1.7791515545374081,-1.896674104239857,-1.896674104239857,-1.896674104239857,-1.6767055172023455,-1.6767055172023455,-1.6767055172023455,-1.7867863721543913,-1.7867863721543913,-1.7867863721543913
2018-07-22,-1.5883742579953681,-1.5883742579953681,-1.5883742579953681,-1.731014013491039,-1.731014013491039,-1.731014013491039,-1.524470327671584,-1.524470327671584,-1.524470327671584,-1.6816751004298869,-1.6816751004298869,-1.6816751004298869
2018-07-29,-1.330770241477129,-1.330770241477129,-1.330770241477129,-1.5837442261065875,-1.5837442261065875,-1.5837442261065875,-1.3587049854798314,-1.3587049854798314,-1.3587049854798314,-1.5491642305967182,-1.5491642305967182,-1.5491642305967182
2018-08-05,-1.0860011080751164,-1.0860011080751164,-1.0860011080751164,-1.3503882510487504,-1.3503882510487504,-1.3503882510487504,-1.11992189428052,-1.11992189428052,-1.11992189428052,-1.4024006327038827,-1.4024006327038827,-1.4024006327038827
2018-08-12,-1.0790453770429798,-1.0790453770429798,-1.0790453770429798,-1.17001604187253,-1.17001604187253,-1.17001604187253,-1.008670048488574,-1.008670048488574,-1.008670048488574,-1.1140359240367121,-1.1140359240367121,-1.1140359240367121
2018-08-19,-0.9548189725243059,-0.9548189725243059,-0.9548189725243059,-0.9893816020085404,-0.9893816020085404,-0.9893816020085404,-0.897668110190717,-0.897668110190717,-0.897668110190717,-0.9353981997001353,-0.9353981997001353,-0.9353981997001353
2018-08-26,-0.4882252480226387,-0.4882252480226387,-0.4882252480226387,-0.7338486658905737,-0.7338486658905737,-0.7338486658905737,-0.42477197137087186,-0.42477197137087186,-0.42477197137087186,-0.6888094361393278,-0.6888094361393278,-0.6888094361393278
2018-09-02,-0.6724920938112263,-0.6724920938112263,-0.6724920938112263,-0.6163720073845149,-0.6163720073845149,-0.6163720073845149,-0.6250577616342968,-0.6250577616342968,-0.6250577616342968,-0.5602246228654779,-0.5602246228654779,-0.5602246228654779
2018-09-09,-0.6725994285007464,-0.6725994285007464,-0.6725994285007464,-0.6649146309478726,-0.6649146309478726,-0.6649146309478726,-0.6715152719568359,-0.6715152719568359,-0.6715152719568359,-0.6448982410152425,-0.6448982410152425,-0.6448982410152425
2018-09-16,0.15457188080380285,0.15457188080380285,0.15457188080380285,-0.26673999834422607,-0.26673999834422607,-0.26673999834422607,0.2992780727586284,0.2992780727586284,0.2992780727586284,-0.1746052565535325,-0.1746052565535325,-0.1746052565535325
2018-09-23,1.0700305492459987,1.0700305492459987,1.0700305492459987,0.4145938393728679,0.4145938393728679,0.4145938393728679,-0.3069228389143051,-0.3069228389143051,-0.3069228389143051,-0.8948447735229221,-0.8948447735229221,-0.8948447735229221
2018-09-30,-0.3558756501007158,-0.3558756501007158,-0.3558756501007158,-0.8954361643776271,-0.8954361643776271,-0.8954361643776271,-0.060658302716097304,-0.060658302716097304,-0.060658302716097304,-0.8433475180615859,-0.8433475180615859,-0.8433475180615859
2018-10-07,0.40806173493749603,0.40806173493749603,0.40806173493749603,-0.3231018536925822,-0.3231018536925822,-0.3231018536925822,-0.035497188649459575,-0.035497188649459575,-0.035497188649459575,-0.8823320709496443,-0.8823320709496443,-0.8823320709496443
2018-10-14,-1.4200249821407367,-1.4200249821407367,-1.4200249821407367,-2.178519539573108,-2.178519539573108,-2.178519539573108,-1.8104224740848258,-1.8104224740848258,-1.8104224740848258,-2.2593899970767035,-2.2593899970767035,-2.2593899970767035
2018-10-21,-1.7976740262597712,-1.7976740262597712,-1.7976740262597712,-2.051846245134191,-2.051846245134191,-2.051846245134191,-2.0191320907258437,-2.0191320907258437,-2.0191320907258437,-2.120616142760937,-2.120616142760937,-2.120616142760937
2018-10-28,-0.7069346592499386,-0.7069346592499386,-0.7069346592499386,-1.078279299006707,-1.078279299006707,-1.078279299006707,-0.8183064427502228,-0.8183064427502228,-0.8183064427502228,-1.2038031227997634,-1.2038031227997634,-1.2038031227997634
2018-11-04,-0.6878331148486841,-0.6878331148486841,-0.6878331148486841,-1.0212684975309587,-1.0212684975309587,-1.0212684975309587,-0.5723889294726813,-0.5723889294726813,-0.5723889294726813,-0.9334659133597952,-0.9334659133597952,-0.9334659133597952
2018-11-11,-1.3036955989382508,-1.3036955989382508,-1.3036955989382508,-1.513502473726635,-1.513502473726635,-1.513502473726635,-1.3721418529738247,-1.3721418529738247,-1.3721418529738247,-1.5486910955870823,-1.5486910955870823,-1.5486910955870823
2018-11-18,-1.2342923509362045,-1.2342923509362045,-1.2342923509362045,-1.0581795965245773,-1.0581795965245773,-1.0581795965245773,-1.287569961647628,-1.287569961647628,-1.287569961647628,-1.0336066049106067,-1.0336066049106067,-1.0336066049106067
2018-11-25,0.6369394907322813,0.6369394907322813,0.6369394907322813,0.4352371188101746,0.4352371188101746,0.4352371188101746,0.25945674888117737,0.25945674888117737,0.25945674888117737,0.1952420060203804,0.1952420060203804,0.1952420060203804
2018-12-02,-0.29700052139322264,-0.29700052139322264,-0.29700052139322264,-0.42626961818284914,-0.42626961818284914,-0.42626961818284914,-0.03656621370119311,-0.03656621370119311,-0.03656621370119311,-0.2361370454732166,-0.2361370454732166,-0.2361370454732166
2018-12-09,-0.04790330990214268,-0.04790330990214268,-0.04790330990214268,-0.07760208154455238,-0.07760208154455238,-0.07760208154455238,-0.7882087565287742,-0.7882087565287742,-0.7882087565287742,0.035613846995629535,0.035613846995629535,0.035613846995629535
2018-12-16,0.3652385472696436,0.3652385472696436,0.3652385472696436,0.7095193080328739,0.7095193080328739,0.7095193080328739,1.1355316965163866,1.1355316965163866,1.1355316965163866,1.604307761797427,1.604307761797427,1.604307761797427
2018-12-23,-1.3564257939790276,-1.3564257939790276,-1.3564257939790276,-1.4965833965511426,-1.4965833965511426,-1.4965833965511426,-2.3964015872589695,-2.3964015872589695,-2.3964015872589695,-1.8469925857264184,-1.8469925857264184,-1.8469925857264184
2018-12-30,-1.4401021959493854,-1.4401021959493854,-1.4401021959493854,-1.5393843164349217,-1.5393843164349217,-1.5393843164349217,-1.0346273426126664,-1.0346273426126664,-1.0346273426126664,-1.5608424152597737,-1.5608424152597737,-1.5608424152597737
2019-01-06,1.9391597011086763,1.9391597011086763,1.9391597011086763,1.8522082383347949,1.8522082383347949,1.8522082383347949,1.8215712712837697,1.8215712712837697,1.8215712712837697,1.7980368477667774,1.7980368477667774,1.7980368477667774
2019-01-13,0.8758696328578232,0.8758696328578232,0.8758696328578232,0.7950338392845585,0.7950338392845585,0.7950338392845585,1.0888462345340877,1.0888462345340877,1.0888462345340877,0.9891137159727841,0.9891137159727841,0.9891137159727841
2019-01-20,1.4499504738529736,1.4499504738529736,1.4499504738529736,1.3937420039154165,1.3937420039154165,1.3937420039154165,1.538869803659967,1.538869803659967,1.538869803659967,1.56679261409594,1.56679261409594,1.56679261409594
2019-01-27,1.3096801772513351,1.3096801772513351,1.3096801772513351,1.594319127654442,1.594319127654442,1.594319127654442,1.2595195987427303,1.2595195987427303,1.2595195987427303,1.3891555944538065,1.3891555944538065,1.3891555944538065
2019-02-03,0.867503977333961,0.867503977333961,0.867503977333961,0.958484709295594,0.958484709295594,0.958484709295594,0.983436707292469,0.983436707292469,0.983436707292469,1.1331605986481685,1.1331605986481685,1.1331605986481685
2019-02-10,0.7397880545413136,0.7397880545413136,0.7397880545413136,0.6894134184350362,0.6894134184350362,0.6894134184350362,0.8441269512487151,0.8441269512487151,0.8441269512487151,0.839869198477542,0.839869198477542,0.839869198477542
2019-02-17,1.958856361729659,1.958856361729659,1.958856361729659,1.8127285483018125,1.8127285483018125,1.8127285483018125,1.1720832708988949,1.1720832708988949,1.1720832708988949,1.4075413183535255,1.4075413183535255,1.4075413183535255
2019-02-24,1.0900106087963939,1.0900106087963939,1.0900106087963939,1.2376408638541612,1.2376408638541612,1.2376408638541612,1.0207556753505287,1.0207556753505287,1.0207556753505287,0.9905093063433072,0.9905093063433072,0.9905093063433072
2019-03-03,0.7536430331070081,0.7536430331070081,0.7536430331070081,0.6257274276663924,0.6257274276663924,0.6257274276663924,0.6713410475977337,0.6713410475977337,0.6713410475977337,0.5750784047053762,0.5750784047053762,0.5750784047053762
2019-03-10,0.5999287917649941,0.5999287917649941,0.5999287917649941,0.6666628668595083,0.6666628668595083,0.6666628668595083,0.7842712374676236,0.7842712374676236,0.7842712374676236,0.8401006909534261,0.8401006909534261,0.8401006909534261
2019-03-17,0.7501222798982523,0.7501222798982523,0.7501222798982523,1.0962619392809643,1.0962619392809643,1.0962619392809643,0.693170060998286,0.693170060998286,0.693170060998286,0.6523242183882204,0.6523242183882204,0.6523242183882204
2019-03-24,0.8126100465038498,0.8126100465038498,0.8126100465038498,0.6096464054594252,0.6096464054594252,0.6096464054594252,0.23117107305790963,0.23117107305790963,0.23117107305790963,0.13581668915460082,0.13581668915460082,0.13581668915460082
2019-03-31,-0.13938270147330034,-0.13938270147330034,-0.13938270147330034,-0.2398235547716761,-0.2398235547716761,-0.2398235547716761,0.5368146027244218,0.5368146027244218,0.5368146027244218,0.3684799469797765,0.3684799469797765,0.3684799469797765
2019-04-07,0.13234538774420035,0.13234538774420035,0.13234538774420035,0.3075773846705842,0.3075773846705842,0.3075773846705842,0.5257358105930028,0.5257358105930028,0.5257358105930028,1.1564661280386592,1.1564661280386592,1.1564661280386592
2019-04-14,0.03488355248266252,0.03488355248266252,0.03488355248266252,-0.11673028038631392,-0.11673028038631392,-0.11673028038631392,1.1164672573673193,1.1164672573673193,1.1164672573673193,1.0091061808255362,1.0091061808255362,1.0091061808255362
2019-04-21,-2.3722828616937153,-2.3722828616937153,-2.3722828616937153,-2.358554925033617,-2.358554925033617,-2.358554925033617,-2.8763699820267052,-2.8763699820267052,-2.8763699820267052,-2.715092723713972,-2.715092723713972,-2.715092723713972
2019-04-28,-1.4859320487730783,-1.4859320487730783,-1.4859320487730783,-1.637695915811448,-1.637695915811448,-1.637695915811448,-1.5665707505044462,-1.5665707505044462,-1.5665707505044462,-1.771669631315587,-1.771669631315587,-1.771669631315587
2019-05-05,-2.776223872408282,-2.776223872408282,-2.776223872408282,-2.725541134286194,-2.725541134286194,-2.725541134286194,-2.995253136866803,-2.995253136866803,-2.995253136866803,-2.977966919232673,-2.977966919232673,-2.977966919232673
2019-05-12,-1.8374104260600568,-1.8374104260600568,-1.8374104260600568,-1.8807385601879145,-1.8807385601879145,-1.8807385601879145,-2.0812949423690306,-2.0812949423690306,-2.0812949423690306,-2.118206281038797,-2.118206281038797,-2.118206281038797
2019-05-19,-1.7400920089265128,-1.7400920089265128,-1.7400920089265128,-1.56628889642447,-1.56628889642447,-1.56628889642447,-1.5798527947423382,-1.5798527947423382,-1.5798527947423382,-1.4227785178112486,-1.4227785178112486,-1.4227785178112486
2019-05-26,-0.8751162806155425,-0.8751162806155425,-0.8751162806155425,-0.9613125680859644,-0.9613125680859644,-0.9613125680859644,-1.319408179107316,-1.319408179107316,-1.319408179107316,-1.324361938888361,-1.324361938888361,-1.324361938888361
2019-06-02,-0.749713690353463,-0.749713690353463,-0.749713690353463,-0.8268368131518778,-0.8268368131518778,-0.8268368131518778,-1.0410816789944302,-1.0410816789944302,-1.0410816789944302,-1.125231765091205,-1.125231765091205,-1.125231765091205
2019-06-09,-1.0523498006258134,-1.0523498006258134,-1.0523498006258134,-1.1043250477645605,-1.1043250477645605,-1.1043250477645605,-0.8786410584380782,-0.8786410584380782,-0.8786410584380782,-0.9367436048163579,-0.9367436048163579,-0.9367436048163579
2019-06-16,-0.29921791271781567,-0.29921791271781567,-0.29921791271781567,-0.2930128413842378,-0.2930128413842378,-0.2930128413842378,-0.2390515839981298,-0.2390515839981298,-0.2390515839981298,-0.1981730171312355,-0.1981730171312355,-0.1981730171312355
2019-06-23,-0.4091423656221826,-0.4091423656221826,-0.4091423656221826,-0.4047990478920014,-0.4047990478920014,-0.4047990478920014,-0.19488687456896484,-0.19488687456896484,-0.19488687456896484,-0.26084946916378815,-0.26084946916378815,-0.26084946916378815
2019-06-30,-0.7816154898864578,-0.7816154898864578,-0.7816154898864578,-0.830712725326345,-0.830712725326345,-0.830712725326345,-0.5033480296412313,-0.5033480296412313,-0.5033480296412313,-0.5825329098169832,-0.5825329098169832,-0.5825329098169832
2019-07-07,-0.30251774419447797,-0.30251774419447797,-0.30251774419447797,-0.33637728150532764,-0.33637728150532764,-0.33637728150532764,-0.043128930323915904,-0.043128930323915904,-0.043128930323915904,-0.08635792026535781,-0.08635792026535781,-0.08635792026535781
2019-07-14,-0.13916982397350203,-0.13916982397350203,-0.13916982397350203,-0.11142154001210097,-0.11142154001210097,-0.11142154001210097,-0.13752808151693205,-0.13752808151693205,-0.13752808151693205,-0.07282973197516783,-0.07282973197516783,-0.07282973197516783
2019-07-21,0.34128531717443394,0.34128531717443394,0.34128531717443394,0.24442610962712247,0.24442610962712247,0.24442610962712247,-0.13610634637447844,-0.13610634637447844,-0.13610634637447844,-0.16480416420399166,-0.16480416420399166,-0.16480416420399166
2019-07-28,-3.064657227400307,-3.064657227400307,-3.064657227400307,-3.022943966853827,-3.022943966853827,-3.022943966853827,-3.2901982362055993,-3.2901982362055993,-3.2901982362055993,-2.9297570528974557,-2.9297570528974557,-2.9297570528974557
2019-08-04,-2.205369899986576,-2.205369899986576,-2.205369899986576,-2.1520965938603607,-2.1520965938603607,-2.1520965938603607,-0.8309970850305647,-0.8309970850305647,-0.8309970850305647,-2.0703174785065825,-2.0703174785065825,-2.0703174785065825
2019-08-11,-1.5503791233554276,-1.5503791233554276,-1.5503791233554276,-1.232432957262023,-1.232432957262023,-1.232432957262023,-0.6071995966918453,-0.6071995966918453,-0.6071995966918453,-1.3728410548247503,-1.3728410548247503,-1.3728410548247503
2019-08-18,-1.42683218896012,-1.42683218896012,-1.42683218896012,-1.7153258241551872,-1.7153258241551872,-1.7153258241551872,-0.6790279926716393,-0.6790279926716393,-0.6790279926716393,-1.8587128129943773,-1.8587128129943773,-1.8587128129943773
2019-08-25,-1.3583857974318603,-1.3583857974318603,-1.3583857974318603,-1.6271396867061707,-1.6271396867061707,-1.6271396867061707,-0.6407809704128627,-0.6407809704128627,-0.6407809704128627,-1.5368005854005653,-1.5368005854005653,-1.5368005854005653
2019-09-01,-1.1424875086755402,-1.1424875086755402,-1.1424875086755402,-1.202627270236953,-1.202627270236953,-1.202627270236953,-0.544266502721543,-0.544266502721543,-0.544266502721543,-1.1288813959248545,-1.1288813959248545,-1.1288813959248545
2019-09-08,-0.5250371514501317,-0.5250371514501317,-0.5250371514501317,-0.7236770157042859,-0.7236770157042859,-0.7236770157042859,-0.14049345680459935,-0.14049345680459935,-0.14049345680459935,-0.6526546395749211,-0.6526546395749211,-0.6526546395749211
2019-09-15,-1.150871108332957,-1.150871108332957,-1.150871108332957,-0.8573842367643515,-0.8573842367643515,-0.8573842367643515,-0.5704781257280721,-0.5704781257280721,-0.5704781257280721,-0.7987187801376074,-0.7987187801376074,-0.7987187801376074
2019-09-22,-0.7384715176694719,-0.7384715176694719,-0.7384715176694719,-0.9201206831081801,-0.9201206831081801,-0.9201206831081801,-0.2786312578472728,-0.2786312578472728,-0.2786312578472728,-0.8751577343945858,-0.8751577343945858,-0.8751577343945858
2019-09-29,-0.413623159986108,-0.413623159986108,-0.413623159986108,-0.6521125037715944,-0.6521125037715944,-0.6521125037715944,-0.045662954812899746,-0.045662954812899746,-0.045662954812899746,-0.6038820681612006,-0.6038820681612006,-0.6038820681612006
2019-10-06,0.11767143121185622,0.11767143121185622,0.11767143121185622,-0.10928000048088227,-0.10928000048088227,-0.10928000048088227,0.2715820574420626,0.2715820574420626,0.2715820574420626,-0.07693636321373148,-0.07693636321373148,-0.07693636321373148
2019-10-13,0.34112691540567813,0.34112691540567813,0.34112691540567813,0.14571712173410267,0.14571712173410267,0.14571712173410267,0.3854266200426481,0.3854266200426481,0.3854266200426481,0.05136968847758384,0.05136968847758384,0.05136968847758384
2019-10-20,1.6106600863301854,1.6106600863301854,1.6106600863301854,1.0088464494872222,1.0088464494872222,1.0088464494872222,0.7388023509086282,0.7388023509086282,0.7388023509086282,1.2997576581303862,1.2997576581303862,1.2997576581303862
2019-10-27,1.344018233116801,1.344018233116801,1.344018233116801,0.9099891368727353,0.9099891368727353,0.9099891368727353,1.3688311876428567,1.3688311876428567,1.3688311876428567,1.0504834381250705,1.0504834381250705,1.0504834381250705
2019-11-03,1.8875433641772281,1.8875433641772281,1.8875433641772281,1.85743362617492,1.85743362617492,1.85743362617492,1.9636389540983854,1.9636389540983854,1.9636389540983854,2.049847157040675,2.049847157040675,2.049847157040675
2019-11-10,1.1216608232409566,1.1216608232409566,1.1216608232409566,1.3094185588586211,1.3094185588586211,1.3094185588586211,1.1794628974534296,1.1794628974534296,1.1794628974534296,1.3624097224759366,1.3624097224759366,1.3624097224759366
2019-11-17,1.184954433617941,1.184954433617941,1.184954433617941,1.2181129095025416,1.2181129095025416,1.2181129095025416,1.2287906536868756,1.2287906536868756,1.2287906536868756,1.2739641483728634,1.2739641483728634,1.2739641483728634
2019-11-24,0.16853687729125738,0.16853687729125738,0.16853687729125738,0.5901133574812165,0.5901133574812165,0.5901133574812165,0.20449252937487106,0.20449252937487106,0.20449252937487106,0.5981903291845508,0.5981903291845508,0.5981903291845508
2019-12-01,0.6079922717625761,0.6079922717625761,0.6079922717625761,0.5697474702922618,0.5697474702922618,0.5697474702922618,0.6448272212303087,0.6448272212303087,0.6448272212303087,0.6226081479025461,0.6226081479025461,0.6226081479025461
2019-12-08,0.8681425611762645,0.8681425611762645,0.8681425611762645,1.2103885890563644,1.2103885890563644,1.2103885890563644,0.9011766836502301,0.9011766836502301,0.9011766836502301,1.246559753305083,1.246559753305083,1.246559753305083
2019-12-15,0.36056263857986515,0.36056263857986515,0.36056263857986515,0.6214457767836024,0.6214457767836024,0.6214457767836024,0.4003520799524184,0.4003520799524184,0.4003520799524184,0.6616718403358369,0.6616718403358369,0.6616718403358369
2019-12-22,0.8397232643973732,0.8397232643973732,0.8397232643973732,0.6400010641209115,0.6400010641209115,0.6400010641209115,0.5415728451931421,0.5415728451931421,0.5415728451931421,0.6709364700124011,0.6709364700124011,0.6709364700124011
2019-12-29,1.9209906503801586,1.9209906503801586,1.9209906503801586,1.7860430422427724,1.7860430422427724,1.7860430422427724,1.5017716534327594,1.5017716534327594,1.5017716534327594,1.2958791930430773,1.2958791930430773,1.2958791930430773
