Date,SPDR Barclays Emerging Markets Local Bond_Open_average,SPDR Barclays Emerging Markets Local Bond_Open_max,SPDR Barclays Emerging Markets Local Bond_Open_min,SPDR Barclays Emerging Markets Local Bond_High_average,SPDR Barclays Emerging Markets Local Bond_High_max,SPDR Barclays Emerging Markets Local Bond_High_min,SPDR Barclays Emerging Markets Local Bond_Low_average,SPDR Barclays Emerging Markets Local Bond_Low_max,SPDR Barclays Emerging Markets Local Bond_Low_min,SPDR Barclays Emerging Markets Local Bond_Close_average,SPDR Barclays Emerging Markets Local Bond_Close_max,SPDR Barclays Emerging Markets Local Bond_Close_min
2018-04-08,-0.7334968806208945,-0.7334968806208945,-0.7334968806208945,-0.8433896551073581,-0.8433896551073581,-0.8433896551073581,-0.7109691762056596,-0.7109691762056596,-0.7109691762056596,-0.6326979834085142,-0.6326979834085142,-0.6326979834085142
2018-04-15,-2.0384122874775876,-2.0384122874775876,-2.0384122874775876,-2.2191277856294414,-2.2191277856294414,-2.2191277856294414,-2.146766910213797,-2.146766910213797,-2.146766910213797,-2.192775154505811,-2.192775154505811,-2.192775154505811
2018-04-22,-2.094676742536986,-2.094676742536986,-2.094676742536986,-2.1313916668511204,-2.1313916668511204,-2.1313916668511204,-2.2323929357380834,-2.2323929357380834,-2.2323929357380834,-2.237392270169917,-2.237392270169917,-2.237392270169917
2018-04-29,-2.6812225937678686,-2.6812225937678686,-2.6812225937678686,-2.5994501634381475,-2.5994501634381475,-2.5994501634381475,-2.6118187905480745,-2.6118187905480745,-2.6118187905480745,-2.606500936094411,-2.606500936094411,-2.606500936094411
2018-05-06,-2.031262061457142,-2.031262061457142,-2.031262061457142,-2.0193374591000373,-2.0193374591000373,-2.0193374591000373,-2.1173634420059035,-2.1173634420059035,-2.1173634420059035,-2.106934925788293,-2.106934925788293,-2.106934925788293
2018-05-13,-2.3572834831776315,-2.3572834831776315,-2.3572834831776315,-2.2576415923031243,-2.2576415923031243,-2.2576415923031243,-2.2454980398364244,-2.2454980398364244,-2.2454980398364244,-2.1198048509628156,-2.1198048509628156,-2.1198048509628156
2018-05-20,-1.6628981335542694,-1.6628981335542694,-1.6628981335542694,-1.660361204929045,-1.660361204929045,-1.660361204929045,-1.6068981306824408,-1.6068981306824408,-1.6068981306824408,-1.6385282111930157,-1.6385282111930157,-1.6385282111930157
2018-05-27,-1.5351419663606283,-1.5351419663606283,-1.5351419663606283,-1.5455101326312033,-1.5455101326312033,-1.5455101326312033,-1.5161384555231245,-1.5161384555231245,-1.5161384555231245,-1.5300111516047927,-1.5300111516047927,-1.5300111516047927
2018-06-03,-1.4806406560618548,-1.4806406560618548,-1.4806406560618548,-1.4584202480519102,-1.4584202480519102,-1.4584202480519102,-1.4791079068620878,-1.4791079068620878,-1.4791079068620878,-1.4648786151885758,-1.4648786151885758,-1.4648786151885758
2018-06-10,-1.6561618435217462,-1.6561618435217462,-1.6561618435217462,-1.6823833596899118,-1.6823833596899118,-1.6823833596899118,-1.677718830740268,-1.677718830740268,-1.677718830740268,-1.6598790516281423,-1.6598790516281423,-1.6598790516281423
