Date,ALPS Sprott Gold MinersEtf_Open_average,ALPS Sprott Gold MinersEtf_Open_max,ALPS Sprott Gold MinersEtf_Open_min,ALPS Sprott Gold MinersEtf_High_average,ALPS Sprott Gold MinersEtf_High_max,ALPS Sprott Gold MinersEtf_High_min,ALPS Sprott Gold MinersEtf_Low_average,ALPS Sprott Gold MinersEtf_Low_max,ALPS Sprott Gold MinersEtf_Low_min,ALPS Sprott Gold MinersEtf_Close_average,ALPS Sprott Gold MinersEtf_Close_max,ALPS Sprott Gold MinersEtf_Close_min
2018-05-27,-0.17055777142036058,-0.17055777142036058,-0.17055777142036058,-0.24776398122678805,-0.24776398122678805,-0.24776398122678805,-0.10094672394391703,-0.10094672394391703,-0.10094672394391703,-0.22641668560133782,-0.22641668560133782,-0.22641668560133782
2018-06-03,-0.1752812895197838,-0.1752812895197838,-0.1752812895197838,-0.3217664636339705,-0.3217664636339705,-0.3217664636339705,-0.06506949727986096,-0.06506949727986096,-0.06506949727986096,-0.12500495613073723,-0.12500495613073723,-0.12500495613073723
2018-06-10,-0.17967139546419528,-0.17967139546419528,-0.17967139546419528,-0.3743052208480291,-0.3743052208480291,-0.3743052208480291,-0.04753822703268942,-0.04753822703268942,-0.04753822703268942,-0.26647164770426573,-0.26647164770426573,-0.26647164770426573
2018-06-17,-0.8681621861345306,-0.8681621861345306,-0.8681621861345306,-0.5940741007831467,-0.5940741007831467,-0.5940741007831467,-0.5255112069735196,-0.5255112069735196,-0.5255112069735196,-0.3224398953922237,-0.3224398953922237,-0.3224398953922237
2018-06-24,-1.2766458623421861,-1.2766458623421861,-1.2766458623421861,-0.6694842234248461,-0.6694842234248461,-0.6694842234248461,-1.1605185331054946,-1.1605185331054946,-1.1605185331054946,-0.6943402448175198,-0.6943402448175198,-0.6943402448175198
2018-07-01,0.5997086475834328,0.5997086475834328,0.5997086475834328,0.37871939161752566,0.37871939161752566,0.37871939161752566,0.34759551208194395,0.34759551208194395,0.34759551208194395,0.4900382604061748,0.4900382604061748,0.4900382604061748
2018-07-08,-1.3124616252912975,-1.3124616252912975,-1.3124616252912975,-1.4672177078869824,-1.4672177078869824,-1.4672177078869824,-1.2436582655227704,-1.2436582655227704,-1.2436582655227704,-1.427930999459336,-1.427930999459336,-1.427930999459336
2018-07-15,-0.981589401502233,-0.981589401502233,-0.981589401502233,-1.3254049079315733,-1.3254049079315733,-1.3254049079315733,-1.1843389294049185,-1.1843389294049185,-1.1843389294049185,-1.3108444304957712,-1.3108444304957712,-1.3108444304957712
2018-07-22,-2.076709693160572,-2.076709693160572,-2.076709693160572,-2.0834008994713487,-2.0834008994713487,-2.0834008994713487,-2.0041491286060786,-2.0041491286060786,-2.0041491286060786,-2.3026053428575395,-2.3026053428575395,-2.3026053428575395
2018-07-29,-2.2336904070743917,-2.2336904070743917,-2.2336904070743917,-2.2750592458569137,-2.2750592458569137,-2.2750592458569137,-2.2202231285289464,-2.2202231285289464,-2.2202231285289464,-2.3278271704155777,-2.3278271704155777,-2.3278271704155777
2018-08-05,-2.4810590978254243,-2.4810590978254243,-2.4810590978254243,-2.636516380041781,-2.636516380041781,-2.636516380041781,-2.5997436343892844,-2.5997436343892844,-2.5997436343892844,-2.664711897560894,-2.664711897560894,-2.664711897560894
2018-08-12,-3.4118648010836674,-3.4118648010836674,-3.4118648010836674,-3.4134479790960044,-3.4134479790960044,-3.4134479790960044,-3.4321882295492747,-3.4321882295492747,-3.4321882295492747,-3.3053049283545053,-3.3053049283545053,-3.3053049283545053
2018-08-19,-2.4279360499580283,-2.4279360499580283,-2.4279360499580283,-2.3175820994459575,-2.3175820994459575,-2.3175820994459575,-2.42187435273735,-2.42187435273735,-2.42187435273735,-2.3818703482030057,-2.3818703482030057,-2.3818703482030057
2018-08-26,-1.9285922228563948,-1.9285922228563948,-1.9285922228563948,-2.172920291690098,-2.172920291690098,-2.172920291690098,-2.052853669946715,-2.052853669946715,-2.052853669946715,-2.211528062869308,-2.211528062869308,-2.211528062869308
2018-09-02,-2.1519657110787613,-2.1519657110787613,-2.1519657110787613,-2.2091343549814444,-2.2091343549814444,-2.2091343549814444,-2.119447812814184,-2.119447812814184,-2.119447812814184,-2.1594137740377657,-2.1594137740377657,-2.1594137740377657
2018-09-09,-1.667683550262175,-1.667683550262175,-1.667683550262175,-1.8259312386070912,-1.8259312386070912,-1.8259312386070912,-1.7333658992645156,-1.7333658992645156,-1.7333658992645156,-1.8349180263488625,-1.8349180263488625,-1.8349180263488625
