Date,iShares MSCI Emerging Markets Asia_Open_average,iShares MSCI Emerging Markets Asia_Open_max,iShares MSCI Emerging Markets Asia_Open_min,iShares MSCI Emerging Markets Asia_High_average,iShares MSCI Emerging Markets Asia_High_max,iShares MSCI Emerging Markets Asia_High_min,iShares MSCI Emerging Markets Asia_Low_average,iShares MSCI Emerging Markets Asia_Low_max,iShares MSCI Emerging Markets Asia_Low_min,iShares MSCI Emerging Markets Asia_Close_average,iShares MSCI Emerging Markets Asia_Close_max,iShares MSCI Emerging Markets Asia_Close_min
2018-04-08,-0.7984921689667096,-0.7984921689667096,-0.7984921689667096,-0.8711793265691588,-0.8711793265691588,-0.8711793265691588,-0.5340672092766318,-0.5340672092766318,-0.5340672092766318,-0.6457274986544227,-0.6457274986544227,-0.6457274986544227
2018-04-15,-0.9628273212500013,-0.9628273212500013,-0.9628273212500013,-1.1572785273735602,-1.1572785273735602,-1.1572785273735602,-0.919912840141983,-0.919912840141983,-0.919912840141983,-1.0912695597381263,-1.0912695597381263,-1.0912695597381263
2018-04-22,-0.7016086994777261,-0.7016086994777261,-0.7016086994777261,-0.8332702804147866,-0.8332702804147866,-0.8332702804147866,-0.5632497762107436,-0.5632497762107436,-0.5632497762107436,-0.8705374439807078,-0.8705374439807078,-0.8705374439807078
2018-04-29,-1.176273198487434,-1.176273198487434,-1.176273198487434,-1.2529683960813236,-1.2529683960813236,-1.2529683960813236,-1.0951409257408113,-1.0951409257408113,-1.0951409257408113,-1.2422738508261337,-1.2422738508261337,-1.2422738508261337
2018-05-06,-0.043721140495715405,-0.043721140495715405,-0.043721140495715405,-0.17892204052236851,-0.17892204052236851,-0.17892204052236851,0.09853224509680301,0.09853224509680301,0.09853224509680301,-0.07194769390693913,-0.07194769390693913,-0.07194769390693913
2018-05-13,-0.5492766356905755,-0.5492766356905755,-0.5492766356905755,-0.7924749850473819,-0.7924749850473819,-0.7924749850473819,-0.5264685857421736,-0.5264685857421736,-0.5264685857421736,-0.664996331830818,-0.664996331830818,-0.664996331830818
2018-05-20,-0.6920621457225701,-0.6920621457225701,-0.6920621457225701,-0.6416372721480676,-0.6416372721480676,-0.6416372721480676,-0.35876943746966694,-0.35876943746966694,-0.35876943746966694,-0.3456400266225115,-0.3456400266225115,-0.3456400266225115
2018-05-27,-0.0335987981924836,-0.0335987981924836,-0.0335987981924836,0.1494192604680556,0.1494192604680556,0.1494192604680556,0.3113531104091138,0.3113531104091138,0.3113531104091138,0.2756717026494486,0.2756717026494486,0.2756717026494486
2018-06-03,0.569600061552028,0.569600061552028,0.569600061552028,0.5306929490935248,0.5306929490935248,0.5306929490935248,1.0357871767211704,1.0357871767211704,1.0357871767211704,0.6849299748313616,0.6849299748313616,0.6849299748313616
2018-06-10,-1.989865586352088,-1.989865586352088,-1.989865586352088,-2.1156539571900432,-2.1156539571900432,-2.1156539571900432,-2.004927236932673,-2.004927236932673,-2.004927236932673,-1.7425484903742667,-1.7425484903742667,-1.7425484903742667
2018-06-17,-2.8204697112229553,-2.8204697112229553,-2.8204697112229553,-2.7895156568039607,-2.7895156568039607,-2.7895156568039607,-2.7764965184734307,-2.7764965184734307,-2.7764965184734307,-2.771412798013789,-2.771412798013789,-2.771412798013789
2018-06-24,-2.478779063166186,-2.478779063166186,-2.478779063166186,-2.4312400586914498,-2.4312400586914498,-2.4312400586914498,-2.3137922649039813,-2.3137922649039813,-2.3137922649039813,-2.318580841639407,-2.318580841639407,-2.318580841639407
2018-07-01,-1.4467227216199412,-1.4467227216199412,-1.4467227216199412,-1.4292115954270552,-1.4292115954270552,-1.4292115954270552,-1.3240153377287214,-1.3240153377287214,-1.3240153377287214,-1.3428561773663608,-1.3428561773663608,-1.3428561773663608
2018-07-08,-1.3209040540618997,-1.3209040540618997,-1.3209040540618997,-1.3597795669650652,-1.3597795669650652,-1.3597795669650652,-1.2696765671178356,-1.2696765671178356,-1.2696765671178356,-1.4086082901990855,-1.4086082901990855,-1.4086082901990855
2018-07-15,-1.178122463996017,-1.178122463996017,-1.178122463996017,-1.2066762031270895,-1.2066762031270895,-1.2066762031270895,-1.1353770672129149,-1.1353770672129149,-1.1353770672129149,-1.2109051356739118,-1.2109051356739118,-1.2109051356739118
