Date,WisdomTree Europe MultifactorEtf_Open_average,WisdomTree Europe MultifactorEtf_Open_max,WisdomTree Europe MultifactorEtf_Open_min,WisdomTree Europe MultifactorEtf_High_average,WisdomTree Europe MultifactorEtf_High_max,WisdomTree Europe MultifactorEtf_High_min,WisdomTree Europe MultifactorEtf_Low_average,WisdomTree Europe MultifactorEtf_Low_max,WisdomTree Europe MultifactorEtf_Low_min,WisdomTree Europe MultifactorEtf_Close_average,WisdomTree Europe MultifactorEtf_Close_max,WisdomTree Europe MultifactorEtf_Close_min
2018-05-27,-1.4418039565695202,-1.4418039565695202,-1.4418039565695202,-1.4545108316187543,-1.4545108316187543,-1.4545108316187543,-1.2538854975656297,-1.2538854975656297,-1.2538854975656297,-1.2379139716792908,-1.2379139716792908,-1.2379139716792908
2018-06-03,-0.7438752158507445,-0.7438752158507445,-0.7438752158507445,-0.7673692697373592,-0.7673692697373592,-0.7673692697373592,-0.5951609544891535,-0.5951609544891535,-0.5951609544891535,-0.5957779051457629,-0.5957779051457629,-0.5957779051457629
2018-06-10,-0.440855280804446,-0.440855280804446,-0.440855280804446,-0.48839207759459774,-0.48839207759459774,-0.48839207759459774,-0.2904531696957558,-0.2904531696957558,-0.2904531696957558,-0.30091930612718587,-0.30091930612718587,-0.30091930612718587
2018-06-17,-1.3614399930714665,-1.3614399930714665,-1.3614399930714665,-1.4184744022215379,-1.4184744022215379,-1.4184744022215379,-1.099200663965095,-1.099200663965095,-1.099200663965095,-1.1101351983785706,-1.1101351983785706,-1.1101351983785706
2018-06-24,-2.7810042848646566,-2.7810042848646566,-2.7810042848646566,-2.783235986296631,-2.783235986296631,-2.783235986296631,-2.7430992165958274,-2.7430992165958274,-2.7430992165958274,-2.750965646010534,-2.750965646010534,-2.750965646010534
2018-07-01,-2.4482940845967334,-2.4482940845967334,-2.4482940845967334,-2.449287186945326,-2.449287186945326,-2.449287186945326,-2.2746963321092357,-2.2746963321092357,-2.2746963321092357,-2.281715448627884,-2.281715448627884,-2.281715448627884
2018-07-08,-1.5956125354174353,-1.5956125354174353,-1.5956125354174353,-1.6001887350796329,-1.6001887350796329,-1.6001887350796329,-1.4799767355666098,-1.4799767355666098,-1.4799767355666098,-1.4851179561977939,-1.4851179561977939,-1.4851179561977939
2018-07-15,-1.042939403572914,-1.042939403572914,-1.042939403572914,-1.051501020706161,-1.051501020706161,-1.051501020706161,-0.9492454320462378,-0.9492454320462378,-0.9492454320462378,-0.9539096207546415,-0.9539096207546415,-0.9539096207546415
2018-07-22,-0.9540890304491048,-0.9540890304491048,-0.9540890304491048,-0.9623160431310224,-0.9623160431310224,-0.9623160431310224,-0.8688740470875437,-0.8688740470875437,-0.8688740470875437,-0.8731888963759653,-0.8731888963759653,-0.8731888963759653
2018-07-29,-0.6989250143117665,-0.6989250143117665,-0.6989250143117665,-0.7089016710250673,-0.7089016710250673,-0.7089016710250673,-0.6212889335219174,-0.6212889335219174,-0.6212889335219174,-0.6254893333544266,-0.6254893333544266,-0.6254893333544266
