Date,VictoryShares US Multi-Factor Minimum VolatilityEtf_Open_average,VictoryShares US Multi-Factor Minimum VolatilityEtf_Open_max,VictoryShares US Multi-Factor Minimum VolatilityEtf_Open_min,VictoryShares US Multi-Factor Minimum VolatilityEtf_High_average,VictoryShares US Multi-Factor Minimum VolatilityEtf_High_max,VictoryShares US Multi-Factor Minimum VolatilityEtf_High_min,VictoryShares US Multi-Factor Minimum VolatilityEtf_Low_average,VictoryShares US Multi-Factor Minimum VolatilityEtf_Low_max,VictoryShares US Multi-Factor Minimum VolatilityEtf_Low_min,VictoryShares US Multi-Factor Minimum VolatilityEtf_Close_average,VictoryShares US Multi-Factor Minimum VolatilityEtf_Close_max,VictoryShares US Multi-Factor Minimum VolatilityEtf_Close_min
2018-05-27,-0.0891823321745604,-0.0891823321745604,-0.0891823321745604,-0.10550345318239122,-0.10550345318239122,-0.10550345318239122,-0.027249460163044945,-0.027249460163044945,-0.027249460163044945,-0.01814795434083738,-0.01814795434083738,-0.01814795434083738
2018-06-03,0.905621102806609,0.905621102806609,0.905621102806609,0.8835092249331625,0.8835092249331625,0.8835092249331625,0.9528733964709615,0.9528733964709615,0.9528733964709615,0.9213783183654815,0.9213783183654815,0.9213783183654815
2018-06-10,0.7541006278137916,0.7541006278137916,0.7541006278137916,0.7236610033850855,0.7236610033850855,0.7236610033850855,0.820472148669671,0.820472148669671,0.820472148669671,0.7781362562330952,0.7781362562330952,0.7781362562330952
2018-06-17,0.9002791154944378,0.9002791154944378,0.9002791154944378,0.8636082092316747,0.8636082092316747,0.8636082092316747,0.970156838073027,0.970156838073027,0.970156838073027,0.9184852907965083,0.9184852907965083,0.9184852907965083
2018-06-24,0.13301429844364604,0.13301429844364604,0.13301429844364604,0.40933837652009325,0.40933837652009325,0.40933837652009325,0.26143619739094487,0.26143619739094487,0.26143619739094487,0.4939620842520097,0.4939620842520097,0.4939620842520097
2018-07-01,0.955157863878229,0.955157863878229,0.955157863878229,1.12377501682065,1.12377501682065,1.12377501682065,1.0087127374663154,1.0087127374663154,1.0087127374663154,1.1419772272462747,1.1419772272462747,1.1419772272462747
2018-07-08,1.924476010962382,1.924476010962382,1.924476010962382,1.8545125981693904,1.8545125981693904,1.8545125981693904,1.8653212409559372,1.8653212409559372,1.8653212409559372,1.7843118406700944,1.7843118406700944,1.7843118406700944
2018-07-15,1.6173118700256324,1.6173118700256324,1.6173118700256324,1.5669992428150397,1.5669992428150397,1.5669992428150397,1.5546149627383103,1.5546149627383103,1.5546149627383103,1.4945812893184423,1.4945812893184423,1.4945812893184423
2018-07-22,2.458765782922864,2.458765782922864,2.458765782922864,2.4606527552977138,2.4606527552977138,2.4606527552977138,1.9522643918076994,1.9522643918076994,1.9522643918076994,1.937671589797562,1.937671589797562,1.937671589797562
2018-07-29,2.4079477822006248,2.4079477822006248,2.4079477822006248,2.4908690959896638,2.4908690959896638,2.4908690959896638,2.4351057015787907,2.4351057015787907,2.4351057015787907,2.5141882105257234,2.5141882105257234,2.5141882105257234
