Date,FlexShares Credit-Scored US Long Corporate Bond_etf_Open_average,FlexShares Credit-Scored US Long Corporate Bond_etf_Open_max,FlexShares Credit-Scored US Long Corporate Bond_etf_Open_min,FlexShares Credit-Scored US Long Corporate Bond_etf_High_average,FlexShares Credit-Scored US Long Corporate Bond_etf_High_max,FlexShares Credit-Scored US Long Corporate Bond_etf_High_min,FlexShares Credit-Scored US Long Corporate Bond_etf_Low_average,FlexShares Credit-Scored US Long Corporate Bond_etf_Low_max,FlexShares Credit-Scored US Long Corporate Bond_etf_Low_min,FlexShares Credit-Scored US Long Corporate Bond_etf_Close_average,FlexShares Credit-Scored US Long Corporate Bond_etf_Close_max,FlexShares Credit-Scored US Long Corporate Bond_etf_Close_min
2018-04-08,0.06625816869397834,0.06625816869397834,0.06625816869397834,0.009214547390426379,0.009214547390426379,0.009214547390426379,-0.01265226487080591,-0.01265226487080591,-0.01265226487080591,0.06098090498352639,0.06098090498352639,0.06098090498352639
2018-04-15,-0.2906583275868317,-0.2906583275868317,-0.2906583275868317,-0.35059600759632886,-0.35059600759632886,-0.35059600759632886,-0.22304379682244432,-0.22304379682244432,-0.22304379682244432,-0.3104823842631732,-0.3104823842631732,-0.3104823842631732
2018-04-22,-1.6189261772671948,-1.6189261772671948,-1.6189261772671948,-1.6042621751829407,-1.6042621751829407,-1.6042621751829407,-1.6943716849009025,-1.6943716849009025,-1.6943716849009025,-1.815077312030565,-1.815077312030565,-1.815077312030565
2018-04-29,-1.937638544198092,-1.937638544198092,-1.937638544198092,-2.05309154769926,-2.05309154769926,-2.05309154769926,-2.0086797131878553,-2.0086797131878553,-2.0086797131878553,-2.0574629212268274,-2.0574629212268274,-2.0574629212268274
2018-05-06,-1.4401693527278494,-1.4401693527278494,-1.4401693527278494,-1.2663287431390697,-1.2663287431390697,-1.2663287431390697,-1.4130596307879708,-1.4130596307879708,-1.4130596307879708,-1.158133787905244,-1.158133787905244,-1.158133787905244
2018-05-13,-1.8845478863985403,-1.8845478863985403,-1.8845478863985403,-1.9943254937159864,-1.9943254937159864,-1.9943254937159864,-1.8420328032945423,-1.8420328032945423,-1.8420328032945423,-1.9134378431440588,-1.9134378431440588,-1.9134378431440588
2018-05-20,-0.8393806563753847,-0.8393806563753847,-0.8393806563753847,-0.913096575400282,-0.913096575400282,-0.913096575400282,-0.7888521532592804,-0.7888521532592804,-0.7888521532592804,-0.8564553558032925,-0.8564553558032925,-0.8564553558032925
2018-05-27,-0.8393984032400209,-0.8393984032400209,-0.8393984032400209,-0.9055785624019236,-0.9055785624019236,-0.9055785624019236,-0.8152187932547549,-0.8152187932547549,-0.8152187932547549,-0.8716561554843492,-0.8716561554843492,-0.8716561554843492
2018-06-03,-1.1929120221795577,-1.1929120221795577,-1.1929120221795577,-1.1684624027194555,-1.1684624027194555,-1.1684624027194555,-1.1760317816725527,-1.1760317816725527,-1.1760317816725527,-1.126727273283032,-1.126727273283032,-1.126727273283032
2018-06-10,-0.6989241847664908,-0.6989241847664908,-0.6989241847664908,-0.7561234125829462,-0.7561234125829462,-0.7561234125829462,-0.763341081730611,-0.763341081730611,-0.763341081730611,-0.8077227366833195,-0.8077227366833195,-0.8077227366833195
