Date,QuantShares Hedged Dividend Income_Open_average,QuantShares Hedged Dividend Income_Open_max,QuantShares Hedged Dividend Income_Open_min,QuantShares Hedged Dividend Income_High_average,QuantShares Hedged Dividend Income_High_max,QuantShares Hedged Dividend Income_High_min,QuantShares Hedged Dividend Income_Low_average,QuantShares Hedged Dividend Income_Low_max,QuantShares Hedged Dividend Income_Low_min,QuantShares Hedged Dividend Income_Close_average,QuantShares Hedged Dividend Income_Close_max,QuantShares Hedged Dividend Income_Close_min
2018-04-08,-0.6039822058149288,-0.6039822058149288,-0.6039822058149288,-0.6756670600399073,-0.6756670600399073,-0.6756670600399073,-0.6010992766355808,-0.6010992766355808,-0.6010992766355808,-0.6525580093397287,-0.6525580093397287,-0.6525580093397287
2018-04-15,-0.7855374515019379,-0.7855374515019379,-0.7855374515019379,-0.8489480814400263,-0.8489480814400263,-0.8489480814400263,-0.7835412872506173,-0.7835412872506173,-0.7835412872506173,-0.8249565550255621,-0.8249565550255621,-0.8249565550255621
2018-04-22,-0.6675566566378642,-0.6675566566378642,-0.6675566566378642,-0.6438115886399889,-0.6438115886399889,-0.6438115886399889,-0.6661203401479291,-0.6661203401479291,-0.6661203401479291,-0.6183650170567935,-0.6183650170567935,-0.6183650170567935
2018-04-29,-0.23299622984016316,-0.23299622984016316,-0.23299622984016316,-0.3237636615568173,-0.3237636615568173,-0.3237636615568173,-0.22938682398584917,-0.22938682398584917,-0.22938682398584917,-0.29883492781727095,-0.29883492781727095,-0.29883492781727095
2018-05-06,0.06397554904115137,0.06397554904115137,0.06397554904115137,-0.01958153002034177,-0.01958153002034177,-0.01958153002034177,0.07023492874433479,0.07023492874433479,0.07023492874433479,0.007855027448629584,0.007855027448629584,0.007855027448629584
2018-05-13,0.6987296852436989,0.6987296852436989,0.6987296852436989,0.7120446096537096,0.7120446096537096,0.7120446096537096,0.7278669835043345,0.7278669835043345,0.7278669835043345,0.7767276934095518,0.7767276934095518,0.7767276934095518
2018-05-20,1.8659547935118335,1.8659547935118335,1.8659547935118335,1.8779275022222934,1.8779275022222934,1.8779275022222934,1.71130752786944,1.71130752786944,1.71130752786944,1.7117996114908645,1.7117996114908645,1.7117996114908645
2018-05-27,1.9940579522002597,1.9940579522002597,1.9940579522002597,2.042031539352037,2.042031539352037,2.042031539352037,2.0505672243249427,2.0505672243249427,2.0505672243249427,2.0999557026253006,2.0999557026253006,2.0999557026253006
2018-06-03,2.068172434020731,2.068172434020731,2.068172434020731,2.1312735436863863,2.1312735436863863,2.1312735436863863,2.1018104850993717,2.1018104850993717,2.1018104850993717,2.1677938703054993,2.1677938703054993,2.1677938703054993
2018-06-10,1.0542917959114806,1.0542917959114806,1.0542917959114806,1.2211399468821262,1.2211399468821262,1.2211399468821262,1.0430766865504757,1.0430766865504757,1.0430766865504757,1.044759119160523,1.044759119160523,1.044759119160523
