Date,iShares Core MSCI Emerging Markets_Open_average,iShares Core MSCI Emerging Markets_Open_max,iShares Core MSCI Emerging Markets_Open_min,iShares Core MSCI Emerging Markets_High_average,iShares Core MSCI Emerging Markets_High_max,iShares Core MSCI Emerging Markets_High_min,iShares Core MSCI Emerging Markets_Low_average,iShares Core MSCI Emerging Markets_Low_max,iShares Core MSCI Emerging Markets_Low_min,iShares Core MSCI Emerging Markets_Close_average,iShares Core MSCI Emerging Markets_Close_max,iShares Core MSCI Emerging Markets_Close_min
2018-04-08,-0.8690547417414274,-0.8690547417414274,-0.8690547417414274,-1.0315207144675482,-1.0315207144675482,-1.0315207144675482,-0.5980317659650897,-0.5980317659650897,-0.5980317659650897,-0.6632197746609122,-0.6632197746609122,-0.6632197746609122
2018-04-15,-1.0155081814888718,-1.0155081814888718,-1.0155081814888718,-1.1892842914518784,-1.1892842914518784,-1.1892842914518784,-0.9057652380493184,-0.9057652380493184,-0.9057652380493184,-1.061112772759671,-1.061112772759671,-1.061112772759671
2018-04-22,-0.7582816403559867,-0.7582816403559867,-0.7582816403559867,-0.9933148965551837,-0.9933148965551837,-0.9933148965551837,-0.7559215614889453,-0.7559215614889453,-0.7559215614889453,-0.9933934579850359,-0.9933934579850359,-0.9933934579850359
2018-04-29,-1.7631916788272433,-1.7631916788272433,-1.7631916788272433,-1.7114876954668805,-1.7114876954668805,-1.7114876954668805,-1.4432661897385244,-1.4432661897385244,-1.4432661897385244,-1.5095267465874675,-1.5095267465874675,-1.5095267465874675
2018-05-06,-0.38577600166132725,-0.38577600166132725,-0.38577600166132725,-0.4976730176773216,-0.4976730176773216,-0.4976730176773216,-0.3053221701664483,-0.3053221701664483,-0.3053221701664483,-0.4903329571718394,-0.4903329571718394,-0.4903329571718394
2018-05-13,-1.2636127060267965,-1.2636127060267965,-1.2636127060267965,-1.3857670578606898,-1.3857670578606898,-1.3857670578606898,-1.2283866739489382,-1.2283866739489382,-1.2283866739489382,-1.2115881593263842,-1.2115881593263842,-1.2115881593263842
2018-05-20,-1.3134607221356207,-1.3134607221356207,-1.3134607221356207,-1.2795750427001058,-1.2795750427001058,-1.2795750427001058,-1.1029216885585453,-1.1029216885585453,-1.1029216885585453,-1.0516774418019623,-1.0516774418019623,-1.0516774418019623
2018-05-27,-0.7149079071791872,-0.7149079071791872,-0.7149079071791872,-0.7131108832313153,-0.7131108832313153,-0.7131108832313153,-0.4438195230463293,-0.4438195230463293,-0.4438195230463293,-0.5177160192075068,-0.5177160192075068,-0.5177160192075068
2018-06-03,-0.9128300121331505,-0.9128300121331505,-0.9128300121331505,-1.0169665923834665,-1.0169665923834665,-1.0169665923834665,-0.8654720280443099,-0.8654720280443099,-0.8654720280443099,-0.9630115376919094,-0.9630115376919094,-0.9630115376919094
2018-06-10,-2.405637110564038,-2.405637110564038,-2.405637110564038,-2.4285898694319688,-2.4285898694319688,-2.4285898694319688,-2.6860048751057723,-2.6860048751057723,-2.6860048751057723,-2.399766129087833,-2.399766129087833,-2.399766129087833
2018-06-17,-2.4520781227086736,-2.4520781227086736,-2.4520781227086736,-2.4717618504072836,-2.4717618504072836,-2.4717618504072836,-2.6365006422716175,-2.6365006422716175,-2.6365006422716175,-2.6073450977852666,-2.6073450977852666,-2.6073450977852666
