Date,PowerShares Global Short Term High Yield Bond PortEtf_Open_average,PowerShares Global Short Term High Yield Bond PortEtf_Open_max,PowerShares Global Short Term High Yield Bond PortEtf_Open_min,PowerShares Global Short Term High Yield Bond PortEtf_High_average,PowerShares Global Short Term High Yield Bond PortEtf_High_max,PowerShares Global Short Term High Yield Bond PortEtf_High_min,PowerShares Global Short Term High Yield Bond PortEtf_Low_average,PowerShares Global Short Term High Yield Bond PortEtf_Low_max,PowerShares Global Short Term High Yield Bond PortEtf_Low_min,PowerShares Global Short Term High Yield Bond PortEtf_Close_average,PowerShares Global Short Term High Yield Bond PortEtf_Close_max,PowerShares Global Short Term High Yield Bond PortEtf_Close_min
2018-05-27,-1.6120391936413774,-1.6120391936413774,-1.6120391936413774,-1.5962238913657614,-1.5962238913657614,-1.5962238913657614,-1.6230256017302915,-1.6230256017302915,-1.6230256017302915,-1.7047643672366501,-1.7047643672366501,-1.7047643672366501
2018-06-03,-2.2579147893491753,-2.2579147893491753,-2.2579147893491753,-2.2463084470624572,-2.2463084470624572,-2.2463084470624572,-2.021411652926702,-2.021411652926702,-2.021411652926702,-2.056892502399681,-2.056892502399681,-2.056892502399681
2018-06-10,-0.7923907930259139,-0.7923907930259139,-0.7923907930259139,-1.1337735075232835,-1.1337735075232835,-1.1337735075232835,-1.6516182460388242,-1.6516182460388242,-1.6516182460388242,-1.8278937849889907,-1.8278937849889907,-1.8278937849889907
2018-06-17,-2.2693009443342436,-2.2693009443342436,-2.2693009443342436,-2.5401436695734882,-2.5401436695734882,-2.5401436695734882,-2.60986038379379,-2.60986038379379,-2.60986038379379,-2.463279297795116,-2.463279297795116,-2.463279297795116
2018-06-24,-2.0376250069878563,-2.0376250069878563,-2.0376250069878563,-2.184699056585516,-2.184699056585516,-2.184699056585516,-2.0853914535158817,-2.0853914535158817,-2.0853914535158817,-1.7178888783824329,-1.7178888783824329,-1.7178888783824329
2018-07-01,-2.187822129973602,-2.187822129973602,-2.187822129973602,-2.0067768109842037,-2.0067768109842037,-2.0067768109842037,-2.081101248612101,-2.081101248612101,-2.081101248612101,-1.9274115953408648,-1.9274115953408648,-1.9274115953408648
2018-07-08,-1.0863578758728394,-1.0863578758728394,-1.0863578758728394,-1.4277374231726552,-1.4277374231726552,-1.4277374231726552,-1.4607633538896507,-1.4607633538896507,-1.4607633538896507,-1.6810751833267192,-1.6810751833267192,-1.6810751833267192
2018-07-15,-0.9234911364817154,-0.9234911364817154,-0.9234911364817154,-1.0791518583433506,-1.0791518583433506,-1.0791518583433506,-0.6459063574473763,-0.6459063574473763,-0.6459063574473763,-0.6731911129165233,-0.6731911129165233,-0.6731911129165233
2018-07-22,-0.63902123203466,-0.63902123203466,-0.63902123203466,-0.9119923200969866,-0.9119923200969866,-0.9119923200969866,-0.6528578681397103,-0.6528578681397103,-0.6528578681397103,-0.8262591880853838,-0.8262591880853838,-0.8262591880853838
2018-07-29,-0.5661863406637633,-0.5661863406637633,-0.5661863406637633,-0.6806419654204178,-0.6806419654204178,-0.6806419654204178,-0.24204630550572645,-0.24204630550572645,-0.24204630550572645,-0.35627263373931906,-0.35627263373931906,-0.35627263373931906
2018-08-05,-1.053762098465195,-1.053762098465195,-1.053762098465195,-1.014195067748869,-1.014195067748869,-1.014195067748869,-0.8139605881256908,-0.8139605881256908,-0.8139605881256908,-1.0385309269591176,-1.0385309269591176,-1.0385309269591176
2018-08-12,-1.60085594265764,-1.60085594265764,-1.60085594265764,-1.288129566755288,-1.288129566755288,-1.288129566755288,-1.4234462624183097,-1.4234462624183097,-1.4234462624183097,-1.2303126469125338,-1.2303126469125338,-1.2303126469125338
2018-08-19,-1.7810895218342186,-1.7810895218342186,-1.7810895218342186,-1.7066941227553807,-1.7066941227553807,-1.7066941227553807,-1.8154227625328105,-1.8154227625328105,-1.8154227625328105,-1.8139691178767179,-1.8139691178767179,-1.8139691178767179
2018-08-26,-1.6302853561807868,-1.6302853561807868,-1.6302853561807868,-1.264495180096204,-1.264495180096204,-1.264495180096204,-1.6769712030628654,-1.6769712030628654,-1.6769712030628654,-1.634037481500402,-1.634037481500402,-1.634037481500402
2018-09-02,-1.4158802848871281,-1.4158802848871281,-1.4158802848871281,-1.6379843726526688,-1.6379843726526688,-1.6379843726526688,-1.460502033189155,-1.460502033189155,-1.460502033189155,-1.5949247783647043,-1.5949247783647043,-1.5949247783647043
2018-09-09,-1.336667337923472,-1.336667337923472,-1.336667337923472,-1.2687504852921134,-1.2687504852921134,-1.2687504852921134,-1.2584513961188022,-1.2584513961188022,-1.2584513961188022,-1.2462407661861319,-1.2462407661861319,-1.2462407661861319
2018-09-16,-0.8562588472063724,-0.8562588472063724,-0.8562588472063724,-0.9438901753221427,-0.9438901753221427,-0.9438901753221427,-0.9492958537428047,-0.9492958537428047,-0.9492958537428047,-1.078783590899262,-1.078783590899262,-1.078783590899262
2018-09-23,-1.2987760928855387,-1.2987760928855387,-1.2987760928855387,-1.248920208340744,-1.248920208340744,-1.248920208340744,-1.4483014124561724,-1.4483014124561724,-1.4483014124561724,-1.1538840207584518,-1.1538840207584518,-1.1538840207584518
2018-09-30,-2.2765694951788524,-2.2765694951788524,-2.2765694951788524,-1.4699556695865126,-1.4699556695865126,-1.4699556695865126,-2.3632073911305955,-2.3632073911305955,-2.3632073911305955,-1.500751794101181,-1.500751794101181,-1.500751794101181
2018-10-07,-1.2421684080545885,-1.2421684080545885,-1.2421684080545885,-2.0936917021586825,-2.0936917021586825,-2.0936917021586825,-1.4766330598677053,-1.4766330598677053,-1.4766330598677053,-1.667430701160886,-1.667430701160886,-1.667430701160886
2018-10-14,-1.064238416110809,-1.064238416110809,-1.064238416110809,-1.3214453646442395,-1.3214453646442395,-1.3214453646442395,-1.191716727176956,-1.191716727176956,-1.191716727176956,-1.5863129439073933,-1.5863129439073933,-1.5863129439073933
