Date,Deutsche X-trackers Harvest CSI 300 China A-Shares_Open_average,Deutsche X-trackers Harvest CSI 300 China A-Shares_Open_max,Deutsche X-trackers Harvest CSI 300 China A-Shares_Open_min,Deutsche X-trackers Harvest CSI 300 China A-Shares_High_average,Deutsche X-trackers Harvest CSI 300 China A-Shares_High_max,Deutsche X-trackers Harvest CSI 300 China A-Shares_High_min,Deutsche X-trackers Harvest CSI 300 China A-Shares_Low_average,Deutsche X-trackers Harvest CSI 300 China A-Shares_Low_max,Deutsche X-trackers Harvest CSI 300 China A-Shares_Low_min,Deutsche X-trackers Harvest CSI 300 China A-Shares_Close_average,Deutsche X-trackers Harvest CSI 300 China A-Shares_Close_max,Deutsche X-trackers Harvest CSI 300 China A-Shares_Close_min
2018-04-08,-1.2067276077452185,-1.2067276077452185,-1.2067276077452185,-1.2884784398558173,-1.2884784398558173,-1.2884784398558173,-1.130322229477599,-1.130322229477599,-1.130322229477599,-1.2293012600601019,-1.2293012600601019,-1.2293012600601019
2018-04-15,-1.372881958433792,-1.372881958433792,-1.372881958433792,-1.4907413974830694,-1.4907413974830694,-1.4907413974830694,-1.3642796061731717,-1.3642796061731717,-1.3642796061731717,-1.486461640275059,-1.486461640275059,-1.486461640275059
2018-04-22,-1.1225174838258363,-1.1225174838258363,-1.1225174838258363,-1.214599913850454,-1.214599913850454,-1.214599913850454,-1.1474746690274051,-1.1474746690274051,-1.1474746690274051,-1.271142312392902,-1.271142312392902,-1.271142312392902
2018-04-29,-1.0127998602449468,-1.0127998602449468,-1.0127998602449468,-1.0664062889972221,-1.0664062889972221,-1.0664062889972221,-0.8633265901928705,-0.8633265901928705,-0.8633265901928705,-0.9381715243032671,-0.9381715243032671,-0.9381715243032671
2018-05-06,-0.1713823464243018,-0.1713823464243018,-0.1713823464243018,-0.16534049876687534,-0.16534049876687534,-0.16534049876687534,-0.02699726624337263,-0.02699726624337263,-0.02699726624337263,-0.10782093815374144,-0.10782093815374144,-0.10782093815374144
2018-05-13,-0.17205627339615184,-0.17205627339615184,-0.17205627339615184,-0.17260440878445799,-0.17260440878445799,-0.17260440878445799,-0.045667486738670854,-0.045667486738670854,-0.045667486738670854,-0.06333846570343302,-0.06333846570343302,-0.06333846570343302
2018-05-20,-1.05377996436291,-1.05377996436291,-1.05377996436291,-1.0985522804193406,-1.0985522804193406,-1.0985522804193406,-0.9698776673906818,-0.9698776673906818,-0.9698776673906818,-1.015875052525969,-1.015875052525969,-1.015875052525969
2018-05-27,-0.9934694368717585,-0.9934694368717585,-0.9934694368717585,-1.0498330649668055,-1.0498330649668055,-1.0498330649668055,-0.9120634571439665,-0.9120634571439665,-0.9120634571439665,-0.9498482941439574,-0.9498482941439574,-0.9498482941439574
2018-06-03,-1.186948256616,-1.186948256616,-1.186948256616,-1.1897817681506402,-1.1897817681506402,-1.1897817681506402,-1.077024200756637,-1.077024200756637,-1.077024200756637,-1.0558601870674544,-1.0558601870674544,-1.0558601870674544
2018-06-10,-2.174091480782528,-2.174091480782528,-2.174091480782528,-2.0928184158292624,-2.0928184158292624,-2.0928184158292624,-2.2594867467104445,-2.2594867467104445,-2.2594867467104445,-2.1555624998358205,-2.1555624998358205,-2.1555624998358205
2018-06-17,-2.6899590926669035,-2.6899590926669035,-2.6899590926669035,-2.641276925915904,-2.641276925915904,-2.641276925915904,-2.7577833090526878,-2.7577833090526878,-2.7577833090526878,-2.7289772115964226,-2.7289772115964226,-2.7289772115964226
2018-06-24,-2.6310872634192695,-2.6310872634192695,-2.6310872634192695,-2.601684272259738,-2.601684272259738,-2.601684272259738,-2.558764890626177,-2.558764890626177,-2.558764890626177,-2.539815149037873,-2.539815149037873,-2.539815149037873
2018-07-01,-1.7155212358720051,-1.7155212358720051,-1.7155212358720051,-1.6500207411477288,-1.6500207411477288,-1.6500207411477288,-1.6508922865172933,-1.6508922865172933,-1.6508922865172933,-1.5925990441838735,-1.5925990441838735,-1.5925990441838735
2018-07-08,-1.3956850448253169,-1.3956850448253169,-1.3956850448253169,-1.4425600883736607,-1.4425600883736607,-1.4425600883736607,-1.3897373088863458,-1.3897373088863458,-1.3897373088863458,-1.4334965526563828,-1.4334965526563828,-1.4334965526563828
2018-07-15,-1.137094191561142,-1.137094191561142,-1.137094191561142,-1.1809964785631644,-1.1809964785631644,-1.1809964785631644,-1.1655635502611843,-1.1655635502611843,-1.1655635502611843,-1.194878011658261,-1.194878011658261,-1.194878011658261
2018-07-22,-0.9738168529792356,-0.9738168529792356,-0.9738168529792356,-1.0100352072829404,-1.0100352072829404,-1.0100352072829404,-0.9856895003248834,-0.9856895003248834,-0.9856895003248834,-1.0178623937243203,-1.0178623937243203,-1.0178623937243203
2018-07-29,-1.5575486207047575,-1.5575486207047575,-1.5575486207047575,-1.5832077845262928,-1.5832077845262928,-1.5832077845262928,-1.5521062292065932,-1.5521062292065932,-1.5521062292065932,-1.5786124262850294,-1.5786124262850294,-1.5786124262850294
2018-08-05,-1.107034374299922,-1.107034374299922,-1.107034374299922,-1.0815476875442598,-1.0815476875442598,-1.0815476875442598,-1.1003507331306372,-1.1003507331306372,-1.1003507331306372,-1.1263181311596413,-1.1263181311596413,-1.1263181311596413
2018-08-12,-1.2373461102684757,-1.2373461102684757,-1.2373461102684757,-1.2601951494172017,-1.2601951494172017,-1.2601951494172017,-1.2163176719214497,-1.2163176719214497,-1.2163176719214497,-1.2202818745346093,-1.2202818745346093,-1.2202818745346093
