Date,iShares JPMorgan USD EM Bond_Open_average,iShares JPMorgan USD EM Bond_Open_max,iShares JPMorgan USD EM Bond_Open_min,iShares JPMorgan USD EM Bond_High_average,iShares JPMorgan USD EM Bond_High_max,iShares JPMorgan USD EM Bond_High_min,iShares JPMorgan USD EM Bond_Low_average,iShares JPMorgan USD EM Bond_Low_max,iShares JPMorgan USD EM Bond_Low_min,iShares JPMorgan USD EM Bond_Close_average,iShares JPMorgan USD EM Bond_Close_max,iShares JPMorgan USD EM Bond_Close_min
2018-04-08,-0.45609494779848264,-0.45609494779848264,-0.45609494779848264,-0.5900088717599281,-0.5900088717599281,-0.5900088717599281,-0.4747278552919684,-0.4747278552919684,-0.4747278552919684,-0.4576310212241498,-0.4576310212241498,-0.4576310212241498
2018-04-15,-1.4150945458077966,-1.4150945458077966,-1.4150945458077966,-1.4552351049437176,-1.4552351049437176,-1.4552351049437176,-1.4308974009238653,-1.4308974009238653,-1.4308974009238653,-1.4891051130995754,-1.4891051130995754,-1.4891051130995754
2018-04-22,-1.91094647034631,-1.91094647034631,-1.91094647034631,-1.8675286422592197,-1.8675286422592197,-1.8675286422592197,-2.242480113596613,-2.242480113596613,-2.242480113596613,-2.2483327595677967,-2.2483327595677967,-2.2483327595677967
2018-04-29,-2.739954318218515,-2.739954318218515,-2.739954318218515,-2.709965334624295,-2.709965334624295,-2.709965334624295,-2.734871114265153,-2.734871114265153,-2.734871114265153,-2.697331458852079,-2.697331458852079,-2.697331458852079
2018-05-06,-1.7367631324383015,-1.7367631324383015,-1.7367631324383015,-1.728330076216895,-1.728330076216895,-1.728330076216895,-1.6915983043035328,-1.6915983043035328,-1.6915983043035328,-1.653808254274556,-1.653808254274556,-1.653808254274556
2018-05-13,-2.0625626160171797,-2.0625626160171797,-2.0625626160171797,-1.9615296193119927,-1.9615296193119927,-1.9615296193119927,-1.9233648578413165,-1.9233648578413165,-1.9233648578413165,-1.832363823443538,-1.832363823443538,-1.832363823443538
2018-05-20,-0.8105466608668236,-0.8105466608668236,-0.8105466608668236,-0.8031207972846114,-0.8031207972846114,-0.8031207972846114,-0.7007378909646413,-0.7007378909646413,-0.7007378909646413,-0.7189220718455867,-0.7189220718455867,-0.7189220718455867
2018-05-27,-1.3853380486260543,-1.3853380486260543,-1.3853380486260543,-1.4113188726903945,-1.4113188726903945,-1.4113188726903945,-1.3729120225211526,-1.3729120225211526,-1.3729120225211526,-1.4236281772680155,-1.4236281772680155,-1.4236281772680155
2018-06-03,-1.4411223699465883,-1.4411223699465883,-1.4411223699465883,-1.4975116532418298,-1.4975116532418298,-1.4975116532418298,-1.376009235034886,-1.376009235034886,-1.376009235034886,-1.4106264535979673,-1.4106264535979673,-1.4106264535979673
2018-06-10,-1.6263752861937752,-1.6263752861937752,-1.6263752861937752,-1.6898933118088537,-1.6898933118088537,-1.6898933118088537,-1.689131787842548,-1.689131787842548,-1.689131787842548,-1.6676309241451226,-1.6676309241451226,-1.6676309241451226
