Date,PowerShares S&P International Developed High Divid_etf_Open_average,PowerShares S&P International Developed High Divid_etf_Open_max,PowerShares S&P International Developed High Divid_etf_Open_min,PowerShares S&P International Developed High Divid_etf_High_average,PowerShares S&P International Developed High Divid_etf_High_max,PowerShares S&P International Developed High Divid_etf_High_min,PowerShares S&P International Developed High Divid_etf_Low_average,PowerShares S&P International Developed High Divid_etf_Low_max,PowerShares S&P International Developed High Divid_etf_Low_min,PowerShares S&P International Developed High Divid_etf_Close_average,PowerShares S&P International Developed High Divid_etf_Close_max,PowerShares S&P International Developed High Divid_etf_Close_min
2018-04-08,-0.33328446232522374,-0.33328446232522374,-0.33328446232522374,0.08268833846633453,0.08268833846633453,0.08268833846633453,-0.2266734564414744,-0.2266734564414744,-0.2266734564414744,0.18732962862323105,0.18732962862323105,0.18732962862323105
2018-04-15,0.03217030782929191,0.03217030782929191,0.03217030782929191,0.2146773998900238,0.2146773998900238,0.2146773998900238,0.14208219937369226,0.14208219937369226,0.14208219937369226,0.32077758256045413,0.32077758256045413,0.32077758256045413
2018-04-22,0.07976976078256427,0.07976976078256427,0.07976976078256427,0.22240420922001902,0.22240420922001902,0.22240420922001902,0.225031048092042,0.225031048092042,0.225031048092042,0.38611187714900624,0.38611187714900624,0.38611187714900624
2018-04-29,0.8818787258533818,0.8818787258533818,0.8818787258533818,0.7440151819296226,0.7440151819296226,0.7440151819296226,0.9776096387326078,0.9776096387326078,0.9776096387326078,0.7828583911868374,0.7828583911868374,0.7828583911868374
2018-05-06,0.7753293103953802,0.7753293103953802,0.7753293103953802,0.41140304843932224,0.41140304843932224,0.41140304843932224,0.8736705144716777,0.8736705144716777,0.8736705144716777,0.48342090580710384,0.48342090580710384,0.48342090580710384
2018-05-13,0.23528490436983923,0.23528490436983923,0.23528490436983923,0.26022573807234495,0.26022573807234495,0.26022573807234495,-0.47418353860242796,-0.47418353860242796,-0.47418353860242796,-0.8161394202775187,-0.8161394202775187,-0.8161394202775187
2018-05-20,-0.9315964695255935,-0.9315964695255935,-0.9315964695255935,-1.4157553601189368,-1.4157553601189368,-1.4157553601189368,-0.5467097532780857,-0.5467097532780857,-0.5467097532780857,-0.8455561961862841,-0.8455561961862841,-0.8455561961862841
2018-05-27,-1.7649745168698374,-1.7649745168698374,-1.7649745168698374,-1.7228724147424863,-1.7228724147424863,-1.7228724147424863,-1.5054724243566977,-1.5054724243566977,-1.5054724243566977,-1.3454041802569645,-1.3454041802569645,-1.3454041802569645
2018-06-03,-0.8494006461630889,-0.8494006461630889,-0.8494006461630889,-0.9784204317293056,-0.9784204317293056,-0.9784204317293056,-0.3946209099057781,-0.3946209099057781,-0.3946209099057781,-0.5773068120167648,-0.5773068120167648,-0.5773068120167648
2018-06-10,-1.5477629154248693,-1.5477629154248693,-1.5477629154248693,-1.4497971260289229,-1.4497971260289229,-1.4497971260289229,-1.569932737661621,-1.569932737661621,-1.569932737661621,-1.4634524349109612,-1.4634524349109612,-1.4634524349109612
2018-06-17,-2.8526008592144465,-2.8526008592144465,-2.8526008592144465,-2.359313917527899,-2.359313917527899,-2.359313917527899,-2.682529147795822,-2.682529147795822,-2.682529147795822,-2.138158047067438,-2.138158047067438,-2.138158047067438
2018-06-24,-1.7882964266421857,-1.7882964266421857,-1.7882964266421857,-1.9426911386954675,-1.9426911386954675,-1.9426911386954675,-1.6956707061866152,-1.6956707061866152,-1.6956707061866152,-1.8222479513498646,-1.8222479513498646,-1.8222479513498646
2018-07-01,-0.3783678577856304,-0.3783678577856304,-0.3783678577856304,-0.5966065380741944,-0.5966065380741944,-0.5966065380741944,-0.2948434810561602,-0.2948434810561602,-0.2948434810561602,-0.5025832228140703,-0.5025832228140703,-0.5025832228140703
2018-07-08,-0.7865471668693995,-0.7865471668693995,-0.7865471668693995,-0.9305560636220153,-0.9305560636220153,-0.9305560636220153,-0.7141560928448482,-0.7141560928448482,-0.7141560928448482,-0.8534140448746085,-0.8534140448746085,-0.8534140448746085
2018-07-15,-0.9034585836254726,-0.9034585836254726,-0.9034585836254726,-1.0249544439692995,-1.0249544439692995,-1.0249544439692995,-0.844787424424691,-0.844787424424691,-0.844787424424691,-0.9705617598604632,-0.9705617598604632,-0.9705617598604632
2018-07-22,-0.0746592418206502,-0.0746592418206502,-0.0746592418206502,-0.18111124718944555,-0.18111124718944555,-0.18111124718944555,-0.5088202434453142,-0.5088202434453142,-0.5088202434453142,-0.599860766816182,-0.599860766816182,-0.599860766816182
2018-07-29,-0.14628507071635757,-0.14628507071635757,-0.14628507071635757,-0.25168946379900764,-0.25168946379900764,-0.25168946379900764,-0.12015762522108143,-0.12015762522108143,-0.12015762522108143,-0.21958904205554425,-0.21958904205554425,-0.21958904205554425
2018-08-05,-0.9192144050258229,-0.9192144050258229,-0.9192144050258229,-1.0663940461584764,-1.0663940461584764,-1.0663940461584764,-0.8466735593097918,-0.8466735593097918,-0.8466735593097918,-1.0584857794900295,-1.0584857794900295,-1.0584857794900295
