Date,iShares MSCI South AfricaEtf_Open_average,iShares MSCI South AfricaEtf_Open_max,iShares MSCI South AfricaEtf_Open_min,iShares MSCI South AfricaEtf_High_average,iShares MSCI South AfricaEtf_High_max,iShares MSCI South AfricaEtf_High_min,iShares MSCI South AfricaEtf_Low_average,iShares MSCI South AfricaEtf_Low_max,iShares MSCI South AfricaEtf_Low_min,iShares MSCI South AfricaEtf_Close_average,iShares MSCI South AfricaEtf_Close_max,iShares MSCI South AfricaEtf_Close_min
2018-05-27,-1.4236075611651504,-1.4236075611651504,-1.4236075611651504,-1.4422460795904994,-1.4422460795904994,-1.4422460795904994,-1.277351791788425,-1.277351791788425,-1.277351791788425,-1.3273201771420724,-1.3273201771420724,-1.3273201771420724
2018-06-03,-1.7468815340297636,-1.7468815340297636,-1.7468815340297636,-1.697320087164751,-1.697320087164751,-1.697320087164751,-1.657641829700102,-1.657641829700102,-1.657641829700102,-1.5923655729138744,-1.5923655729138744,-1.5923655729138744
2018-06-10,-1.9368113529691147,-1.9368113529691147,-1.9368113529691147,-1.9302551051444112,-1.9302551051444112,-1.9302551051444112,-1.8996415655663386,-1.8996415655663386,-1.8996415655663386,-1.943219094587156,-1.943219094587156,-1.943219094587156
2018-06-17,-2.000025889706176,-2.000025889706176,-2.000025889706176,-2.006493726400121,-2.006493726400121,-2.006493726400121,-1.9889818476334082,-1.9889818476334082,-1.9889818476334082,-1.9857685251403152,-1.9857685251403152,-1.9857685251403152
2018-06-24,-1.9184625179657788,-1.9184625179657788,-1.9184625179657788,-1.868823450101162,-1.868823450101162,-1.868823450101162,-1.9051826433250825,-1.9051826433250825,-1.9051826433250825,-1.7980866837384808,-1.7980866837384808,-1.7980866837384808
2018-07-01,-1.4997293133863547,-1.4997293133863547,-1.4997293133863547,-1.3864922707258058,-1.3864922707258058,-1.3864922707258058,-1.4025161043157592,-1.4025161043157592,-1.4025161043157592,-1.428210277168157,-1.428210277168157,-1.428210277168157
2018-07-08,-1.2864305019044608,-1.2864305019044608,-1.2864305019044608,-1.3368120278465445,-1.3368120278465445,-1.3368120278465445,-1.250967128338631,-1.250967128338631,-1.250967128338631,-1.3004075869011094,-1.3004075869011094,-1.3004075869011094
2018-07-15,-1.1826930588350661,-1.1826930588350661,-1.1826930588350661,-1.2105566225781528,-1.2105566225781528,-1.2105566225781528,-1.1365890644993868,-1.1365890644993868,-1.1365890644993868,-1.1435724237382334,-1.1435724237382334,-1.1435724237382334
2018-07-22,-0.8057050880172855,-0.8057050880172855,-0.8057050880172855,-0.8261851955070557,-0.8261851955070557,-0.8261851955070557,-0.8139474969585166,-0.8139474969585166,-0.8139474969585166,-0.8782478320420664,-0.8782478320420664,-0.8782478320420664
2018-07-29,-0.9306203515127274,-0.9306203515127274,-0.9306203515127274,-0.916823695859555,-0.916823695859555,-0.916823695859555,-0.9226931760718287,-0.9226931760718287,-0.9226931760718287,-0.9165029278430034,-0.9165029278430034,-0.9165029278430034
