Date,Guggenheim Invest Frontier MarketsEtf_Open_average,Guggenheim Invest Frontier MarketsEtf_Open_max,Guggenheim Invest Frontier MarketsEtf_Open_min,Guggenheim Invest Frontier MarketsEtf_High_average,Guggenheim Invest Frontier MarketsEtf_High_max,Guggenheim Invest Frontier MarketsEtf_High_min,Guggenheim Invest Frontier MarketsEtf_Low_average,Guggenheim Invest Frontier MarketsEtf_Low_max,Guggenheim Invest Frontier MarketsEtf_Low_min,Guggenheim Invest Frontier MarketsEtf_Close_average,Guggenheim Invest Frontier MarketsEtf_Close_max,Guggenheim Invest Frontier MarketsEtf_Close_min
2018-05-27,-2.277297548471186,-2.277297548471186,-2.277297548471186,-2.2816827367964256,-2.2816827367964256,-2.2816827367964256,-2.07164726521827,-2.07164726521827,-2.07164726521827,-2.161980007792495,-2.161980007792495,-2.161980007792495
2018-06-03,-1.6841239928224778,-1.6841239928224778,-1.6841239928224778,-1.6618797140568125,-1.6618797140568125,-1.6618797140568125,-1.4747344242569649,-1.4747344242569649,-1.4747344242569649,-1.5192680303951864,-1.5192680303951864,-1.5192680303951864
2018-06-10,-1.9068758349552386,-1.9068758349552386,-1.9068758349552386,-1.9120477699807743,-1.9120477699807743,-1.9120477699807743,-1.8575851892790665,-1.8575851892790665,-1.8575851892790665,-1.8863296281401,-1.8863296281401,-1.8863296281401
2018-06-17,-1.8518303442881925,-1.8518303442881925,-1.8518303442881925,-1.8742611947498364,-1.8742611947498364,-1.8742611947498364,-1.908060369356622,-1.908060369356622,-1.908060369356622,-1.887348881574897,-1.887348881574897,-1.887348881574897
2018-06-24,-1.7578378877981342,-1.7578378877981342,-1.7578378877981342,-1.8192928558112946,-1.8192928558112946,-1.8192928558112946,-1.7787391909822317,-1.7787391909822317,-1.7787391909822317,-1.8280801320820237,-1.8280801320820237,-1.8280801320820237
2018-07-01,-1.506692121069563,-1.506692121069563,-1.506692121069563,-1.4731520624054122,-1.4731520624054122,-1.4731520624054122,-1.4017966137064668,-1.4017966137064668,-1.4017966137064668,-1.390076976571626,-1.390076976571626,-1.390076976571626
2018-07-08,-1.2970907550213915,-1.2970907550213915,-1.2970907550213915,-1.2974040607465984,-1.2974040607465984,-1.2974040607465984,-1.2561203221707296,-1.2561203221707296,-1.2561203221707296,-1.2468665453750782,-1.2468665453750782,-1.2468665453750782
2018-07-15,-1.0368742175680796,-1.0368742175680796,-1.0368742175680796,-1.065928013345605,-1.065928013345605,-1.065928013345605,-0.9598074047922195,-0.9598074047922195,-0.9598074047922195,-0.9736755675217852,-0.9736755675217852,-0.9736755675217852
2018-07-22,-0.7440872802353555,-0.7440872802353555,-0.7440872802353555,-0.8016663413379772,-0.8016663413379772,-0.8016663413379772,-0.73793616681358,-0.73793616681358,-0.73793616681358,-0.7532309757299512,-0.7532309757299512,-0.7532309757299512
2018-07-29,-1.1170418555591268,-1.1170418555591268,-1.1170418555591268,-1.0312925120300693,-1.0312925120300693,-1.0312925120300693,-1.0496305021967975,-1.0496305021967975,-1.0496305021967975,-1.026421508978435,-1.026421508978435,-1.026421508978435
