Date,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Open_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_High_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Low_min,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_average,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_max,UBS E-TRACS linked to DBloomberg Commodity Total REtf_Close_min
2018-05-27,1.7782511183562815,1.7782511183562815,1.7782511183562815,1.5820541723264419,1.5820541723264419,1.5820541723264419,1.0340166124605916,1.0340166124605916,1.0340166124605916,1.3767018018692214,1.3767018018692214,1.3767018018692214
2018-06-03,1.0510228596730276,1.0510228596730276,1.0510228596730276,0.9077361698686737,0.9077361698686737,0.9077361698686737,0.66412904219391,0.66412904219391,0.66412904219391,0.867033204249965,0.867033204249965,0.867033204249965
2018-06-10,0.5672995871586628,0.5672995871586628,0.5672995871586628,0.4714108300669917,0.4714108300669917,0.4714108300669917,0.5459306756896585,0.5459306756896585,0.5459306756896585,0.5848980799847386,0.5848980799847386,0.5848980799847386
2018-06-17,-1.2205781309823343,-1.2205781309823343,-1.2205781309823343,-1.2658065360713369,-1.2658065360713369,-1.2658065360713369,-0.6099557096346908,-0.6099557096346908,-0.6099557096346908,-1.1756899457755865,-1.1756899457755865,-1.1756899457755865
2018-06-24,-0.6942609864359449,-0.6942609864359449,-0.6942609864359449,-0.6620913452277951,-0.6620913452277951,-0.6620913452277951,-0.2884282214062511,-0.2884282214062511,-0.2884282214062511,-0.6864923284951208,-0.6864923284951208,-0.6864923284951208
2018-07-01,0.07035517182056758,0.07035517182056758,0.07035517182056758,-0.013874176787140275,-0.013874176787140275,-0.013874176787140275,-1.0727129823703143,-1.0727129823703143,-1.0727129823703143,-1.4457671783350194,-1.4457671783350194,-1.4457671783350194
2018-07-08,-2.601065391212498,-2.601065391212498,-2.601065391212498,-2.4508489398260873,-2.4508489398260873,-2.4508489398260873,-1.6366680773276951,-1.6366680773276951,-1.6366680773276951,-2.359313357813354,-2.359313357813354,-2.359313357813354
2018-07-15,-2.1459707462097852,-2.1459707462097852,-2.1459707462097852,-2.110808774980685,-2.110808774980685,-2.110808774980685,-1.4622668486341672,-1.4622668486341672,-1.4622668486341672,-2.0547619955508183,-2.0547619955508183,-2.0547619955508183
2018-07-22,-1.343655169305902,-1.343655169305902,-1.343655169305902,-1.3261791035889188,-1.3261791035889188,-1.3261791035889188,-0.8758491636986342,-0.8758491636986342,-0.8758491636986342,-1.2568495356106613,-1.2568495356106613,-1.2568495356106613
2018-07-29,-1.8588761030333099,-1.8588761030333099,-1.8588761030333099,-1.392897170648835,-1.392897170648835,-1.392897170648835,-1.3682241975101956,-1.3682241975101956,-1.3682241975101956,-1.3345667382790158,-1.3345667382790158,-1.3345667382790158
2018-08-05,-1.0618992995034429,-1.0618992995034429,-1.0618992995034429,-1.1578754589128437,-1.1578754589128437,-1.1578754589128437,-0.7373841569774593,-0.7373841569774593,-0.7373841569774593,-1.2200488207561486,-1.2200488207561486,-1.2200488207561486
2018-08-12,-1.5533908193494903,-1.5533908193494903,-1.5533908193494903,-1.5276410636249533,-1.5276410636249533,-1.5276410636249533,-1.1843439887030354,-1.1843439887030354,-1.1843439887030354,-1.4784188771952302,-1.4784188771952302,-1.4784188771952302
2018-08-19,-1.2405002684803932,-1.2405002684803932,-1.2405002684803932,-1.4319962828795674,-1.4319962828795674,-1.4319962828795674,-1.1850414185914229,-1.1850414185914229,-1.1850414185914229,-1.3950982762452313,-1.3950982762452313,-1.3950982762452313
2018-08-26,-1.181371252252909,-1.181371252252909,-1.181371252252909,-1.2982836569671123,-1.2982836569671123,-1.2982836569671123,-1.1345104119821225,-1.1345104119821225,-1.1345104119821225,-1.2672854923124979,-1.2672854923124979,-1.2672854923124979
2018-09-02,-1.3337165592874747,-1.3337165592874747,-1.3337165592874747,-1.487007838078823,-1.487007838078823,-1.487007838078823,-1.3029151154583969,-1.3029151154583969,-1.3029151154583969,-1.4772441921424697,-1.4772441921424697,-1.4772441921424697
2018-09-09,-1.084827477055814,-1.084827477055814,-1.084827477055814,-1.2098362918165217,-1.2098362918165217,-1.2098362918165217,-1.1278076994216852,-1.1278076994216852,-1.1278076994216852,-1.2267961202183821,-1.2267961202183821,-1.2267961202183821
2018-09-16,-0.510422542087353,-0.510422542087353,-0.510422542087353,-0.6103698107678321,-0.6103698107678321,-0.6103698107678321,-0.5807222113930391,-0.5807222113930391,-0.5807222113930391,-0.7012877482017481,-0.7012877482017481,-0.7012877482017481
2018-09-23,-0.14657644948123422,-0.14657644948123422,-0.14657644948123422,-0.23560456606884136,-0.23560456606884136,-0.23560456606884136,-0.12953248917184282,-0.12953248917184282,-0.12953248917184282,-0.19631900775599598,-0.19631900775599598,-0.19631900775599598
