Date,Direxion Daily 20+ Year Treasury Bear 3X Shares_Open_average,Direxion Daily 20+ Year Treasury Bear 3X Shares_Open_max,Direxion Daily 20+ Year Treasury Bear 3X Shares_High_average,Direxion Daily 20+ Year Treasury Bear 3X Shares_High_max,Direxion Daily 20+ Year Treasury Bear 3X Shares_Low_average,Direxion Daily 20+ Year Treasury Bear 3X Shares_Low_max,Direxion Daily 20+ Year Treasury Bear 3X Shares_Close_average,Direxion Daily 20+ Year Treasury Bear 3X Shares_Close_max
2016-03-27,-1.00605143822273,-1.00605143822273,-1.000623803818039,-1.000623803818039,-0.9023145830075248,-0.9023145830075248,-0.9621907166630312,-0.9621907166630312
2016-04-03,-1.2115503359614466,-1.2115503359614466,-1.289496696966809,-1.289496696966809,-1.234756444061979,-1.234756444061979,-1.321091563679507,-1.321091563679507
2016-04-10,-1.122657158982246,-1.122657158982246,-1.0528326637841603,-1.0528326637841603,-0.9141413150091485,-0.9141413150091485,-1.0464062188430527,-1.0464062188430527
2016-04-17,0.40023569755658844,0.40023569755658844,0.35565149745883773,0.35565149745883773,0.4761852287719324,0.4761852287719324,0.5957436951485012,0.5957436951485012
2016-04-24,0.14510235667325522,0.14510235667325522,0.43413335753594373,0.43413335753594373,0.3464366610517012,0.3464366610517012,0.6822692214016491,0.6822692214016491
2016-05-01,-0.953235507867117,-0.953235507867117,-1.2320496073265004,-1.2320496073265004,-0.9716196028738678,-0.9716196028738678,-1.1950073622748896,-1.1950073622748896
2016-05-08,-1.5754617251891534,-1.5754617251891534,-1.47377604091784,-1.47377604091784,-1.422010625321933,-1.422010625321933,-1.2891987290972664,-1.2891987290972664
2016-05-15,-0.8473432274268038,-0.8473432274268038,-0.8385162829397607,-0.8385162829397607,-0.8414757074062089,-0.8414757074062089,-0.8042408869184438,-0.8042408869184438
2016-05-22,-0.5944470537909479,-0.5944470537909479,-0.6297057965424752,-0.6297057965424752,-0.5164574581568101,-0.5164574581568101,-0.4687996265991021,-0.4687996265991021
2016-05-29,-1.8072203879283943,-1.8072203879283943,-1.7543888952926083,-1.7543888952926083,-1.7882808468935136,-1.7882808468935136,-1.5756972451868874,-1.5756972451868874
2016-06-05,-2.166606642036044,-2.166606642036044,-2.2473634354402545,-2.2473634354402545,-2.2402836035888463,-2.2402836035888463,-2.2337378173478744,-2.2337378173478744
2016-06-12,-1.601346417571446,-1.601346417571446,-1.6633256104533258,-1.6633256104533258,-1.628802269608848,-1.628802269608848,-1.5305137065157257,-1.5305137065157257
2016-06-19,-2.257293933598259,-2.257293933598259,-2.2885897122242636,-2.2885897122242636,-2.3904943607918256,-2.3904943607918256,-2.3239104964424286,-2.3239104964424286
2016-06-26,-2.117868921350074,-2.117868921350074,-1.9259527878670142,-1.9259527878670142,-2.020458614293638,-2.020458614293638,-1.9922714343978185,-1.9922714343978185
2016-07-03,-1.9137982533539708,-1.9137982533539708,-1.9129142992924482,-1.9129142992924482,-1.892747220626078,-1.892747220626078,-1.793852844117632,-1.793852844117632
2016-07-10,-1.1320642789307627,-1.1320642789307627,-1.041845185897105,-1.041845185897105,-1.1005876788152855,-1.1005876788152855,-1.0125183892963674,-1.0125183892963674
2016-07-17,-0.9642576270516015,-0.9642576270516015,-1.0337449841412347,-1.0337449841412347,-0.9542914565294086,-0.9542914565294086,-0.9554849561080296,-0.9554849561080296
2016-07-24,-1.0064401552280298,-1.0064401552280298,-1.1096724041923214,-1.1096724041923214,-1.0486226977062802,-1.0486226977062802,-1.0473112654643575,-1.0473112654643575
2016-07-31,-0.5292942591084332,-0.5292942591084332,-0.5984957989146841,-0.5984957989146841,-0.6233361189712736,-0.6233361189712736,-0.6674385812628495,-0.6674385812628495
2016-08-07,-0.7522503374964216,-0.7522503374964216,-0.7612676969331639,-0.7612676969331639,-0.7115839045521529,-0.7115839045521529,-0.6687299964864135,-0.6687299964864135
2016-08-14,-0.7176667680019704,-0.7176667680019704,-0.7719264775712679,-0.7719264775712679,-0.706928188411905,-0.706928188411905,-0.7768826712291101,-0.7768826712291101
2016-08-21,-0.5739407639114925,-0.5739407639114925,-0.688195112745008,-0.688195112745008,-0.7028680547149687,-0.7028680547149687,-0.8135708616703055,-0.8135708616703055
2016-08-28,-0.4404941204606473,-0.4404941204606473,-0.3794098741127482,-0.3794098741127482,-0.30098566698267454,-0.30098566698267454,-0.3485720025153585,-0.3485720025153585
2016-09-04,1.0530941391132973,1.0530941391132973,0.9679199374897827,0.9679199374897827,1.0498803810031498,1.0498803810031498,0.9755153690611345,0.9755153690611345
2016-09-11,1.9232321649857178,1.9232321649857178,1.9329793363864858,1.9329793363864858,2.078745282514054,2.078745282514054,2.1691254662939334,2.1691254662939334
2016-09-18,0.470366577426737,0.470366577426737,0.21067063245435674,0.21067063245435674,0.31083385786779966,0.31083385786779966,0.1484033866563066,0.1484033866563066
2016-09-25,-0.06933645103067343,-0.06933645103067343,0.2040568207276562,0.2040568207276562,0.13798508787310887,0.13798508787310887,0.383905476941114,0.383905476941114
2016-10-02,2.195881336565945,2.195881336565945,2.2290212959028017,2.2290212959028017,2.2414144649274754,2.2414144649274754,2.055666850976765,2.055666850976765
