Date,iShares MSCI Indonesia_Open_average,iShares MSCI Indonesia_Open_max,iShares MSCI Indonesia_Open_min,iShares MSCI Indonesia_High_average,iShares MSCI Indonesia_High_max,iShares MSCI Indonesia_High_min,iShares MSCI Indonesia_Low_average,iShares MSCI Indonesia_Low_max,iShares MSCI Indonesia_Low_min,iShares MSCI Indonesia_Close_average,iShares MSCI Indonesia_Close_max,iShares MSCI Indonesia_Close_min
2018-04-08,-0.927548527737727,-0.927548527737727,-0.927548527737727,-0.9416191481398679,-0.9416191481398679,-0.9416191481398679,-0.7552269572423752,-0.7552269572423752,-0.7552269572423752,-0.76404722946566,-0.76404722946566,-0.76404722946566
2018-04-15,-1.032399666605906,-1.032399666605906,-1.032399666605906,-1.0661891495927365,-1.0661891495927365,-1.0661891495927365,-0.9184021430567533,-0.9184021430567533,-0.9184021430567533,-1.0309078464122035,-1.0309078464122035,-1.0309078464122035
2018-04-22,-1.782556719789113,-1.782556719789113,-1.782556719789113,-1.6623183706195448,-1.6623183706195448,-1.6623183706195448,-1.8432406443109366,-1.8432406443109366,-1.8432406443109366,-1.9377450512493393,-1.9377450512493393,-1.9377450512493393
2018-04-29,-1.9461407850626988,-1.9461407850626988,-1.9461407850626988,-1.982768408825414,-1.982768408825414,-1.982768408825414,-1.9827701872149526,-1.9827701872149526,-1.9827701872149526,-1.9773290695267427,-1.9773290695267427,-1.9773290695267427
2018-05-06,-1.3028699365610237,-1.3028699365610237,-1.3028699365610237,-1.3549897988945052,-1.3549897988945052,-1.3549897988945052,-1.2277656273046382,-1.2277656273046382,-1.2277656273046382,-1.2574734408462618,-1.2574734408462618,-1.2574734408462618
2018-05-13,-2.0221959869207238,-2.0221959869207238,-2.0221959869207238,-2.0068072675765007,-2.0068072675765007,-2.0068072675765007,-1.947244292420209,-1.947244292420209,-1.947244292420209,-1.9270038359616593,-1.9270038359616593,-1.9270038359616593
2018-05-20,-0.9710366099829063,-0.9710366099829063,-0.9710366099829063,-0.8969835040273694,-0.8969835040273694,-0.8969835040273694,-0.7975662632290931,-0.7975662632290931,-0.7975662632290931,-0.7875031078381309,-0.7875031078381309,-0.7875031078381309
2018-05-27,-0.3506054031713396,-0.3506054031713396,-0.3506054031713396,-0.2117057173143735,-0.2117057173143735,-0.2117057173143735,-0.2008149012719501,-0.2008149012719501,-0.2008149012719501,-0.12504391210419902,-0.12504391210419902,-0.12504391210419902
2018-06-03,-0.37241376403632903,-0.37241376403632903,-0.37241376403632903,-0.3781908183709915,-0.3781908183709915,-0.3781908183709915,-0.2536051558790411,-0.2536051558790411,-0.2536051558790411,-0.30673618881873743,-0.30673618881873743,-0.30673618881873743
2018-06-10,-1.2541658884387723,-1.2541658884387723,-1.2541658884387723,-1.1947587009817717,-1.1947587009817717,-1.1947587009817717,-1.4059543321148087,-1.4059543321148087,-1.4059543321148087,-1.276583272243698,-1.276583272243698,-1.276583272243698
2018-06-17,-1.568686953613123,-1.568686953613123,-1.568686953613123,-1.5679106548423176,-1.5679106548423176,-1.5679106548423176,-1.5034744351673208,-1.5034744351673208,-1.5034744351673208,-1.419856126268353,-1.419856126268353,-1.419856126268353
2018-06-24,-1.8060247530976015,-1.8060247530976015,-1.8060247530976015,-1.7550873292862612,-1.7550873292862612,-1.7550873292862612,-1.6727857674968014,-1.6727857674968014,-1.6727857674968014,-1.6423344756288638,-1.6423344756288638,-1.6423344756288638
2018-07-01,-1.1097560301347067,-1.1097560301347067,-1.1097560301347067,-1.0842197321135463,-1.0842197321135463,-1.0842197321135463,-1.0464279701899013,-1.0464279701899013,-1.0464279701899013,-0.9832172202570557,-0.9832172202570557,-0.9832172202570557
2018-07-08,-1.0052708632030405,-1.0052708632030405,-1.0052708632030405,-1.0439032688537093,-1.0439032688537093,-1.0439032688537093,-1.0389164743849737,-1.0389164743849737,-1.0389164743849737,-1.1363121295075482,-1.1363121295075482,-1.1363121295075482
2018-07-15,-0.8089565661857818,-0.8089565661857818,-0.8089565661857818,-0.8071528555768726,-0.8071528555768726,-0.8071528555768726,-0.66087055487254,-0.66087055487254,-0.66087055487254,-0.7620023597111608,-0.7620023597111608,-0.7620023597111608
