Date,ProShares UltraShort Health Care_etf_Open_average,ProShares UltraShort Health Care_etf_Open_max,ProShares UltraShort Health Care_etf_Open_min,ProShares UltraShort Health Care_etf_High_average,ProShares UltraShort Health Care_etf_High_max,ProShares UltraShort Health Care_etf_High_min,ProShares UltraShort Health Care_etf_Low_average,ProShares UltraShort Health Care_etf_Low_max,ProShares UltraShort Health Care_etf_Low_min,ProShares UltraShort Health Care_etf_Close_average,ProShares UltraShort Health Care_etf_Close_max,ProShares UltraShort Health Care_etf_Close_min
2018-04-08,0.5095204146022775,0.5095204146022775,0.5095204146022775,0.3781660995904965,0.3781660995904965,0.3781660995904965,0.5108152938923791,0.5108152938923791,0.5108152938923791,0.4595641848245341,0.4595641848245341,0.4595641848245341
2018-04-15,0.3559944358666621,0.3559944358666621,0.3559944358666621,0.3411876009947829,0.3411876009947829,0.3411876009947829,0.3336170393337345,0.3336170393337345,0.3336170393337345,0.48091703292473015,0.48091703292473015,0.48091703292473015
2018-04-22,0.6052020517051304,0.6052020517051304,0.6052020517051304,0.42244469659112016,0.42244469659112016,0.42244469659112016,0.6689385647694513,0.6689385647694513,0.6689385647694513,0.5953043859880204,0.5953043859880204,0.5953043859880204
2018-04-29,1.2997685249893982,1.2997685249893982,1.2997685249893982,1.04821609880365,1.04821609880365,1.04821609880365,0.5838224319139608,0.5838224319139608,0.5838224319139608,0.5111305209592655,0.5111305209592655,0.5111305209592655
2018-05-06,-0.3177383470155025,-0.3177383470155025,-0.3177383470155025,0.023368357590551253,0.023368357590551253,0.023368357590551253,-0.44637522818283437,-0.44637522818283437,-0.44637522818283437,-0.504976047168943,-0.504976047168943,-0.504976047168943
2018-05-13,-0.5841071142086798,-0.5841071142086798,-0.5841071142086798,-0.6738669583350181,-0.6738669583350181,-0.6738669583350181,-0.5507038977162059,-0.5507038977162059,-0.5507038977162059,-0.5868996745432037,-0.5868996745432037,-0.5868996745432037
2018-05-20,-0.8227647785435407,-0.8227647785435407,-0.8227647785435407,-0.9110273549551562,-0.9110273549551562,-0.9110273549551562,-0.6544057952983074,-0.6544057952983074,-0.6544057952983074,-0.7099911932385924,-0.7099911932385924,-0.7099911932385924
2018-05-27,-0.2287834255351725,-0.2287834255351725,-0.2287834255351725,-0.30299466383518353,-0.30299466383518353,-0.30299466383518353,-0.633184701991672,-0.633184701991672,-0.633184701991672,-0.6820241064178463,-0.6820241064178463,-0.6820241064178463
2018-06-03,-1.6815903315207876,-1.6815903315207876,-1.6815903315207876,-1.7696878439208918,-1.7696878439208918,-1.7696878439208918,-1.6287987040968899,-1.6287987040968899,-1.6287987040968899,-1.675923174469157,-1.675923174469157,-1.675923174469157
2018-06-10,-1.978496660807822,-1.978496660807822,-1.978496660807822,-2.0154979187465814,-2.0154979187465814,-2.0154979187465814,-1.920126903867601,-1.920126903867601,-1.920126903867601,-1.9201899984907196,-1.9201899984907196,-1.9201899984907196
2018-06-17,-1.5602866857750297,-1.5602866857750297,-1.5602866857750297,-1.5596472413213216,-1.5596472413213216,-1.5596472413213216,-1.5296752498238386,-1.5296752498238386,-1.5296752498238386,-1.5227662015958736,-1.5227662015958736,-1.5227662015958736
2018-06-24,-0.8509656112990098,-0.8509656112990098,-0.8509656112990098,-0.7220895123521011,-0.7220895123521011,-0.7220895123521011,-0.7843029261084525,-0.7843029261084525,-0.7843029261084525,-0.6066831776017023,-0.6066831776017023,-0.6066831776017023
2018-07-01,-0.418667646836792,-0.418667646836792,-0.418667646836792,-0.4761766274663262,-0.4761766274663262,-0.4761766274663262,-0.33989484841536133,-0.33989484841536133,-0.33989484841536133,-0.3827688953788063,-0.3827688953788063,-0.3827688953788063
2018-07-08,-1.7097818948067278,-1.7097818948067278,-1.7097818948067278,-1.7333026772387419,-1.7333026772387419,-1.7333026772387419,-1.834356544912009,-1.834356544912009,-1.834356544912009,-1.837958350597638,-1.837958350597638,-1.837958350597638
2018-07-15,-1.557130003167356,-1.557130003167356,-1.557130003167356,-1.573100131863233,-1.573100131863233,-1.573100131863233,-1.667021728609925,-1.667021728609925,-1.667021728609925,-1.6851424510334092,-1.6851424510334092,-1.6851424510334092
2018-07-22,-1.4447692930019744,-1.4447692930019744,-1.4447692930019744,-1.4408226761923786,-1.4408226761923786,-1.4408226761923786,-1.6424082619251146,-1.6424082619251146,-1.6424082619251146,-1.6526776447779123,-1.6526776447779123,-1.6526776447779123
2018-07-29,-1.7487526943772285,-1.7487526943772285,-1.7487526943772285,-1.7221327022409394,-1.7221327022409394,-1.7221327022409394,-1.8415921603602206,-1.8415921603602206,-1.8415921603602206,-1.8415985066868907,-1.8415985066868907,-1.8415985066868907
2018-08-05,-1.5883815762366291,-1.5883815762366291,-1.5883815762366291,-1.5930474092665308,-1.5930474092665308,-1.5930474092665308,-1.61498877010029,-1.61498877010029,-1.61498877010029,-1.6122184650380178,-1.6122184650380178,-1.6122184650380178
2018-08-12,-1.42595595006418,-1.42595595006418,-1.42595595006418,-1.4268378086804518,-1.4268378086804518,-1.4268378086804518,-1.4472884960464574,-1.4472884960464574,-1.4472884960464574,-1.443265455458462,-1.443265455458462,-1.443265455458462
2018-08-19,-1.781214883249441,-1.781214883249441,-1.781214883249441,-1.7667173790025792,-1.7667173790025792,-1.7667173790025792,-1.830269247414411,-1.830269247414411,-1.830269247414411,-1.8107274763332717,-1.8107274763332717,-1.8107274763332717
2018-08-26,-1.6103677525222055,-1.6103677525222055,-1.6103677525222055,-1.6017126532195116,-1.6017126532195116,-1.6017126532195116,-1.6311298290595586,-1.6311298290595586,-1.6311298290595586,-1.6212620493715424,-1.6212620493715424,-1.6212620493715424
2018-09-02,-1.3131730064457745,-1.3131730064457745,-1.3131730064457745,-1.305815478708978,-1.305815478708978,-1.305815478708978,-1.2980656443923682,-1.2980656443923682,-1.2980656443923682,-1.2903515851433693,-1.2903515851433693,-1.2903515851433693
2018-09-09,-1.2311462179125883,-1.2311462179125883,-1.2311462179125883,-1.2230010187552793,-1.2230010187552793,-1.2230010187552793,-1.2914758399120778,-1.2914758399120778,-1.2914758399120778,-1.2822209000925544,-1.2822209000925544,-1.2822209000925544
2018-09-16,-1.2736117948202217,-1.2736117948202217,-1.2736117948202217,-1.263408140389653,-1.263408140389653,-1.263408140389653,-1.3061656734543157,-1.3061656734543157,-1.3061656734543157,-1.2951263630098229,-1.2951263630098229,-1.2951263630098229
2018-09-23,-1.2392293671012726,-1.2392293671012726,-1.2392293671012726,-1.2408740071700604,-1.2408740071700604,-1.2408740071700604,-1.2874031344131092,-1.2874031344131092,-1.2874031344131092,-1.2889450648737553,-1.2889450648737553,-1.2889450648737553
2018-09-30,-0.9813619460931127,-0.9813619460931127,-0.9813619460931127,-0.9708052829143224,-0.9708052829143224,-0.9708052829143224,-1.1631186590622773,-1.1631186590622773,-1.1631186590622773,-0.9905589425650484,-0.9905589425650484,-0.9905589425650484
2018-10-07,0.42668398667124346,0.42668398667124346,0.42668398667124346,0.5381020427740321,0.5381020427740321,0.5381020427740321,0.05468182637935716,0.05468182637935716,0.05468182637935716,0.5754540286683165,0.5754540286683165,0.5754540286683165
2018-10-14,-0.3397260630987447,-0.3397260630987447,-0.3397260630987447,-0.35175943309039437,-0.35175943309039437,-0.35175943309039437,-0.29667676009057814,-0.29667676009057814,-0.29667676009057814,-0.3687784170454205,-0.3687784170454205,-0.3687784170454205
2018-10-21,2.013606352867305,2.013606352867305,2.013606352867305,2.072954683045374,2.072954683045374,2.072954683045374,1.7554058116282627,1.7554058116282627,1.7554058116282627,1.939714873778496,1.939714873778496,1.939714873778496
2018-10-28,0.6666476155095419,0.6666476155095419,0.6666476155095419,0.8591292398748347,0.8591292398748347,0.8591292398748347,0.8450211665261905,0.8450211665261905,0.8450211665261905,0.9078469920258149,0.9078469920258149,0.9078469920258149
2018-11-04,-0.6247497386023049,-0.6247497386023049,-0.6247497386023049,-0.44781714062916816,-0.44781714062916816,-0.44781714062916816,-0.5408672883528596,-0.5408672883528596,-0.5408672883528596,-0.603695829722031,-0.603695829722031,-0.603695829722031
