Date,ProShares Short SmallCap600_Open_average,ProShares Short SmallCap600_Open_max,ProShares Short SmallCap600_Open_min,ProShares Short SmallCap600_High_average,ProShares Short SmallCap600_High_max,ProShares Short SmallCap600_High_min,ProShares Short SmallCap600_Low_average,ProShares Short SmallCap600_Low_max,ProShares Short SmallCap600_Low_min,ProShares Short SmallCap600_Close_average,ProShares Short SmallCap600_Close_max,ProShares Short SmallCap600_Close_min
2018-04-08,-0.7608996848867828,-0.7608996848867828,-0.7608996848867828,-0.8207572619125838,-0.8207572619125838,-0.8207572619125838,-0.7294443636428167,-0.7294443636428167,-0.7294443636428167,-0.8067009659323623,-0.8067009659323623,-0.8067009659323623
2018-04-15,-0.8622581651648725,-0.8622581651648725,-0.8622581651648725,-0.8775328992937147,-0.8775328992937147,-0.8775328992937147,-0.9983319427989938,-0.9983319427989938,-0.9983319427989938,-0.9688537608901003,-0.9688537608901003,-0.9688537608901003
2018-04-22,-0.8361458893897077,-0.8361458893897077,-0.8361458893897077,-0.5981230437392454,-0.5981230437392454,-0.5981230437392454,-0.7931502448866028,-0.7931502448866028,-0.7931502448866028,-0.543196552822198,-0.543196552822198,-0.543196552822198
2018-04-29,-0.7151304703979855,-0.7151304703979855,-0.7151304703979855,-0.7520135100589317,-0.7520135100589317,-0.7520135100589317,-0.6805936870332143,-0.6805936870332143,-0.6805936870332143,-0.7321661873653975,-0.7321661873653975,-0.7321661873653975
2018-05-06,-1.8722640249325926,-1.8722640249325926,-1.8722640249325926,-1.844986636802436,-1.844986636802436,-1.844986636802436,-1.8599678686317225,-1.8599678686317225,-1.8599678686317225,-1.8537066062209804,-1.8537066062209804,-1.8537066062209804
2018-05-13,-1.443974401768008,-1.443974401768008,-1.443974401768008,-1.4292424753798798,-1.4292424753798798,-1.4292424753798798,-1.4339047459150007,-1.4339047459150007,-1.4339047459150007,-1.4325338819053863,-1.4325338819053863,-1.4325338819053863
2018-05-20,-1.6457122191862166,-1.6457122191862166,-1.6457122191862166,-1.6168466867165519,-1.6168466867165519,-1.6168466867165519,-1.884060720412796,-1.884060720412796,-1.884060720412796,-1.8473034489505382,-1.8473034489505382,-1.8473034489505382
2018-05-27,-2.186148520149159,-2.186148520149159,-2.186148520149159,-2.13868178210039,-2.13868178210039,-2.13868178210039,-2.12671478165675,-2.12671478165675,-2.12671478165675,-2.0994125242929425,-2.0994125242929425,-2.0994125242929425
2018-06-03,-1.80446571767131,-1.80446571767131,-1.80446571767131,-1.7780094294440205,-1.7780094294440205,-1.7780094294440205,-1.76994411137191,-1.76994411137191,-1.76994411137191,-1.754931170121915,-1.754931170121915,-1.754931170121915
2018-06-10,-1.4532313558600127,-1.4532313558600127,-1.4532313558600127,-1.436997866118261,-1.436997866118261,-1.436997866118261,-1.4600323765852397,-1.4600323765852397,-1.4600323765852397,-1.450829104783424,-1.450829104783424,-1.450829104783424
2018-06-17,-0.943767562088192,-0.943767562088192,-0.943767562088192,-0.9306395151485459,-0.9306395151485459,-0.9306395151485459,-0.9079571078449665,-0.9079571078449665,-0.9079571078449665,-0.9014834526401223,-0.9014834526401223,-0.9014834526401223
2018-06-24,-0.67062345425444,-0.67062345425444,-0.67062345425444,-0.6757396205263058,-0.6757396205263058,-0.6757396205263058,-0.6582013032566614,-0.6582013032566614,-0.6582013032566614,-0.6658361722281799,-0.6658361722281799,-0.6658361722281799
