Date,ETFS Physical Precious Metal Basket SharesEtf_Open_average,ETFS Physical Precious Metal Basket SharesEtf_Open_max,ETFS Physical Precious Metal Basket SharesEtf_Open_min,ETFS Physical Precious Metal Basket SharesEtf_High_average,ETFS Physical Precious Metal Basket SharesEtf_High_max,ETFS Physical Precious Metal Basket SharesEtf_High_min,ETFS Physical Precious Metal Basket SharesEtf_Low_average,ETFS Physical Precious Metal Basket SharesEtf_Low_max,ETFS Physical Precious Metal Basket SharesEtf_Low_min,ETFS Physical Precious Metal Basket SharesEtf_Close_average,ETFS Physical Precious Metal Basket SharesEtf_Close_max,ETFS Physical Precious Metal Basket SharesEtf_Close_min
2018-05-27,-1.3000016649055492,-1.3000016649055492,-1.3000016649055492,-1.206411580759369,-1.206411580759369,-1.206411580759369,-1.2011778693820587,-1.2011778693820587,-1.2011778693820587,-1.3175012946181428,-1.3175012946181428,-1.3175012946181428
2018-06-03,-0.6016341694849267,-0.6016341694849267,-0.6016341694849267,-0.728056019095214,-0.728056019095214,-0.728056019095214,-0.606609663206556,-0.606609663206556,-0.606609663206556,-0.6256247332401672,-0.6256247332401672,-0.6256247332401672
2018-06-10,-0.8507088344735603,-0.8507088344735603,-0.8507088344735603,-0.965080387929093,-0.965080387929093,-0.965080387929093,-1.6780850030542511,-1.6780850030542511,-1.6780850030542511,-1.6056892404998557,-1.6056892404998557,-1.6056892404998557
2018-06-17,-2.2278560830614405,-2.2278560830614405,-2.2278560830614405,-2.190348111172114,-2.190348111172114,-2.190348111172114,-2.0043398760130957,-2.0043398760130957,-2.0043398760130957,-2.038428980174947,-2.038428980174947,-2.038428980174947
2018-06-24,-2.528011365943698,-2.528011365943698,-2.528011365943698,-2.446316318510813,-2.446316318510813,-2.446316318510813,-2.416583480722599,-2.416583480722599,-2.416583480722599,-2.423583463650306,-2.423583463650306,-2.423583463650306
2018-07-01,-2.1178770694123834,-2.1178770694123834,-2.1178770694123834,-2.236429790991887,-2.236429790991887,-2.236429790991887,-2.0660258422156237,-2.0660258422156237,-2.0660258422156237,-2.1417624978661585,-2.1417624978661585,-2.1417624978661585
2018-07-08,-2.2078512584543084,-2.2078512584543084,-2.2078512584543084,-2.2841099582132767,-2.2841099582132767,-2.2841099582132767,-2.2346864801589192,-2.2346864801589192,-2.2346864801589192,-2.275323416946457,-2.275323416946457,-2.275323416946457
2018-07-15,-2.383729917728351,-2.383729917728351,-2.383729917728351,-2.3528242816976017,-2.3528242816976017,-2.3528242816976017,-2.380020626365943,-2.380020626365943,-2.380020626365943,-2.3444257117648992,-2.3444257117648992,-2.3444257117648992
2018-07-22,-1.9236045123137426,-1.9236045123137426,-1.9236045123137426,-1.9443135797886193,-1.9443135797886193,-1.9443135797886193,-1.9324383097582125,-1.9324383097582125,-1.9324383097582125,-1.986716809735444,-1.986716809735444,-1.986716809735444
2018-07-29,-1.887736837096564,-1.887736837096564,-1.887736837096564,-1.7689176016225219,-1.7689176016225219,-1.7689176016225219,-1.8643729251725842,-1.8643729251725842,-1.8643729251725842,-1.8799348558700728,-1.8799348558700728,-1.8799348558700728
2018-08-05,-1.6639494377647914,-1.6639494377647914,-1.6639494377647914,-1.6826051388433534,-1.6826051388433534,-1.6826051388433534,-1.6950555012570359,-1.6950555012570359,-1.6950555012570359,-1.7418567572611758,-1.7418567572611758,-1.7418567572611758
2018-08-12,-2.1302736108814324,-2.1302736108814324,-2.1302736108814324,-2.0842957210616277,-2.0842957210616277,-2.0842957210616277,-2.155191433943267,-2.155191433943267,-2.155191433943267,-2.030663863615247,-2.030663863615247,-2.030663863615247
2018-08-19,-1.5619835218599498,-1.5619835218599498,-1.5619835218599498,-1.4972820097892365,-1.4972820097892365,-1.4972820097892365,-1.551863806091521,-1.551863806091521,-1.551863806091521,-1.523370882308525,-1.523370882308525,-1.523370882308525
2018-08-26,-1.4174021023089176,-1.4174021023089176,-1.4174021023089176,-1.4142785117844703,-1.4142785117844703,-1.4142785117844703,-1.4029725795061314,-1.4029725795061314,-1.4029725795061314,-1.449160047606055,-1.449160047606055,-1.449160047606055
2018-09-02,-1.4177301864694263,-1.4177301864694263,-1.4177301864694263,-1.4641871864394482,-1.4641871864394482,-1.4641871864394482,-1.452145914266169,-1.452145914266169,-1.452145914266169,-1.5029163131772836,-1.5029163131772836,-1.5029163131772836
2018-09-09,-1.1838574670869564,-1.1838574670869564,-1.1838574670869564,-1.2979612906255362,-1.2979612906255362,-1.2979612906255362,-1.3241327010160158,-1.3241327010160158,-1.3241327010160158,-1.3853029854102337,-1.3853029854102337,-1.3853029854102337
2018-09-16,-1.0395574214258523,-1.0395574214258523,-1.0395574214258523,-0.9575233985265471,-0.9575233985265471,-0.9575233985265471,-1.0112941807857998,-1.0112941807857998,-1.0112941807857998,-0.9346721552320046,-0.9346721552320046,-0.9346721552320046
