Date,ProShares UltraShort Real EstateEtf_Open_average,ProShares UltraShort Real EstateEtf_Open_max,ProShares UltraShort Real EstateEtf_Open_min,ProShares UltraShort Real EstateEtf_High_average,ProShares UltraShort Real EstateEtf_High_max,ProShares UltraShort Real EstateEtf_High_min,ProShares UltraShort Real EstateEtf_Low_average,ProShares UltraShort Real EstateEtf_Low_max,ProShares UltraShort Real EstateEtf_Low_min,ProShares UltraShort Real EstateEtf_Close_average,ProShares UltraShort Real EstateEtf_Close_max,ProShares UltraShort Real EstateEtf_Close_min
2018-05-27,-1.5233277715381952,-1.5233277715381952,-1.5233277715381952,-1.5904994034639677,-1.5904994034639677,-1.5904994034639677,-1.739258546341997,-1.739258546341997,-1.739258546341997,-1.7535245653845135,-1.7535245653845135,-1.7535245653845135
2018-06-03,-1.8263291270551625,-1.8263291270551625,-1.8263291270551625,-1.8492300400444976,-1.8492300400444976,-1.8492300400444976,-1.8939885142481965,-1.8939885142481965,-1.8939885142481965,-1.943060161136636,-1.943060161136636,-1.943060161136636
2018-06-10,-1.697959724201089,-1.697959724201089,-1.697959724201089,-1.6277288732459154,-1.6277288732459154,-1.6277288732459154,-1.7586509583799632,-1.7586509583799632,-1.7586509583799632,-1.6210765176491286,-1.6210765176491286,-1.6210765176491286
2018-06-17,-1.833443940004345,-1.833443940004345,-1.833443940004345,-1.8094100030850917,-1.8094100030850917,-1.8094100030850917,-1.945341408719351,-1.945341408719351,-1.945341408719351,-1.9776124525653627,-1.9776124525653627,-1.9776124525653627
2018-06-24,-1.976038105366478,-1.976038105366478,-1.976038105366478,-1.8513562495707478,-1.8513562495707478,-1.8513562495707478,-1.964922239375951,-1.964922239375951,-1.964922239375951,-1.9124169205977388,-1.9124169205977388,-1.9124169205977388
2018-07-01,-2.048061410401229,-2.048061410401229,-2.048061410401229,-2.0200215492448694,-2.0200215492448694,-2.0200215492448694,-2.008847603272101,-2.008847603272101,-2.008847603272101,-2.007380704607145,-2.007380704607145,-2.007380704607145
2018-07-08,-1.7191889802102975,-1.7191889802102975,-1.7191889802102975,-1.6639763261422877,-1.6639763261422877,-1.6639763261422877,-1.6620391205487781,-1.6620391205487781,-1.6620391205487781,-1.5985149072408136,-1.5985149072408136,-1.5985149072408136
2018-07-15,-1.3858035970625757,-1.3858035970625757,-1.3858035970625757,-1.211065688031688,-1.211065688031688,-1.211065688031688,-1.2825235786529035,-1.2825235786529035,-1.2825235786529035,-1.1769799794729372,-1.1769799794729372,-1.1769799794729372
2018-07-22,-1.1729200783535907,-1.1729200783535907,-1.1729200783535907,-1.0207829142068903,-1.0207829142068903,-1.0207829142068903,-1.1477717712445774,-1.1477717712445774,-1.1477717712445774,-0.9291005006586148,-0.9291005006586148,-0.9291005006586148
2018-07-29,-1.3169685689229536,-1.3169685689229536,-1.3169685689229536,-1.3336634157537095,-1.3336634157537095,-1.3336634157537095,-1.4400196022982628,-1.4400196022982628,-1.4400196022982628,-1.4455909325663707,-1.4455909325663707,-1.4455909325663707
