Date,iShares Russell 1000 Pure US Revenue_Open_average,iShares Russell 1000 Pure US Revenue_Open_max,iShares Russell 1000 Pure US Revenue_Open_min,iShares Russell 1000 Pure US Revenue_High_average,iShares Russell 1000 Pure US Revenue_High_max,iShares Russell 1000 Pure US Revenue_High_min,iShares Russell 1000 Pure US Revenue_Low_average,iShares Russell 1000 Pure US Revenue_Low_max,iShares Russell 1000 Pure US Revenue_Low_min,iShares Russell 1000 Pure US Revenue_Close_average,iShares Russell 1000 Pure US Revenue_Close_max,iShares Russell 1000 Pure US Revenue_Close_min
2018-04-08,-0.7722503652549745,-0.7722503652549745,-0.7722503652549745,-0.8253943405016796,-0.8253943405016796,-0.8253943405016796,-0.6730586562558863,-0.6730586562558863,-0.6730586562558863,-0.7432786338946658,-0.7432786338946658,-0.7432786338946658
2018-04-15,-0.34632274881129527,-0.34632274881129527,-0.34632274881129527,-0.39926998301263944,-0.39926998301263944,-0.39926998301263944,-0.5230683214630009,-0.5230683214630009,-0.5230683214630009,-0.59274866307686,-0.59274866307686,-0.59274866307686
2018-04-22,-0.21663467862576377,-0.21663467862576377,-0.21663467862576377,-0.07151128171451578,-0.07151128171451578,-0.07151128171451578,-0.12090676497702565,-0.12090676497702565,-0.12090676497702565,0.08465024822264282,0.08465024822264282,0.08465024822264282
2018-04-29,-0.632536998001231,-0.632536998001231,-0.632536998001231,-0.7154574161883097,-0.7154574161883097,-0.7154574161883097,-0.42298882258016846,-0.42298882258016846,-0.42298882258016846,-0.5442262461617112,-0.5442262461617112,-0.5442262461617112
2018-05-06,0.5146642901656495,0.5146642901656495,0.5146642901656495,0.38393664593248206,0.38393664593248206,0.38393664593248206,0.6402786774430692,0.6402786774430692,0.6402786774430692,0.4877454918419908,0.4877454918419908,0.4877454918419908
2018-05-13,0.9376838400051531,0.9376838400051531,0.9376838400051531,0.7225987668670607,0.7225987668670607,0.7225987668670607,0.9427216770163273,0.9427216770163273,0.9427216770163273,0.7310474613297118,0.7310474613297118,0.7310474613297118
2018-05-20,0.9804921149658,0.9804921149658,0.9804921149658,0.7733723274838588,0.7733723274838588,0.7733723274838588,1.014061428671488,1.014061428671488,1.014061428671488,0.8065544397783454,0.8065544397783454,0.8065544397783454
2018-05-27,0.8704353731900029,0.8704353731900029,0.8704353731900029,1.006623879157021,1.006623879157021,1.006623879157021,0.4253937496543042,0.4253937496543042,0.4253937496543042,0.28536866192415256,0.28536866192415256,0.28536866192415256
2018-06-03,1.537486674101872,1.537486674101872,1.537486674101872,1.4343395369715306,1.4343395369715306,1.4343395369715306,1.6078251886772756,1.6078251886772756,1.6078251886772756,1.5623392210944727,1.5623392210944727,1.5623392210944727
2018-06-10,1.8546043854582912,1.8546043854582912,1.8546043854582912,1.7700924795608213,1.7700924795608213,1.7700924795608213,1.8126622971208342,1.8126622971208342,1.8126622971208342,1.8435381526213601,1.8435381526213601,1.8435381526213601
