Date,PureFunds ISE Junior SilverEtf_Open_average,PureFunds ISE Junior SilverEtf_Open_max,PureFunds ISE Junior SilverEtf_Open_min,PureFunds ISE Junior SilverEtf_High_average,PureFunds ISE Junior SilverEtf_High_max,PureFunds ISE Junior SilverEtf_High_min,PureFunds ISE Junior SilverEtf_Low_average,PureFunds ISE Junior SilverEtf_Low_max,PureFunds ISE Junior SilverEtf_Low_min,PureFunds ISE Junior SilverEtf_Close_average,PureFunds ISE Junior SilverEtf_Close_max,PureFunds ISE Junior SilverEtf_Close_min
2018-05-27,0.03131767913873019,0.03131767913873019,0.03131767913873019,0.03895843824219881,0.03895843824219881,0.03895843824219881,0.03690512041379169,0.03690512041379169,0.03690512041379169,0.2411011370616114,0.2411011370616114,0.2411011370616114
2018-06-03,0.3607847599347442,0.3607847599347442,0.3607847599347442,0.18169752582674384,0.18169752582674384,0.18169752582674384,0.32374910794627454,0.32374910794627454,0.32374910794627454,0.2226608993079139,0.2226608993079139,0.2226608993079139
2018-06-10,0.6669124891306466,0.6669124891306466,0.6669124891306466,0.6635204798996678,0.6635204798996678,0.6635204798996678,0.2684273838894558,0.2684273838894558,0.2684273838894558,0.07416805957143625,0.07416805957143625,0.07416805957143625
2018-06-17,0.12609879284601974,0.12609879284601974,0.12609879284601974,0.16655138677201706,0.16655138677201706,0.16655138677201706,0.446626050075891,0.446626050075891,0.446626050075891,0.448381392556732,0.448381392556732,0.448381392556732
2018-06-24,-0.7633982697583277,-0.7633982697583277,-0.7633982697583277,-0.8604797431462706,-0.8604797431462706,-0.8604797431462706,-0.77784164106861,-0.77784164106861,-0.77784164106861,-0.8962936727617298,-0.8962936727617298,-0.8962936727617298
2018-07-01,0.4145514512255337,0.4145514512255337,0.4145514512255337,0.1894041143861146,0.1894041143861146,0.1894041143861146,0.2771833509017216,0.2771833509017216,0.2771833509017216,0.09776748986116698,0.09776748986116698,0.09776748986116698
2018-07-08,-1.3639586207006256,-1.3639586207006256,-1.3639586207006256,-1.2309530340480874,-1.2309530340480874,-1.2309530340480874,-1.1882396171719747,-1.1882396171719747,-1.1882396171719747,-1.1483318384264563,-1.1483318384264563,-1.1483318384264563
2018-07-15,-1.6375244563192584,-1.6375244563192584,-1.6375244563192584,-1.6442082370836917,-1.6442082370836917,-1.6442082370836917,-1.5412474663879958,-1.5412474663879958,-1.5412474663879958,-1.6221900596082954,-1.6221900596082954,-1.6221900596082954
2018-07-22,-1.842958220631703,-1.842958220631703,-1.842958220631703,-1.8171229714488732,-1.8171229714488732,-1.8171229714488732,-1.8075420051104845,-1.8075420051104845,-1.8075420051104845,-1.995214785714471,-1.995214785714471,-1.995214785714471
2018-07-29,-2.296160509022861,-2.296160509022861,-2.296160509022861,-2.3129595311704243,-2.3129595311704243,-2.3129595311704243,-2.3240165310966048,-2.3240165310966048,-2.3240165310966048,-2.339918407489644,-2.339918407489644,-2.339918407489644
2018-08-05,-1.7878134972704267,-1.7878134972704267,-1.7878134972704267,-2.047515068353629,-2.047515068353629,-2.047515068353629,-2.1026742286844122,-2.1026742286844122,-2.1026742286844122,-2.257051130261242,-2.257051130261242,-2.257051130261242
2018-08-12,-2.9282641052836706,-2.9282641052836706,-2.9282641052836706,-2.7937806136414807,-2.7937806136414807,-2.7937806136414807,-2.9196116806092576,-2.9196116806092576,-2.9196116806092576,-2.733419230436588,-2.733419230436588,-2.733419230436588
2018-08-19,-1.9591709501605121,-1.9591709501605121,-1.9591709501605121,-1.9876817435282708,-1.9876817435282708,-1.9876817435282708,-2.032367658061821,-2.032367658061821,-2.032367658061821,-2.0390396166927256,-2.0390396166927256,-2.0390396166927256
2018-08-26,-1.7898378316245092,-1.7898378316245092,-1.7898378316245092,-1.8077664714032247,-1.8077664714032247,-1.8077664714032247,-1.8616739138027583,-1.8616739138027583,-1.8616739138027583,-1.9254408065206325,-1.9254408065206325,-1.9254408065206325
2018-09-02,-1.9134824598220799,-1.9134824598220799,-1.9134824598220799,-2.083455017001362,-2.083455017001362,-2.083455017001362,-1.9539646569551992,-1.9539646569551992,-1.9539646569551992,-2.0668193839072244,-2.0668193839072244,-2.0668193839072244
2018-09-09,-1.6035694026814167,-1.6035694026814167,-1.6035694026814167,-1.7032505324245624,-1.7032505324245624,-1.7032505324245624,-1.77056630261515,-1.77056630261515,-1.77056630261515,-1.7308815538652191,-1.7308815538652191,-1.7308815538652191
