Date,Victory CEMP International High Dividend Volatilit_Open_average,Victory CEMP International High Dividend Volatilit_Open_max,Victory CEMP International High Dividend Volatilit_Open_min,Victory CEMP International High Dividend Volatilit_High_average,Victory CEMP International High Dividend Volatilit_High_max,Victory CEMP International High Dividend Volatilit_High_min,Victory CEMP International High Dividend Volatilit_Low_average,Victory CEMP International High Dividend Volatilit_Low_max,Victory CEMP International High Dividend Volatilit_Low_min,Victory CEMP International High Dividend Volatilit_Close_average,Victory CEMP International High Dividend Volatilit_Close_max,Victory CEMP International High Dividend Volatilit_Close_min
2018-04-08,0.08540407975882934,0.08540407975882934,0.08540407975882934,-0.042316548477252296,-0.042316548477252296,-0.042316548477252296,0.3146526186084075,0.3146526186084075,0.3146526186084075,0.15497859381076437,0.15497859381076437,0.15497859381076437
2018-04-15,-0.26567000950234315,-0.26567000950234315,-0.26567000950234315,-0.4180859455124506,-0.4180859455124506,-0.4180859455124506,-0.14458018811349446,-0.14458018811349446,-0.14458018811349446,-0.3828742829224911,-0.3828742829224911,-0.3828742829224911
2018-04-22,0.1389023779015007,0.1389023779015007,0.1389023779015007,-0.06235133506894352,-0.06235133506894352,-0.06235133506894352,0.35873203070305043,0.35873203070305043,0.35873203070305043,0.07499903871477918,0.07499903871477918,0.07499903871477918
2018-04-29,0.1938224767633664,0.1938224767633664,0.1938224767633664,-0.029922684001604093,-0.029922684001604093,-0.029922684001604093,0.3817633641374251,0.3817633641374251,0.3817633641374251,0.11903060089759053,0.11903060089759053,0.11903060089759053
2018-05-06,0.4214611939895749,0.4214611939895749,0.4214611939895749,0.5967363259231497,0.5967363259231497,0.5967363259231497,0.5702541543750381,0.5702541543750381,0.5702541543750381,0.691582156182056,0.691582156182056,0.691582156182056
2018-05-13,-0.2743029573249656,-0.2743029573249656,-0.2743029573249656,-0.2682790157730309,-0.2682790157730309,-0.2682790157730309,-0.017141865975179235,-0.017141865975179235,-0.017141865975179235,-0.24502759384109282,-0.24502759384109282,-0.24502759384109282
2018-05-20,-1.8104924781912388,-1.8104924781912388,-1.8104924781912388,-1.983293620250111,-1.983293620250111,-1.983293620250111,-1.4054673629464962,-1.4054673629464962,-1.4054673629464962,-1.6939332821252866,-1.6939332821252866,-1.6939332821252866
2018-05-27,-1.8774638069018257,-1.8774638069018257,-1.8774638069018257,-1.5876240203877148,-1.5876240203877148,-1.5876240203877148,-1.257070160548419,-1.257070160548419,-1.257070160548419,-1.4319321167713719,-1.4319321167713719,-1.4319321167713719
2018-06-03,-1.0627879528073338,-1.0627879528073338,-1.0627879528073338,-1.1685346415086497,-1.1685346415086497,-1.1685346415086497,-0.6303797905695055,-0.6303797905695055,-0.6303797905695055,-0.8998847258086121,-0.8998847258086121,-0.8998847258086121
2018-06-10,-2.0382466016964806,-2.0382466016964806,-2.0382466016964806,-2.035533456205286,-2.035533456205286,-2.035533456205286,-1.6369834634850242,-1.6369834634850242,-1.6369834634850242,-1.878852913983252,-1.878852913983252,-1.878852913983252
