Date,Rogers International Commodity Total Return_etf_Open_average,Rogers International Commodity Total Return_etf_Open_max,Rogers International Commodity Total Return_etf_Open_min,Rogers International Commodity Total Return_etf_High_average,Rogers International Commodity Total Return_etf_High_max,Rogers International Commodity Total Return_etf_High_min,Rogers International Commodity Total Return_etf_Low_average,Rogers International Commodity Total Return_etf_Low_max,Rogers International Commodity Total Return_etf_Low_min,Rogers International Commodity Total Return_etf_Close_average,Rogers International Commodity Total Return_etf_Close_max,Rogers International Commodity Total Return_etf_Close_min
2018-04-08,1.8830676381429199,1.8830676381429199,1.8830676381429199,1.6868384705388006,1.6868384705388006,1.6868384705388006,1.6581030572323356,1.6581030572323356,1.6581030572323356,1.4224694034484788,1.4224694034484788,1.4224694034484788
2018-04-15,1.8793988578176044,1.8793988578176044,1.8793988578176044,1.8815030525327918,1.8815030525327918,1.8815030525327918,1.694966209969247,1.694966209969247,1.694966209969247,1.7696108716385703,1.7696108716385703,1.7696108716385703
2018-04-22,1.369251816892343,1.369251816892343,1.369251816892343,1.5094188291875685,1.5094188291875685,1.5094188291875685,1.352591471123608,1.352591471123608,1.352591471123608,1.4435193634853825,1.4435193634853825,1.4435193634853825
2018-04-29,1.6858544608470551,1.6858544608470551,1.6858544608470551,1.7875485314247332,1.7875485314247332,1.7875485314247332,1.595172973787553,1.595172973787553,1.595172973787553,1.7220204342753829,1.7220204342753829,1.7220204342753829
2018-05-06,1.9119594117627363,1.9119594117627363,1.9119594117627363,1.7755622702487845,1.7755622702487845,1.7755622702487845,1.754299351718239,1.754299351718239,1.754299351718239,1.674141353145999,1.674141353145999,1.674141353145999
2018-05-13,1.7117014797700094,1.7117014797700094,1.7117014797700094,1.685994271538471,1.685994271538471,1.685994271538471,1.6985867048446044,1.6985867048446044,1.6985867048446044,1.8024340078802528,1.8024340078802528,1.8024340078802528
2018-05-20,1.5124395973521332,1.5124395973521332,1.5124395973521332,1.3403349534293436,1.3403349534293436,1.3403349534293436,1.2530764242754893,1.2530764242754893,1.2530764242754893,1.3655401431189307,1.3655401431189307,1.3655401431189307
2018-05-27,1.1158930718292017,1.1158930718292017,1.1158930718292017,0.9696541607702437,0.9696541607702437,0.9696541607702437,0.9617117587291368,0.9617117587291368,0.9617117587291368,0.8602617561429433,0.8602617561429433,0.8602617561429433
2018-06-03,0.427966554231333,0.427966554231333,0.427966554231333,0.5721904422524454,0.5721904422524454,0.5721904422524454,0.530278932984754,0.530278932984754,0.530278932984754,0.5985983524880296,0.5985983524880296,0.5985983524880296
2018-06-10,-0.16672357987935268,-0.16672357987935268,-0.16672357987935268,-0.39414353791919393,-0.39414353791919393,-0.39414353791919393,-1.4448000028346377,-1.4448000028346377,-1.4448000028346377,-0.6114195650395403,-0.6114195650395403,-0.6114195650395403
