Date,DB Gold Double Long Exp 15 Feb 2038_Open_average,DB Gold Double Long Exp 15 Feb 2038_Open_max,DB Gold Double Long Exp 15 Feb 2038_Open_min,DB Gold Double Long Exp 15 Feb 2038_High_average,DB Gold Double Long Exp 15 Feb 2038_High_max,DB Gold Double Long Exp 15 Feb 2038_High_min,DB Gold Double Long Exp 15 Feb 2038_Low_average,DB Gold Double Long Exp 15 Feb 2038_Low_max,DB Gold Double Long Exp 15 Feb 2038_Low_min,DB Gold Double Long Exp 15 Feb 2038_Close_average,DB Gold Double Long Exp 15 Feb 2038_Close_max,DB Gold Double Long Exp 15 Feb 2038_Close_min
2018-04-08,0.8634709164210889,0.8634709164210889,0.8634709164210889,0.6960640427714764,0.6960640427714764,0.6960640427714764,1.022796916032747,1.022796916032747,1.022796916032747,0.8343277803230228,0.8343277803230228,0.8343277803230228
2018-04-15,-0.835647233262809,-0.835647233262809,-0.835647233262809,-1.133087725375825,-1.133087725375825,-1.133087725375825,-0.8287162031691468,-0.8287162031691468,-0.8287162031691468,-1.1583083576960977,-1.1583083576960977,-1.1583083576960977
2018-04-22,-1.465604476652998,-1.465604476652998,-1.465604476652998,-1.4353818094110724,-1.4353818094110724,-1.4353818094110724,-1.326697200231011,-1.326697200231011,-1.326697200231011,-1.4465224402780652,-1.4465224402780652,-1.4465224402780652
2018-04-29,-1.179771004091804,-1.179771004091804,-1.179771004091804,-1.371265521816187,-1.371265521816187,-1.371265521816187,-1.201113961991182,-1.201113961991182,-1.201113961991182,-1.3185896559404777,-1.3185896559404777,-1.3185896559404777
2018-05-06,-0.7510651060341746,-0.7510651060341746,-0.7510651060341746,-0.9473646894724196,-0.9473646894724196,-0.9473646894724196,-1.012387989388151,-1.012387989388151,-1.012387989388151,-1.231046624050025,-1.231046624050025,-1.231046624050025
2018-05-13,-2.1861617029602933,-2.1861617029602933,-2.1861617029602933,-2.1435066938134124,-2.1435066938134124,-2.1435066938134124,-2.122280069417243,-2.122280069417243,-2.122280069417243,-2.022446018880084,-2.022446018880084,-2.022446018880084
2018-05-20,-1.1042309655648521,-1.1042309655648521,-1.1042309655648521,-1.232543950555885,-1.232543950555885,-1.232543950555885,-1.1613234941339754,-1.1613234941339754,-1.1613234941339754,-1.2916329134513604,-1.2916329134513604,-1.2916329134513604
2018-05-27,-1.3577978631194112,-1.3577978631194112,-1.3577978631194112,-1.4222561262273654,-1.4222561262273654,-1.4222561262273654,-1.4114928699219895,-1.4114928699219895,-1.4114928699219895,-1.506251880461381,-1.506251880461381,-1.506251880461381
2018-06-03,-1.103544291825092,-1.103544291825092,-1.103544291825092,-1.0024385803249467,-1.0024385803249467,-1.0024385803249467,-0.9606104489566112,-0.9606104489566112,-0.9606104489566112,-0.9499294189132929,-0.9499294189132929,-0.9499294189132929
2018-06-10,-1.6437790580428213,-1.6437790580428213,-1.6437790580428213,-1.6229811442835067,-1.6229811442835067,-1.6229811442835067,-1.6097813759749415,-1.6097813759749415,-1.6097813759749415,-1.6064936718855192,-1.6064936718855192,-1.6064936718855192
2018-06-17,-1.872455697631442,-1.872455697631442,-1.872455697631442,-1.773939165791458,-1.773939165791458,-1.773939165791458,-1.776431979182564,-1.776431979182564,-1.776431979182564,-1.7680906249192376,-1.7680906249192376,-1.7680906249192376
2018-06-24,-1.9640373508005653,-1.9640373508005653,-1.9640373508005653,-1.9868786423598686,-1.9868786423598686,-1.9868786423598686,-2.060090702800196,-2.060090702800196,-2.060090702800196,-2.0621742056255776,-2.0621742056255776,-2.0621742056255776
2018-07-01,-1.2574864889158763,-1.2574864889158763,-1.2574864889158763,-1.2699342514708458,-1.2699342514708458,-1.2699342514708458,-1.275970924675946,-1.275970924675946,-1.275970924675946,-1.2986147447042478,-1.2986147447042478,-1.2986147447042478
2018-07-08,-1.7388878583548422,-1.7388878583548422,-1.7388878583548422,-1.7409466676226182,-1.7409466676226182,-1.7409466676226182,-1.6800395259626932,-1.6800395259626932,-1.6800395259626932,-1.6266247030213103,-1.6266247030213103,-1.6266247030213103
2018-07-15,-1.7768190449662344,-1.7768190449662344,-1.7768190449662344,-1.770858155457885,-1.770858155457885,-1.770858155457885,-1.7768599456495917,-1.7768599456495917,-1.7768599456495917,-1.7532786060923091,-1.7532786060923091,-1.7532786060923091
2018-07-22,-1.5419083186877627,-1.5419083186877627,-1.5419083186877627,-1.5392616244249977,-1.5392616244249977,-1.5392616244249977,-1.5145663761262467,-1.5145663761262467,-1.5145663761262467,-1.5400653645082802,-1.5400653645082802,-1.5400653645082802
