Date,iShares MSCI Chile Capped_Open_average,iShares MSCI Chile Capped_Open_max,iShares MSCI Chile Capped_Open_min,iShares MSCI Chile Capped_High_average,iShares MSCI Chile Capped_High_max,iShares MSCI Chile Capped_High_min,iShares MSCI Chile Capped_Low_average,iShares MSCI Chile Capped_Low_max,iShares MSCI Chile Capped_Low_min,iShares MSCI Chile Capped_Close_average,iShares MSCI Chile Capped_Close_max,iShares MSCI Chile Capped_Close_min
2018-04-08,0.46601118977708117,0.46601118977708117,0.46601118977708117,0.43788804342698856,0.43788804342698856,0.43788804342698856,0.5744503837259698,0.5744503837259698,0.5744503837259698,0.48031992397137263,0.48031992397137263,0.48031992397137263
2018-04-15,0.815513992628024,0.815513992628024,0.815513992628024,0.6397856662917398,0.6397856662917398,0.6397856662917398,0.8161055512502141,0.8161055512502141,0.8161055512502141,0.7410303224953801,0.7410303224953801,0.7410303224953801
2018-04-22,0.18648088994741502,0.18648088994741502,0.18648088994741502,0.16409356946614528,0.16409356946614528,0.16409356946614528,0.2641834613076987,0.2641834613076987,0.2641834613076987,0.09673766975597126,0.09673766975597126,0.09673766975597126
2018-04-29,-1.3490720344387077,-1.3490720344387077,-1.3490720344387077,-1.4901233753965106,-1.4901233753965106,-1.4901233753965106,-1.5126719833051023,-1.5126719833051023,-1.5126719833051023,-1.3826914745051304,-1.3826914745051304,-1.3826914745051304
2018-05-06,-0.3125139923894139,-0.3125139923894139,-0.3125139923894139,-0.11261207563879634,-0.11261207563879634,-0.11261207563879634,-0.617594979245103,-0.617594979245103,-0.617594979245103,-0.7170275197846058,-0.7170275197846058,-0.7170275197846058
2018-05-13,-1.4371491219698056,-1.4371491219698056,-1.4371491219698056,-1.5234976782088117,-1.5234976782088117,-1.5234976782088117,-1.3603813279146777,-1.3603813279146777,-1.3603813279146777,-1.4606856880717,-1.4606856880717,-1.4606856880717
2018-05-20,-1.5941364249523542,-1.5941364249523542,-1.5941364249523542,-1.3711342905050061,-1.3711342905050061,-1.3711342905050061,-1.4256825272597247,-1.4256825272597247,-1.4256825272597247,-1.426119382960603,-1.426119382960603,-1.426119382960603
2018-05-27,-1.8520973675055081,-1.8520973675055081,-1.8520973675055081,-1.6812344922429812,-1.6812344922429812,-1.6812344922429812,-1.7509819158058784,-1.7509819158058784,-1.7509819158058784,-1.5289353945114785,-1.5289353945114785,-1.5289353945114785
2018-06-03,-1.5288591475275917,-1.5288591475275917,-1.5288591475275917,-1.6131646850937902,-1.6131646850937902,-1.6131646850937902,-1.409059039364685,-1.409059039364685,-1.409059039364685,-1.7044441150767573,-1.7044441150767573,-1.7044441150767573
2018-06-10,-1.708605538515847,-1.708605538515847,-1.708605538515847,-1.7092321952860883,-1.7092321952860883,-1.7092321952860883,-1.7165318402873075,-1.7165318402873075,-1.7165318402873075,-1.8361588644998053,-1.8361588644998053,-1.8361588644998053
2018-06-17,-2.0508108480738736,-2.0508108480738736,-2.0508108480738736,-2.159266743863077,-2.159266743863077,-2.159266743863077,-2.17138366724974,-2.17138366724974,-2.17138366724974,-2.2515186740830835,-2.2515186740830835,-2.2515186740830835
2018-06-24,-2.086042765245641,-2.086042765245641,-2.086042765245641,-2.0655617118878693,-2.0655617118878693,-2.0655617118878693,-2.0163532216072295,-2.0163532216072295,-2.0163532216072295,-2.0110786444089945,-2.0110786444089945,-2.0110786444089945
2018-07-01,-1.3965866889691403,-1.3965866889691403,-1.3965866889691403,-1.4710721807843687,-1.4710721807843687,-1.4710721807843687,-1.4476922883314878,-1.4476922883314878,-1.4476922883314878,-1.4200200831813115,-1.4200200831813115,-1.4200200831813115
