Date,Vanguard Total Corporate Bond Shares_Open_average,Vanguard Total Corporate Bond Shares_Open_max,Vanguard Total Corporate Bond Shares_Open_min,Vanguard Total Corporate Bond Shares_High_average,Vanguard Total Corporate Bond Shares_High_max,Vanguard Total Corporate Bond Shares_High_min,Vanguard Total Corporate Bond Shares_Low_average,Vanguard Total Corporate Bond Shares_Low_max,Vanguard Total Corporate Bond Shares_Low_min,Vanguard Total Corporate Bond Shares_Close_average,Vanguard Total Corporate Bond Shares_Close_max,Vanguard Total Corporate Bond Shares_Close_min
2018-04-08,-0.5402752057514434,-0.5402752057514434,-0.5402752057514434,-0.5003518135048741,-0.5003518135048741,-0.5003518135048741,-0.3709029819887026,-0.3709029819887026,-0.3709029819887026,-0.40512274189895336,-0.40512274189895336,-0.40512274189895336
2018-04-15,-1.3483266381586971,-1.3483266381586971,-1.3483266381586971,-1.3534952983842514,-1.3534952983842514,-1.3534952983842514,-1.371644779503494,-1.371644779503494,-1.371644779503494,-1.3910863867012908,-1.3910863867012908,-1.3910863867012908
2018-04-22,-1.4348912855531377,-1.4348912855531377,-1.4348912855531377,-1.4720745170237677,-1.4720745170237677,-1.4720745170237677,-1.4689323126501517,-1.4689323126501517,-1.4689323126501517,-1.430668157357606,-1.430668157357606,-1.430668157357606
2018-04-29,-2.1341893993149332,-2.1341893993149332,-2.1341893993149332,-2.127449976443629,-2.127449976443629,-2.127449976443629,-2.055021476441415,-2.055021476441415,-2.055021476441415,-2.0117430151863913,-2.0117430151863913,-2.0117430151863913
2018-05-06,-1.4970761939610409,-1.4970761939610409,-1.4970761939610409,-1.3987973899171684,-1.3987973899171684,-1.3987973899171684,-1.3896307687883203,-1.3896307687883203,-1.3896307687883203,-1.4067423709855804,-1.4067423709855804,-1.4067423709855804
2018-05-13,-1.9813522005473514,-1.9813522005473514,-1.9813522005473514,-1.9223380087623736,-1.9223380087623736,-1.9223380087623736,-1.9433428332150633,-1.9433428332150633,-1.9433428332150633,-1.7866312046658832,-1.7866312046658832,-1.7866312046658832
2018-05-20,-0.5470620146691838,-0.5470620146691838,-0.5470620146691838,-0.6814215317562748,-0.6814215317562748,-0.6814215317562748,-0.4289381473210376,-0.4289381473210376,-0.4289381473210376,-0.5250524471534551,-0.5250524471534551,-0.5250524471534551
2018-05-27,-0.8572153415603004,-0.8572153415603004,-0.8572153415603004,-0.9750846145530421,-0.9750846145530421,-0.9750846145530421,-1.1745040861270652,-1.1745040861270652,-1.1745040861270652,-1.2232553171404699,-1.2232553171404699,-1.2232553171404699
2018-06-03,-1.1687469831061665,-1.1687469831061665,-1.1687469831061665,-1.1751061908483735,-1.1751061908483735,-1.1751061908483735,-1.2956897639810707,-1.2956897639810707,-1.2956897639810707,-1.0447035398650326,-1.0447035398650326,-1.0447035398650326
2018-06-10,-0.6357868713295395,-0.6357868713295395,-0.6357868713295395,-0.738848542811636,-0.738848542811636,-0.738848542811636,-0.8688912105803419,-0.8688912105803419,-0.8688912105803419,-0.8510407545929538,-0.8510407545929538,-0.8510407545929538
