Date,iShares China Large-Cap_Open_average,iShares China Large-Cap_Open_max,iShares China Large-Cap_Open_min,iShares China Large-Cap_High_average,iShares China Large-Cap_High_max,iShares China Large-Cap_High_min,iShares China Large-Cap_Low_average,iShares China Large-Cap_Low_max,iShares China Large-Cap_Low_min,iShares China Large-Cap_Close_average,iShares China Large-Cap_Close_max,iShares China Large-Cap_Close_min
2018-04-08,-0.8746454778907594,-0.8746454778907594,-0.8746454778907594,-0.984289665793762,-0.984289665793762,-0.984289665793762,-0.7433715904733693,-0.7433715904733693,-0.7433715904733693,-0.8130165775308769,-0.8130165775308769,-0.8130165775308769
2018-04-15,-0.886692574157823,-0.886692574157823,-0.886692574157823,-1.0050596221114856,-1.0050596221114856,-1.0050596221114856,-0.7914110070174838,-0.7914110070174838,-0.7914110070174838,-0.9767412942911486,-0.9767412942911486,-0.9767412942911486
2018-04-22,-0.2407437750440301,-0.2407437750440301,-0.2407437750440301,-0.47854650933310555,-0.47854650933310555,-0.47854650933310555,-0.3531181426534704,-0.3531181426534704,-0.3531181426534704,-0.6415339245529021,-0.6415339245529021,-0.6415339245529021
2018-04-29,-0.9774510356211124,-0.9774510356211124,-0.9774510356211124,-1.0784588083124789,-1.0784588083124789,-1.0784588083124789,-0.7079793148181216,-0.7079793148181216,-0.7079793148181216,-0.9490717389343545,-0.9490717389343545,-0.9490717389343545
2018-05-06,0.8504019599399318,0.8504019599399318,0.8504019599399318,0.6789588158412094,0.6789588158412094,0.6789588158412094,0.9052692793665869,0.9052692793665869,0.9052692793665869,0.6716004395271296,0.6716004395271296,0.6716004395271296
2018-05-13,0.539435518384981,0.539435518384981,0.539435518384981,0.4221732215892074,0.4221732215892074,0.4221732215892074,0.6601026191972769,0.6601026191972769,0.6601026191972769,0.5043847936950255,0.5043847936950255,0.5043847936950255
2018-05-20,-0.3954605442187381,-0.3954605442187381,-0.3954605442187381,-0.5741100076507188,-0.5741100076507188,-0.5741100076507188,-0.1808184188123668,-0.1808184188123668,-0.1808184188123668,-0.2742848850053838,-0.2742848850053838,-0.2742848850053838
2018-05-27,0.3337205691737557,0.3337205691737557,0.3337205691737557,0.33407932895113285,0.33407932895113285,0.33407932895113285,0.614329676046686,0.614329676046686,0.614329676046686,0.5267061005519111,0.5267061005519111,0.5267061005519111
2018-06-03,0.6489141832859704,0.6489141832859704,0.6489141832859704,0.6065309101787107,0.6065309101787107,0.6065309101787107,0.9146997229121367,0.9146997229121367,0.9146997229121367,0.7473229389975485,0.7473229389975485,0.7473229389975485
2018-06-10,-1.3304352570250197,-1.3304352570250197,-1.3304352570250197,-1.3950686450404504,-1.3950686450404504,-1.3950686450404504,-1.215947053007824,-1.215947053007824,-1.215947053007824,-1.0952400950514167,-1.0952400950514167,-1.0952400950514167
