Date,iShares MSCI EM ex ChinaEtf_Open_average,iShares MSCI EM ex ChinaEtf_Open_max,iShares MSCI EM ex ChinaEtf_Open_min,iShares MSCI EM ex ChinaEtf_High_average,iShares MSCI EM ex ChinaEtf_High_max,iShares MSCI EM ex ChinaEtf_High_min,iShares MSCI EM ex ChinaEtf_Low_average,iShares MSCI EM ex ChinaEtf_Low_max,iShares MSCI EM ex ChinaEtf_Low_min,iShares MSCI EM ex ChinaEtf_Close_average,iShares MSCI EM ex ChinaEtf_Close_max,iShares MSCI EM ex ChinaEtf_Close_min
2018-05-27,-1.5819600522407204,-1.5819600522407204,-1.5819600522407204,-1.5760927478868094,-1.5760927478868094,-1.5760927478868094,-1.6023359332524216,-1.6023359332524216,-1.6023359332524216,-1.54762643843766,-1.54762643843766,-1.54762643843766
2018-06-03,-1.6325231789864558,-1.6325231789864558,-1.6325231789864558,-1.6207201821193646,-1.6207201821193646,-1.6207201821193646,-1.533938823826954,-1.533938823826954,-1.533938823826954,-1.5393608906659246,-1.5393608906659246,-1.5393608906659246
2018-06-10,-2.158807375531115,-2.158807375531115,-2.158807375531115,-2.1554454652274906,-2.1554454652274906,-2.1554454652274906,-2.079023679552806,-2.079023679552806,-2.079023679552806,-2.0954650907822776,-2.0954650907822776,-2.0954650907822776
2018-06-17,-2.3499659014855645,-2.3499659014855645,-2.3499659014855645,-2.3453135221069332,-2.3453135221069332,-2.3453135221069332,-2.3525908404655613,-2.3525908404655613,-2.3525908404655613,-2.3620898114071833,-2.3620898114071833,-2.3620898114071833
2018-06-24,-1.9781571655309709,-1.9781571655309709,-1.9781571655309709,-1.9304179111891144,-1.9304179111891144,-1.9304179111891144,-1.941718592749789,-1.941718592749789,-1.941718592749789,-1.9368210554172234,-1.9368210554172234,-1.9368210554172234
2018-07-01,-1.7480834438317354,-1.7480834438317354,-1.7480834438317354,-1.6772721529373202,-1.6772721529373202,-1.6772721529373202,-1.7236364271348732,-1.7236364271348732,-1.7236364271348732,-1.6510432703367688,-1.6510432703367688,-1.6510432703367688
2018-07-08,-1.2253883713162952,-1.2253883713162952,-1.2253883713162952,-1.2534564083892246,-1.2534564083892246,-1.2534564083892246,-1.2143832777651387,-1.2143832777651387,-1.2143832777651387,-1.242348068096406,-1.242348068096406,-1.242348068096406
2018-07-15,-0.9985637812022935,-0.9985637812022935,-0.9985637812022935,-0.9700626830144164,-0.9700626830144164,-0.9700626830144164,-0.9762621312586881,-0.9762621312586881,-0.9762621312586881,-0.9586196156382325,-0.9586196156382325,-0.9586196156382325
2018-07-22,-0.4896645127705745,-0.4896645127705745,-0.4896645127705745,-0.5143272284128481,-0.5143272284128481,-0.5143272284128481,-0.46139524407755605,-0.46139524407755605,-0.46139524407755605,-0.4863511075878011,-0.4863511075878011,-0.4863511075878011
2018-07-29,-0.33346512830560915,-0.33346512830560915,-0.33346512830560915,-0.35781655790616423,-0.35781655790616423,-0.35781655790616423,-0.30201456319799586,-0.30201456319799586,-0.30201456319799586,-0.3272592245763799,-0.3272592245763799,-0.3272592245763799
2018-08-05,-0.9507323843198994,-0.9507323843198994,-0.9507323843198994,-0.9735556905994771,-0.9735556905994771,-0.9735556905994771,-0.969826961254329,-0.969826961254329,-0.969826961254329,-0.9570291969704765,-0.9570291969704765,-0.9570291969704765
2018-08-12,-1.4276457097485962,-1.4276457097485962,-1.4276457097485962,-1.3090685618636062,-1.3090685618636062,-1.3090685618636062,-1.4244787220131334,-1.4244787220131334,-1.4244787220131334,-1.303056014959393,-1.303056014959393,-1.303056014959393
2018-08-19,-0.6393149778242686,-0.6393149778242686,-0.6393149778242686,-0.6798616769622502,-0.6798616769622502,-0.6798616769622502,-0.6208106855692462,-0.6208106855692462,-0.6208106855692462,-0.6629432595919021,-0.6629432595919021,-0.6629432595919021
2018-08-26,-0.6569074560789392,-0.6569074560789392,-0.6569074560789392,-0.6683225528530807,-0.6683225528530807,-0.6683225528530807,-0.6395526753050181,-0.6395526753050181,-0.6395526753050181,-0.6621363163402296,-0.6621363163402296,-0.6621363163402296
2018-09-02,-1.1226615237234467,-1.1226615237234467,-1.1226615237234467,-1.1682308717511087,-1.1682308717511087,-1.1682308717511087,-1.2636986271105117,-1.2636986271105117,-1.2636986271105117,-1.2479224314682251,-1.2479224314682251,-1.2479224314682251
2018-09-09,-0.8683732200487222,-0.8683732200487222,-0.8683732200487222,-0.9270839917166512,-0.9270839917166512,-0.9270839917166512,-0.9491853163146896,-0.9491853163146896,-0.9491853163146896,-0.9139110730390588,-0.9139110730390588,-0.9139110730390588
2018-09-16,-0.2465668801070572,-0.2465668801070572,-0.2465668801070572,-0.292858226552894,-0.292858226552894,-0.292858226552894,-0.2152597377971061,-0.2152597377971061,-0.2152597377971061,-0.2745933956209522,-0.2745933956209522,-0.2745933956209522
2018-09-23,-0.2642424258713249,-0.2642424258713249,-0.2642424258713249,-0.1100031922231636,-0.1100031922231636,-0.1100031922231636,-0.21170750268151342,-0.21170750268151342,-0.21170750268151342,-0.10732500428958673,-0.10732500428958673,-0.10732500428958673
2018-09-30,-1.7051555864820787,-1.7051555864820787,-1.7051555864820787,-1.8050107511507258,-1.8050107511507258,-1.8050107511507258,-1.7036400416464557,-1.7036400416464557,-1.7036400416464557,-1.810939044639996,-1.810939044639996,-1.810939044639996
2018-10-07,-1.8879851793706024,-1.8879851793706024,-1.8879851793706024,-1.9795527600414637,-1.9795527600414637,-1.9795527600414637,-1.827190742351774,-1.827190742351774,-1.827190742351774,-1.9190802660927115,-1.9190802660927115,-1.9190802660927115
2018-10-14,-1.6642721505497353,-1.6642721505497353,-1.6642721505497353,-1.7358343735452608,-1.7358343735452608,-1.7358343735452608,-1.9008635621461265,-1.9008635621461265,-1.9008635621461265,-1.981156189936702,-1.981156189936702,-1.981156189936702
2018-10-21,-2.7870634177048843,-2.7870634177048843,-2.7870634177048843,-2.6045785164629303,-2.6045785164629303,-2.6045785164629303,-2.664762951270221,-2.664762951270221,-2.664762951270221,-2.60115031079457,-2.60115031079457,-2.60115031079457
2018-10-28,-0.6083383578177468,-0.6083383578177468,-0.6083383578177468,-0.7040195090229064,-0.7040195090229064,-0.7040195090229064,-0.9778932839340098,-0.9778932839340098,-0.9778932839340098,-0.9639746546657054,-0.9639746546657054,-0.9639746546657054
2018-11-04,-0.6522541004792917,-0.6522541004792917,-0.6522541004792917,-0.7470663007410344,-0.7470663007410344,-0.7470663007410344,-0.5610861969876433,-0.5610861969876433,-0.5610861969876433,-0.6343707077490155,-0.6343707077490155,-0.6343707077490155
2018-11-11,-1.1595011537929016,-1.1595011537929016,-1.1595011537929016,-1.260993498199783,-1.260993498199783,-1.260993498199783,-1.0568668705951914,-1.0568668705951914,-1.0568668705951914,-1.132030094980453,-1.132030094980453,-1.132030094980453
2018-11-18,-1.4369933217055542,-1.4369933217055542,-1.4369933217055542,-1.4699263766029353,-1.4699263766029353,-1.4699263766029353,-1.3394812519369474,-1.3394812519369474,-1.3394812519369474,-1.364021595692768,-1.364021595692768,-1.364021595692768
2018-11-25,-0.6241224861962081,-0.6241224861962081,-0.6241224861962081,-0.6923566225245781,-0.6923566225245781,-0.6923566225245781,-0.5920400776805921,-0.5920400776805921,-0.5920400776805921,-0.6479743619164596,-0.6479743619164596,-0.6479743619164596
2018-12-02,-0.6772503450938733,-0.6772503450938733,-0.6772503450938733,-0.74388898340404,-0.74388898340404,-0.74388898340404,-1.0903142606173155,-1.0903142606173155,-1.0903142606173155,-1.1456944650060463,-1.1456944650060463,-1.1456944650060463
2018-12-09,-1.3027735372472364,-1.3027735372472364,-1.3027735372472364,-1.3666844534272702,-1.3666844534272702,-1.3666844534272702,-1.1702070710905452,-1.1702070710905452,-1.1702070710905452,-1.2087291420862099,-1.2087291420862099,-1.2087291420862099
2018-12-16,-1.664779077111273,-1.664779077111273,-1.664779077111273,-1.6271423635642082,-1.6271423635642082,-1.6271423635642082,-1.7837981528012565,-1.7837981528012565,-1.7837981528012565,-1.820132488982276,-1.820132488982276,-1.820132488982276
2018-12-23,-1.255364102795379,-1.255364102795379,-1.255364102795379,-1.2520143627275304,-1.2520143627275304,-1.2520143627275304,-1.1091405185093723,-1.1091405185093723,-1.1091405185093723,-1.085296308233752,-1.085296308233752,-1.085296308233752
2018-12-30,-0.8016616907912512,-0.8016616907912512,-0.8016616907912512,-0.7008741616095124,-0.7008741616095124,-0.7008741616095124,-0.6762857963691373,-0.6762857963691373,-0.6762857963691373,-0.5433933964077879,-0.5433933964077879,-0.5433933964077879
2019-01-06,-0.009257217696780616,-0.009257217696780616,-0.009257217696780616,0.06086700376614457,0.06086700376614457,0.06086700376614457,0.10513186133120185,0.10513186133120185,0.10513186133120185,0.17953887009683214,0.17953887009683214,0.17953887009683214
2019-01-13,0.7508058337742781,0.7508058337742781,0.7508058337742781,0.788455272311087,0.788455272311087,0.788455272311087,0.8335781375279507,0.8335781375279507,0.8335781375279507,0.7826628546979049,0.7826628546979049,0.7826628546979049
2019-01-20,1.2817636938277854,1.2817636938277854,1.2817636938277854,1.293736401710032,1.293736401710032,1.293736401710032,1.3187640608554945,1.3187640608554945,1.3187640608554945,1.29218294785201,1.29218294785201,1.29218294785201
2019-01-27,1.5513249769059823,1.5513249769059823,1.5513249769059823,1.584267802143901,1.584267802143901,1.584267802143901,1.5601758284891043,1.5601758284891043,1.5601758284891043,1.5313993148727065,1.5313993148727065,1.5313993148727065
2019-02-03,1.1422183881582582,1.1422183881582582,1.1422183881582582,1.1742610280560135,1.1742610280560135,1.1742610280560135,1.109294357274787,1.109294357274787,1.109294357274787,1.071810983237725,1.071810983237725,1.071810983237725
2019-02-10,0.9609794364087507,0.9609794364087507,0.9609794364087507,0.9490239782731362,0.9490239782731362,0.9490239782731362,1.064051451072162,1.064051451072162,1.064051451072162,1.0496862767612132,1.0496862767612132,1.0496862767612132
2019-02-17,1.4423255025922828,1.4423255025922828,1.4423255025922828,1.518243819902637,1.518243819902637,1.518243819902637,1.517029746159021,1.517029746159021,1.517029746159021,1.5693349579400446,1.5693349579400446,1.5693349579400446
2019-02-24,0.7919944938640323,0.7919944938640323,0.7919944938640323,0.7667555136219039,0.7667555136219039,0.7667555136219039,0.8759830750086636,0.8759830750086636,0.8759830750086636,0.8531755452860339,0.8531755452860339,0.8531755452860339
2019-03-03,0.558354241452508,0.558354241452508,0.558354241452508,0.5205787817519175,0.5205787817519175,0.5205787817519175,0.3807788112288161,0.3807788112288161,0.3807788112288161,0.34647517007910805,0.34647517007910805,0.34647517007910805
2019-03-10,0.9033287110491254,0.9033287110491254,0.9033287110491254,1.0948189117631486,1.0948189117631486,1.0948189117631486,0.9760549279754195,0.9760549279754195,0.9760549279754195,1.1345209948759705,1.1345209948759705,1.1345209948759705
2019-03-17,1.0928217325115817,1.0928217325115817,1.0928217325115817,1.0541611819661998,1.0541611819661998,1.0541611819661998,0.7524593278816796,0.7524593278816796,0.7524593278816796,0.8321564541685964,0.8321564541685964,0.8321564541685964
2019-03-24,0.7753155257586976,0.7753155257586976,0.7753155257586976,0.7316812925366893,0.7316812925366893,0.7316812925366893,0.8554231939734146,0.8554231939734146,0.8554231939734146,0.8113376142657474,0.8113376142657474,0.8113376142657474
2019-03-31,1.4441254006422548,1.4441254006422548,1.4441254006422548,1.439976105389114,1.439976105389114,1.439976105389114,1.4902685176712218,1.4902685176712218,1.4902685176712218,1.4624490508492747,1.4624490508492747,1.4624490508492747
2019-04-07,1.58308228073795,1.58308228073795,1.58308228073795,1.5762664427328188,1.5762664427328188,1.5762664427328188,1.4991099252110778,1.4991099252110778,1.4991099252110778,1.4714703004227265,1.4714703004227265,1.4714703004227265
2019-04-14,1.352248245142781,1.352248245142781,1.352248245142781,1.3568345411193115,1.3568345411193115,1.3568345411193115,1.389804709789026,1.389804709789026,1.389804709789026,1.3731303210220946,1.3731303210220946,1.3731303210220946
2019-04-21,0.952904677540249,0.952904677540249,0.952904677540249,0.9990074902054041,0.9990074902054041,0.9990074902054041,0.9983796677687055,0.9983796677687055,0.9983796677687055,0.999918394258589,0.999918394258589,0.999918394258589
