Date,Wisdom Tree International Dividend Ex-FinancialsEtf_Open_average,Wisdom Tree International Dividend Ex-FinancialsEtf_Open_max,Wisdom Tree International Dividend Ex-FinancialsEtf_Open_min,Wisdom Tree International Dividend Ex-FinancialsEtf_High_average,Wisdom Tree International Dividend Ex-FinancialsEtf_High_max,Wisdom Tree International Dividend Ex-FinancialsEtf_High_min,Wisdom Tree International Dividend Ex-FinancialsEtf_Low_average,Wisdom Tree International Dividend Ex-FinancialsEtf_Low_max,Wisdom Tree International Dividend Ex-FinancialsEtf_Low_min,Wisdom Tree International Dividend Ex-FinancialsEtf_Close_average,Wisdom Tree International Dividend Ex-FinancialsEtf_Close_max,Wisdom Tree International Dividend Ex-FinancialsEtf_Close_min
2018-05-27,-0.7154217905022568,-0.7154217905022568,-0.7154217905022568,-0.7533790276413282,-0.7533790276413282,-0.7533790276413282,-0.6317068501907089,-0.6317068501907089,-0.6317068501907089,-0.7310348919017184,-0.7310348919017184,-0.7310348919017184
2018-06-03,-0.1917735878185485,-0.1917735878185485,-0.1917735878185485,-0.26444442345439595,-0.26444442345439595,-0.26444442345439595,-0.08749311291906409,-0.08749311291906409,-0.08749311291906409,-0.21214583942002863,-0.21214583942002863,-0.21214583942002863
2018-06-10,-0.374066884506036,-0.374066884506036,-0.374066884506036,-0.5264986533840853,-0.5264986533840853,-0.5264986533840853,-0.3225446326784717,-0.3225446326784717,-0.3225446326784717,-0.4307487666021876,-0.4307487666021876,-0.4307487666021876
2018-06-17,-0.9734747655183107,-0.9734747655183107,-0.9734747655183107,-1.0542659465358393,-1.0542659465358393,-1.0542659465358393,-0.8214850001636733,-0.8214850001636733,-0.8214850001636733,-1.0131416146069903,-1.0131416146069903,-1.0131416146069903
2018-06-24,-2.1219434104555392,-2.1219434104555392,-2.1219434104555392,-2.2015701851155707,-2.2015701851155707,-2.2015701851155707,-2.0187276896932116,-2.0187276896932116,-2.0187276896932116,-2.196990677169319,-2.196990677169319,-2.196990677169319
2018-07-01,-1.0076529992290366,-1.0076529992290366,-1.0076529992290366,-0.9362125939087487,-0.9362125939087487,-0.9362125939087487,-0.8320652001572952,-0.8320652001572952,-0.8320652001572952,-0.7882373842814101,-0.7882373842814101,-0.7882373842814101
2018-07-08,-1.2426044505032023,-1.2426044505032023,-1.2426044505032023,-1.3158101206202533,-1.3158101206202533,-1.3158101206202533,-1.0769610796255693,-1.0769610796255693,-1.0769610796255693,-1.14133384200843,-1.14133384200843,-1.14133384200843
2018-07-15,-1.4438277051530908,-1.4438277051530908,-1.4438277051530908,-1.329111724885441,-1.329111724885441,-1.329111724885441,-1.2851717766775643,-1.2851717766775643,-1.2851717766775643,-1.1583695439652955,-1.1583695439652955,-1.1583695439652955
2018-07-22,-0.3945621119502446,-0.3945621119502446,-0.3945621119502446,-0.39900306657272405,-0.39900306657272405,-0.39900306657272405,-0.4119065117178618,-0.4119065117178618,-0.4119065117178618,-0.4849196683597729,-0.4849196683597729,-0.4849196683597729
2018-07-29,-0.8226797644764525,-0.8226797644764525,-0.8226797644764525,-0.7303844641039018,-0.7303844641039018,-0.7303844641039018,-0.7077994395785354,-0.7077994395785354,-0.7077994395785354,-0.5684722849928338,-0.5684722849928338,-0.5684722849928338
2018-08-05,-1.572497697995334,-1.572497697995334,-1.572497697995334,-1.6775842750417682,-1.6775842750417682,-1.6775842750417682,-1.5868760428395239,-1.5868760428395239,-1.5868760428395239,-1.7034662218838375,-1.7034662218838375,-1.7034662218838375
2018-08-12,-1.9266544642184933,-1.9266544642184933,-1.9266544642184933,-1.7452119772949957,-1.7452119772949957,-1.7452119772949957,-1.857384861475521,-1.857384861475521,-1.857384861475521,-1.6513982735238084,-1.6513982735238084,-1.6513982735238084
2018-08-19,-0.9667207922817953,-0.9667207922817953,-0.9667207922817953,-1.0084156759156109,-1.0084156759156109,-1.0084156759156109,-0.9101023697433521,-0.9101023697433521,-0.9101023697433521,-0.9528815162522806,-0.9528815162522806,-0.9528815162522806
2018-08-26,-0.9646911951142622,-0.9646911951142622,-0.9646911951142622,-1.1061211776624675,-1.1061211776624675,-1.1061211776624675,-1.231619816625435,-1.231619816625435,-1.231619816625435,-1.2538918092757907,-1.2538918092757907,-1.2538918092757907
