Date,WisdomTree Emerging Markets Consumer GrowthEtf_Open_average,WisdomTree Emerging Markets Consumer GrowthEtf_Open_max,WisdomTree Emerging Markets Consumer GrowthEtf_Open_min,WisdomTree Emerging Markets Consumer GrowthEtf_High_average,WisdomTree Emerging Markets Consumer GrowthEtf_High_max,WisdomTree Emerging Markets Consumer GrowthEtf_High_min,WisdomTree Emerging Markets Consumer GrowthEtf_Low_average,WisdomTree Emerging Markets Consumer GrowthEtf_Low_max,WisdomTree Emerging Markets Consumer GrowthEtf_Low_min,WisdomTree Emerging Markets Consumer GrowthEtf_Close_average,WisdomTree Emerging Markets Consumer GrowthEtf_Close_max,WisdomTree Emerging Markets Consumer GrowthEtf_Close_min
2018-04-08,-1.0446601128318784,-1.0446601128318784,-1.0446601128318784,-1.2063091700037893,-1.2063091700037893,-1.2063091700037893,-0.8436255568627652,-0.8436255568627652,-0.8436255568627652,-1.003458427876652,-1.003458427876652,-1.003458427876652
2018-04-15,-1.5311331612068388,-1.5311331612068388,-1.5311331612068388,-1.6064995192599636,-1.6064995192599636,-1.6064995192599636,-1.2952572157407434,-1.2952572157407434,-1.2952572157407434,-1.4874110166751318,-1.4874110166751318,-1.4874110166751318
2018-04-22,-1.7554664170600602,-1.7554664170600602,-1.7554664170600602,-1.6641731601673477,-1.6641731601673477,-1.6641731601673477,-1.4804528619290012,-1.4804528619290012,-1.4804528619290012,-1.5830559070648076,-1.5830559070648076,-1.5830559070648076
2018-04-29,-1.9261478439267887,-1.9261478439267887,-1.9261478439267887,-1.8377938842210928,-1.8377938842210928,-1.8377938842210928,-1.6628069669289403,-1.6628069669289403,-1.6628069669289403,-1.7516437312732929,-1.7516437312732929,-1.7516437312732929
2018-05-06,-1.3839787700020734,-1.3839787700020734,-1.3839787700020734,-1.4321022734033646,-1.4321022734033646,-1.4321022734033646,-1.2788715052173791,-1.2788715052173791,-1.2788715052173791,-1.317227778905642,-1.317227778905642,-1.317227778905642
2018-05-13,-1.7965799566770007,-1.7965799566770007,-1.7965799566770007,-1.8199185391918533,-1.8199185391918533,-1.8199185391918533,-1.819109191306911,-1.819109191306911,-1.819109191306911,-1.7545739281924204,-1.7545739281924204,-1.7545739281924204
2018-05-20,-1.4396133955419452,-1.4396133955419452,-1.4396133955419452,-1.4363044314140185,-1.4363044314140185,-1.4363044314140185,-1.4361277281146445,-1.4361277281146445,-1.4361277281146445,-1.475006693253858,-1.475006693253858,-1.475006693253858
2018-05-27,-1.3629021937138526,-1.3629021937138526,-1.3629021937138526,-1.2780516070652017,-1.2780516070652017,-1.2780516070652017,-1.2877182794761217,-1.2877182794761217,-1.2877182794761217,-1.2751034137767392,-1.2751034137767392,-1.2751034137767392
2018-06-03,-1.3067824158676906,-1.3067824158676906,-1.3067824158676906,-1.2210959100408363,-1.2210959100408363,-1.2210959100408363,-1.2912781139284453,-1.2912781139284453,-1.2912781139284453,-1.1599119384610006,-1.1599119384610006,-1.1599119384610006
2018-06-10,-1.5164493748835166,-1.5164493748835166,-1.5164493748835166,-1.5714901675428863,-1.5714901675428863,-1.5714901675428863,-1.655487049124752,-1.655487049124752,-1.655487049124752,-1.6515799006456517,-1.6515799006456517,-1.6515799006456517
2018-06-17,-1.680055401806152,-1.680055401806152,-1.680055401806152,-1.6723812219173166,-1.6723812219173166,-1.6723812219173166,-1.6364099476029144,-1.6364099476029144,-1.6364099476029144,-1.661291021295533,-1.661291021295533,-1.661291021295533
2018-06-24,-1.760561373498811,-1.760561373498811,-1.760561373498811,-1.8373474610548475,-1.8373474610548475,-1.8373474610548475,-1.8282392922093313,-1.8282392922093313,-1.8282392922093313,-1.840106501148091,-1.840106501148091,-1.840106501148091
2018-07-01,-1.415770937446644,-1.415770937446644,-1.415770937446644,-1.459995744895546,-1.459995744895546,-1.459995744895546,-1.3955435231357083,-1.3955435231357083,-1.3955435231357083,-1.439047694553271,-1.439047694553271,-1.439047694553271
2018-07-08,-1.1685305230567664,-1.1685305230567664,-1.1685305230567664,-1.1596858497356464,-1.1596858497356464,-1.1596858497356464,-1.0981599769558135,-1.0981599769558135,-1.0981599769558135,-1.1705303031631455,-1.1705303031631455,-1.1705303031631455
2018-07-15,-1.1035611581083824,-1.1035611581083824,-1.1035611581083824,-1.1391144533374409,-1.1391144533374409,-1.1391144533374409,-1.099203416585541,-1.099203416585541,-1.099203416585541,-1.106910500002015,-1.106910500002015,-1.106910500002015
2018-07-22,-0.7329760339368524,-0.7329760339368524,-0.7329760339368524,-0.7661958387774318,-0.7661958387774318,-0.7661958387774318,-0.7201222702500354,-0.7201222702500354,-0.7201222702500354,-0.8017476410492239,-0.8017476410492239,-0.8017476410492239
2018-07-29,-1.1496695328987934,-1.1496695328987934,-1.1496695328987934,-0.9267452535884901,-0.9267452535884901,-0.9267452535884901,-1.0749139002801824,-1.0749139002801824,-1.0749139002801824,-0.887964547900949,-0.887964547900949,-0.887964547900949
2018-08-05,-1.40806171738071,-1.40806171738071,-1.40806171738071,-1.462062608260258,-1.462062608260258,-1.462062608260258,-1.582071643617264,-1.582071643617264,-1.582071643617264,-1.5925618216066368,-1.5925618216066368,-1.5925618216066368
2018-08-12,-2.007525212024647,-2.007525212024647,-2.007525212024647,-1.7412059886289333,-1.7412059886289333,-1.7412059886289333,-1.9251736629493472,-1.9251736629493472,-1.9251736629493472,-1.715759339409621,-1.715759339409621,-1.715759339409621
2018-08-19,-0.9967433528233755,-0.9967433528233755,-0.9967433528233755,-1.0803174781450207,-1.0803174781450207,-1.0803174781450207,-1.025945471433978,-1.025945471433978,-1.025945471433978,-1.0410791486115232,-1.0410791486115232,-1.0410791486115232
2018-08-26,-1.209935422198486,-1.209935422198486,-1.209935422198486,-1.2600857006373083,-1.2600857006373083,-1.2600857006373083,-1.129710635300866,-1.129710635300866,-1.129710635300866,-1.2211196491298189,-1.2211196491298189,-1.2211196491298189
2018-09-02,-2.103356518397996,-2.103356518397996,-2.103356518397996,-2.22683540363641,-2.22683540363641,-2.22683540363641,-2.1575466579809146,-2.1575466579809146,-2.1575466579809146,-2.326261348472285,-2.326261348472285,-2.326261348472285
2018-09-09,-1.349326289388625,-1.349326289388625,-1.349326289388625,-1.488421935012957,-1.488421935012957,-1.488421935012957,-1.535630245279442,-1.535630245279442,-1.535630245279442,-1.5707246967334525,-1.5707246967334525,-1.5707246967334525
2018-09-16,-0.7634104346704992,-0.7634104346704992,-0.7634104346704992,-0.7798480608662086,-0.7798480608662086,-0.7798480608662086,-0.6830395466951243,-0.6830395466951243,-0.6830395466951243,-0.697435506428817,-0.697435506428817,-0.697435506428817
2018-09-23,-1.131418732342065,-1.131418732342065,-1.131418732342065,-1.2472246327462422,-1.2472246327462422,-1.2472246327462422,-1.1379806502578096,-1.1379806502578096,-1.1379806502578096,-1.2363930664221088,-1.2363930664221088,-1.2363930664221088
2018-09-30,-1.7964190191017069,-1.7964190191017069,-1.7964190191017069,-1.8659646503398772,-1.8659646503398772,-1.8659646503398772,-1.88776429439156,-1.88776429439156,-1.88776429439156,-1.9266498063379147,-1.9266498063379147,-1.9266498063379147
