Date,Deutsche X-trackers Harvest CSI 500Etf_Open_average,Deutsche X-trackers Harvest CSI 500Etf_Open_max,Deutsche X-trackers Harvest CSI 500Etf_Open_min,Deutsche X-trackers Harvest CSI 500Etf_High_average,Deutsche X-trackers Harvest CSI 500Etf_High_max,Deutsche X-trackers Harvest CSI 500Etf_High_min,Deutsche X-trackers Harvest CSI 500Etf_Low_average,Deutsche X-trackers Harvest CSI 500Etf_Low_max,Deutsche X-trackers Harvest CSI 500Etf_Low_min,Deutsche X-trackers Harvest CSI 500Etf_Close_average,Deutsche X-trackers Harvest CSI 500Etf_Close_max,Deutsche X-trackers Harvest CSI 500Etf_Close_min
2018-05-27,-1.5291118393000511,-1.5291118393000511,-1.5291118393000511,-1.5171581406636787,-1.5171581406636787,-1.5171581406636787,-1.2010320427669685,-1.2010320427669685,-1.2010320427669685,-1.3064159089342742,-1.3064159089342742,-1.3064159089342742
2018-06-03,-1.5989003776663964,-1.5989003776663964,-1.5989003776663964,-1.5923653251006713,-1.5923653251006713,-1.5923653251006713,-1.3703245838479765,-1.3703245838479765,-1.3703245838479765,-1.5109937713194888,-1.5109937713194888,-1.5109937713194888
2018-06-10,-2.26184001352758,-2.26184001352758,-2.26184001352758,-2.322164404791166,-2.322164404791166,-2.322164404791166,-2.157291727626016,-2.157291727626016,-2.157291727626016,-2.3151607904880347,-2.3151607904880347,-2.3151607904880347
2018-06-17,-2.9825203543272423,-2.9825203543272423,-2.9825203543272423,-2.963811252385941,-2.963811252385941,-2.963811252385941,-2.753575494104908,-2.753575494104908,-2.753575494104908,-2.8838786023348364,-2.8838786023348364,-2.8838786023348364
2018-06-24,-2.5006426860301003,-2.5006426860301003,-2.5006426860301003,-2.473146052353438,-2.473146052353438,-2.473146052353438,-2.4997618173418843,-2.4997618173418843,-2.4997618173418843,-2.447160090161495,-2.447160090161495,-2.447160090161495
2018-07-01,-2.4300980396138603,-2.4300980396138603,-2.4300980396138603,-2.4167045416564235,-2.4167045416564235,-2.4167045416564235,-2.405455473725874,-2.405455473725874,-2.405455473725874,-2.400762005511857,-2.400762005511857,-2.400762005511857
2018-07-08,-1.7960824403846536,-1.7960824403846536,-1.7960824403846536,-1.7702247661936223,-1.7702247661936223,-1.7702247661936223,-1.745924191253422,-1.745924191253422,-1.745924191253422,-1.7297357146246386,-1.7297357146246386,-1.7297357146246386
2018-07-15,-1.677217764814229,-1.677217764814229,-1.677217764814229,-1.6663997861233126,-1.6663997861233126,-1.6663997861233126,-1.6578205359467364,-1.6578205359467364,-1.6578205359467364,-1.640673415280106,-1.640673415280106,-1.640673415280106
2018-07-22,-1.3958527598734853,-1.3958527598734853,-1.3958527598734853,-1.4105479223653294,-1.4105479223653294,-1.4105479223653294,-1.3934541236483262,-1.3934541236483262,-1.3934541236483262,-1.4083752172557087,-1.4083752172557087,-1.4083752172557087
2018-07-29,-1.7507460922677718,-1.7507460922677718,-1.7507460922677718,-1.7451851445809825,-1.7451851445809825,-1.7451851445809825,-1.7453425373199505,-1.7453425373199505,-1.7453425373199505,-1.745972027681555,-1.745972027681555,-1.745972027681555
