Date,iShares Edge MSCI Intl Value FactorEtf_Open_average,iShares Edge MSCI Intl Value FactorEtf_Open_max,iShares Edge MSCI Intl Value FactorEtf_Open_min,iShares Edge MSCI Intl Value FactorEtf_High_average,iShares Edge MSCI Intl Value FactorEtf_High_max,iShares Edge MSCI Intl Value FactorEtf_High_min,iShares Edge MSCI Intl Value FactorEtf_Low_average,iShares Edge MSCI Intl Value FactorEtf_Low_max,iShares Edge MSCI Intl Value FactorEtf_Low_min,iShares Edge MSCI Intl Value FactorEtf_Close_average,iShares Edge MSCI Intl Value FactorEtf_Close_max,iShares Edge MSCI Intl Value FactorEtf_Close_min
2018-05-27,-0.6265864793915726,-0.6265864793915726,-0.6265864793915726,-0.7439208505262486,-0.7439208505262486,-0.7439208505262486,-0.6587463202435341,-0.6587463202435341,-0.6587463202435341,-0.7482970097921898,-0.7482970097921898,-0.7482970097921898
2018-06-03,-0.3977419659439457,-0.3977419659439457,-0.3977419659439457,-0.4102077685153698,-0.4102077685153698,-0.4102077685153698,-0.3057486561581499,-0.3057486561581499,-0.3057486561581499,-0.34608808735391916,-0.34608808735391916,-0.34608808735391916
2018-06-10,-0.6473637851036829,-0.6473637851036829,-0.6473637851036829,-0.8498058606809151,-0.8498058606809151,-0.8498058606809151,-0.6118691545040172,-0.6118691545040172,-0.6118691545040172,-0.7158882707792471,-0.7158882707792471,-0.7158882707792471
2018-06-17,-2.1116106101763665,-2.1116106101763665,-2.1116106101763665,-2.1677170991998027,-2.1677170991998027,-2.1677170991998027,-1.7557678150208496,-1.7557678150208496,-1.7557678150208496,-2.0635952991990414,-2.0635952991990414,-2.0635952991990414
2018-06-24,-2.2216500895533247,-2.2216500895533247,-2.2216500895533247,-2.3042498051187805,-2.3042498051187805,-2.3042498051187805,-2.149055590825972,-2.149055590825972,-2.149055590825972,-2.2650821220333386,-2.2650821220333386,-2.2650821220333386
2018-07-01,-1.8229404891785965,-1.8229404891785965,-1.8229404891785965,-1.7789777375995683,-1.7789777375995683,-1.7789777375995683,-1.687471331253303,-1.687471331253303,-1.687471331253303,-1.632378760764555,-1.632378760764555,-1.632378760764555
2018-07-08,-1.744831110904899,-1.744831110904899,-1.744831110904899,-1.8044513173911454,-1.8044513173911454,-1.8044513173911454,-1.6760657850226903,-1.6760657850226903,-1.6760657850226903,-1.6630642310721413,-1.6630642310721413,-1.6630642310721413
2018-07-15,-1.4415008195261845,-1.4415008195261845,-1.4415008195261845,-1.4296402754387085,-1.4296402754387085,-1.4296402754387085,-1.3354812523424364,-1.3354812523424364,-1.3354812523424364,-1.3646010060350808,-1.3646010060350808,-1.3646010060350808
2018-07-22,-0.41496510660852565,-0.41496510660852565,-0.41496510660852565,-0.4915544503377358,-0.4915544503377358,-0.4915544503377358,-0.48050509297478206,-0.48050509297478206,-0.48050509297478206,-0.5175232180584406,-0.5175232180584406,-0.5175232180584406
2018-07-29,-1.004711769727625,-1.004711769727625,-1.004711769727625,-0.9114920013118724,-0.9114920013118724,-0.9114920013118724,-0.8984667523595126,-0.8984667523595126,-0.8984667523595126,-0.7943494331337023,-0.7943494331337023,-0.7943494331337023
2018-08-05,-1.459352232994953,-1.459352232994953,-1.459352232994953,-1.5368759766917786,-1.5368759766917786,-1.5368759766917786,-1.460477104111361,-1.460477104111361,-1.460477104111361,-1.494214494584885,-1.494214494584885,-1.494214494584885
2018-08-12,-1.7742832251025482,-1.7742832251025482,-1.7742832251025482,-1.676956780505343,-1.676956780505343,-1.676956780505343,-1.721811275728583,-1.721811275728583,-1.721811275728583,-1.674440612348192,-1.674440612348192,-1.674440612348192
2018-08-19,-1.150977939062118,-1.150977939062118,-1.150977939062118,-1.2064389543876983,-1.2064389543876983,-1.2064389543876983,-1.0991858080722037,-1.0991858080722037,-1.0991858080722037,-1.1899160321291535,-1.1899160321291535,-1.1899160321291535
2018-08-26,-1.061905846932307,-1.061905846932307,-1.061905846932307,-1.1105592116623002,-1.1105592116623002,-1.1105592116623002,-1.191689988373474,-1.191689988373474,-1.191689988373474,-1.1783861035913772,-1.1783861035913772,-1.1783861035913772
2018-09-02,-1.6888055937166908,-1.6888055937166908,-1.6888055937166908,-1.6692764648401495,-1.6692764648401495,-1.6692764648401495,-1.6679119927011143,-1.6679119927011143,-1.6679119927011143,-1.6490156271381304,-1.6490156271381304,-1.6490156271381304
