Date,Credit Suisse X Links Gold Shares Covered Call_Open_average,Credit Suisse X Links Gold Shares Covered Call_Open_max,Credit Suisse X Links Gold Shares Covered Call_Open_min,Credit Suisse X Links Gold Shares Covered Call_High_average,Credit Suisse X Links Gold Shares Covered Call_High_max,Credit Suisse X Links Gold Shares Covered Call_High_min,Credit Suisse X Links Gold Shares Covered Call_Low_average,Credit Suisse X Links Gold Shares Covered Call_Low_max,Credit Suisse X Links Gold Shares Covered Call_Low_min,Credit Suisse X Links Gold Shares Covered Call_Close_average,Credit Suisse X Links Gold Shares Covered Call_Close_max,Credit Suisse X Links Gold Shares Covered Call_Close_min
2018-04-08,1.0280158710025256,1.0280158710025256,1.0280158710025256,0.8373182125953356,0.8373182125953356,0.8373182125953356,0.771328989357563,0.771328989357563,0.771328989357563,0.4425672922851549,0.4425672922851549,0.4425672922851549
2018-04-15,-0.7305663162388449,-0.7305663162388449,-0.7305663162388449,-1.2158500639261949,-1.2158500639261949,-1.2158500639261949,-1.3627670177712718,-1.3627670177712718,-1.3627670177712718,-1.3455718598121948,-1.3455718598121948,-1.3455718598121948
2018-04-22,-1.3479528087996264,-1.3479528087996264,-1.3479528087996264,-1.4962824982042804,-1.4962824982042804,-1.4962824982042804,-1.4765433214708412,-1.4765433214708412,-1.4765433214708412,-1.595858755830774,-1.595858755830774,-1.595858755830774
2018-04-29,-1.5385487265022388,-1.5385487265022388,-1.5385487265022388,-1.7230785934558905,-1.7230785934558905,-1.7230785934558905,-1.3411133573978846,-1.3411133573978846,-1.3411133573978846,-1.616654824975313,-1.616654824975313,-1.616654824975313
2018-05-06,-0.30391085955600833,-0.30391085955600833,-0.30391085955600833,-0.5916254317102289,-0.5916254317102289,-0.5916254317102289,-0.9794263719645129,-0.9794263719645129,-0.9794263719645129,-1.2068902575927165,-1.2068902575927165,-1.2068902575927165
2018-05-13,-2.6020697518608755,-2.6020697518608755,-2.6020697518608755,-2.5727451778646957,-2.5727451778646957,-2.5727451778646957,-2.539444644932575,-2.539444644932575,-2.539444644932575,-2.513358220457849,-2.513358220457849,-2.513358220457849
2018-05-20,-1.3071961143804363,-1.3071961143804363,-1.3071961143804363,-1.505134895150413,-1.505134895150413,-1.505134895150413,-1.5974235541264374,-1.5974235541264374,-1.5974235541264374,-1.5245726684684682,-1.5245726684684682,-1.5245726684684682
2018-05-27,-1.740180157057959,-1.740180157057959,-1.740180157057959,-1.6126806956703164,-1.6126806956703164,-1.6126806956703164,-1.611749636368785,-1.611749636368785,-1.611749636368785,-1.622684523244179,-1.622684523244179,-1.622684523244179
2018-06-03,-0.9251474806051386,-0.9251474806051386,-0.9251474806051386,-1.0756284712482098,-1.0756284712482098,-1.0756284712482098,-1.1979314865760664,-1.1979314865760664,-1.1979314865760664,-1.1921900306741586,-1.1921900306741586,-1.1921900306741586
2018-06-10,-1.6547107059460613,-1.6547107059460613,-1.6547107059460613,-1.58475711336442,-1.58475711336442,-1.58475711336442,-1.5205958314490453,-1.5205958314490453,-1.5205958314490453,-1.4718444566697395,-1.4718444566697395,-1.4718444566697395
2018-06-17,-1.8633023808075686,-1.8633023808075686,-1.8633023808075686,-1.8487483847706754,-1.8487483847706754,-1.8487483847706754,-1.8130088499448453,-1.8130088499448453,-1.8130088499448453,-1.8610743336515099,-1.8610743336515099,-1.8610743336515099
2018-06-24,-1.8823651795751692,-1.8823651795751692,-1.8823651795751692,-1.962942018125583,-1.962942018125583,-1.962942018125583,-1.9815453185934464,-1.9815453185934464,-1.9815453185934464,-2.047261900317136,-2.047261900317136,-2.047261900317136
2018-07-01,-1.2554342827413671,-1.2554342827413671,-1.2554342827413671,-1.2674159530146871,-1.2674159530146871,-1.2674159530146871,-1.3200723216845116,-1.3200723216845116,-1.3200723216845116,-1.3038966391625892,-1.3038966391625892,-1.3038966391625892
2018-07-08,-1.5138252902337077,-1.5138252902337077,-1.5138252902337077,-1.6512619273562745,-1.6512619273562745,-1.6512619273562745,-1.6935989720372762,-1.6935989720372762,-1.6935989720372762,-1.672268563911203,-1.672268563911203,-1.672268563911203
2018-07-15,-1.6901875577995396,-1.6901875577995396,-1.6901875577995396,-1.7802130504539337,-1.7802130504539337,-1.7802130504539337,-1.7733946960562863,-1.7733946960562863,-1.7733946960562863,-1.7658346476191638,-1.7658346476191638,-1.7658346476191638
2018-07-22,-1.6328417858619186,-1.6328417858619186,-1.6328417858619186,-1.6087691224174445,-1.6087691224174445,-1.6087691224174445,-1.5457585167125008,-1.5457585167125008,-1.5457585167125008,-1.6020002691804147,-1.6020002691804147,-1.6020002691804147
2018-07-29,-1.5814064453489518,-1.5814064453489518,-1.5814064453489518,-1.5916363944437768,-1.5916363944437768,-1.5916363944437768,-1.5695108035940433,-1.5695108035940433,-1.5695108035940433,-1.6001250444998292,-1.6001250444998292,-1.6001250444998292
2018-08-05,-1.4725070594460041,-1.4725070594460041,-1.4725070594460041,-1.5256588706506893,-1.5256588706506893,-1.5256588706506893,-1.7012662690082823,-1.7012662690082823,-1.7012662690082823,-1.622747214956693,-1.622747214956693,-1.622747214956693
2018-08-12,-1.556943472785932,-1.556943472785932,-1.556943472785932,-1.5895012920966858,-1.5895012920966858,-1.5895012920966858,-1.49850896455377,-1.49850896455377,-1.49850896455377,-1.4956415129487814,-1.4956415129487814,-1.4956415129487814
2018-08-19,-1.1368776573970039,-1.1368776573970039,-1.1368776573970039,-0.8782623898465359,-0.8782623898465359,-0.8782623898465359,-1.0168601781894364,-1.0168601781894364,-1.0168601781894364,-0.860481457507007,-0.860481457507007,-0.860481457507007
2018-08-26,-0.8491059571281564,-0.8491059571281564,-0.8491059571281564,-0.9302411295974047,-0.9302411295974047,-0.9302411295974047,-0.9183737665752263,-0.9183737665752263,-0.9183737665752263,-0.983508029175293,-0.983508029175293,-0.983508029175293
2018-09-02,-0.9735122520939826,-0.9735122520939826,-0.9735122520939826,-1.0383377250431718,-1.0383377250431718,-1.0383377250431718,-0.8999827811064016,-0.8999827811064016,-0.8999827811064016,-0.9249945801257585,-0.9249945801257585,-0.9249945801257585
2018-09-09,-0.4250898405383684,-0.4250898405383684,-0.4250898405383684,-0.5104426926108119,-0.5104426926108119,-0.5104426926108119,-0.8073001085962536,-0.8073001085962536,-0.8073001085962536,-0.7431047314014348,-0.7431047314014348,-0.7431047314014348
2018-09-16,-1.144710252739742,-1.144710252739742,-1.144710252739742,-0.9547485488602563,-0.9547485488602563,-0.9547485488602563,-0.92544361238365,-0.92544361238365,-0.92544361238365,-0.8650537553922114,-0.8650537553922114,-0.8650537553922114
2018-09-23,-1.2093491310325695,-1.2093491310325695,-1.2093491310325695,-1.209875313849823,-1.209875313849823,-1.209875313849823,-1.0295809292251423,-1.0295809292251423,-1.0295809292251423,-1.086075227408736,-1.086075227408736,-1.086075227408736
2018-09-30,-1.251793150624233,-1.251793150624233,-1.251793150624233,-1.2182741551537066,-1.2182741551537066,-1.2182741551537066,-1.1063716525837997,-1.1063716525837997,-1.1063716525837997,-1.0992898746182624,-1.0992898746182624,-1.0992898746182624
2018-10-07,0.3531418067423515,0.3531418067423515,0.3531418067423515,0.8506975401558995,0.8506975401558995,0.8506975401558995,0.7100663440332139,0.7100663440332139,0.7100663440332139,1.0392304845413267,1.0392304845413267,1.0392304845413267
2018-10-14,0.8071932297916253,0.8071932297916253,0.8071932297916253,0.5966362103967329,0.5966362103967329,0.5966362103967329,1.0442007572466274,1.0442007572466274,1.0442007572466274,1.016814793477604,1.016814793477604,1.016814793477604
2018-10-21,0.8228768299870294,0.8228768299870294,0.8228768299870294,1.1953713158788726,1.1953713158788726,1.1953713158788726,1.2834728333266665,1.2834728333266665,1.2834728333266665,1.1588599272905535,1.1588599272905535,1.1588599272905535
2018-10-28,1.2791778278607742,1.2791778278607742,1.2791778278607742,1.3105433992899052,1.3105433992899052,1.3105433992899052,1.6876929854894491,1.6876929854894491,1.6876929854894491,1.6940776391146333,1.6940776391146333,1.6940776391146333
2018-11-04,1.5350970179690122,1.5350970179690122,1.5350970179690122,1.1426971632706995,1.1426971632706995,1.1426971632706995,0.20964314092121578,0.20964314092121578,0.20964314092121578,0.00982938460240223,0.00982938460240223,0.00982938460240223
2018-11-11,-0.7814267114118677,-0.7814267114118677,-0.7814267114118677,-0.11501656144728177,-0.11501656144728177,-0.11501656144728177,-0.5745798125963659,-0.5745798125963659,-0.5745798125963659,0.16718904143095326,0.16718904143095326,0.16718904143095326
2018-11-18,-0.28179471499698383,-0.28179471499698383,-0.28179471499698383,0.3948244012026693,0.3948244012026693,0.3948244012026693,0.034519262808355544,0.034519262808355544,0.034519262808355544,0.07424226800886186,0.07424226800886186,0.07424226800886186
2018-11-25,0.3287605008298036,0.3287605008298036,0.3287605008298036,0.8997695645646245,0.8997695645646245,0.8997695645646245,0.7083348050664371,0.7083348050664371,0.7083348050664371,0.9030273122956872,0.9030273122956872,0.9030273122956872
2018-12-02,1.9637050022191929,1.9637050022191929,1.9637050022191929,1.6748855665369837,1.6748855665369837,1.6748855665369837,1.869009241864695,1.869009241864695,1.869009241864695,1.4972048444269297,1.4972048444269297,1.4972048444269297
2018-12-09,0.6560326113546847,0.6560326113546847,0.6560326113546847,1.253687317189034,1.253687317189034,1.253687317189034,0.98186245401829,0.98186245401829,0.98186245401829,1.590386289530267,1.590386289530267,1.590386289530267
2018-12-16,1.6392560847522637,1.6392560847522637,1.6392560847522637,1.8874655074615365,1.8874655074615365,1.8874655074615365,1.977067218956818,1.977067218956818,1.977067218956818,1.6310949189926636,1.6310949189926636,1.6310949189926636
2018-12-23,2.0402632432104366,2.0402632432104366,2.0402632432104366,1.918708129842194,1.918708129842194,1.918708129842194,2.24145904624962,2.24145904624962,2.24145904624962,2.1664419830210306,2.1664419830210306,2.1664419830210306
2018-12-30,1.884490791731911,1.884490791731911,1.884490791731911,1.9336273327029168,1.9336273327029168,1.9336273327029168,1.9860582469277561,1.9860582469277561,1.9860582469277561,1.9465683987435838,1.9465683987435838,1.9465683987435838
2019-01-06,1.6726871539457535,1.6726871539457535,1.6726871539457535,1.7136402502951238,1.7136402502951238,1.7136402502951238,1.4468023576244586,1.4468023576244586,1.4468023576244586,1.4603351983527801,1.4603351983527801,1.4603351983527801
2019-01-13,1.803811649845852,1.803811649845852,1.803811649845852,1.7073594915105066,1.7073594915105066,1.7073594915105066,1.3204505835470528,1.3204505835470528,1.3204505835470528,1.3405741742306065,1.3405741742306065,1.3405741742306065
2019-01-20,1.1450136714771224,1.1450136714771224,1.1450136714771224,1.457690975932975,1.457690975932975,1.457690975932975,1.403613317327915,1.403613317327915,1.403613317327915,1.7999837752328893,1.7999837752328893,1.7999837752328893
2019-01-27,1.7500059588063297,1.7500059588063297,1.7500059588063297,1.680324454793404,1.680324454793404,1.680324454793404,1.8017782799273998,1.8017782799273998,1.8017782799273998,1.7719453240468162,1.7719453240468162,1.7719453240468162
2019-02-03,1.2689079150558904,1.2689079150558904,1.2689079150558904,1.2806161048015563,1.2806161048015563,1.2806161048015563,1.3153904354863835,1.3153904354863835,1.3153904354863835,1.4894688398094125,1.4894688398094125,1.4894688398094125
2019-02-10,1.1570508880092556,1.1570508880092556,1.1570508880092556,1.2618332787400857,1.2618332787400857,1.2618332787400857,1.3589493418961422,1.3589493418961422,1.3589493418961422,1.4016689682953536,1.4016689682953536,1.4016689682953536
2019-02-17,1.5072715788115716,1.5072715788115716,1.5072715788115716,1.482552265806361,1.482552265806361,1.482552265806361,1.3327940332343942,1.3327940332343942,1.3327940332343942,1.2024490230498766,1.2024490230498766,1.2024490230498766
2019-02-24,-0.36712739702208297,-0.36712739702208297,-0.36712739702208297,-0.22883495400048787,-0.22883495400048787,-0.22883495400048787,-0.18810152274647754,-0.18810152274647754,-0.18810152274647754,-0.1181165343745891,-0.1181165343745891,-0.1181165343745891
2019-03-03,-0.49936469240692527,-0.49936469240692527,-0.49936469240692527,-0.30084460281030817,-0.30084460281030817,-0.30084460281030817,-1.166982007145161,-1.166982007145161,-1.166982007145161,-1.360195727874427,-1.360195727874427,-1.360195727874427
2019-03-10,-0.07995649809357754,-0.07995649809357754,-0.07995649809357754,-0.03452698916094943,-0.03452698916094943,-0.03452698916094943,0.21661392314677394,0.21661392314677394,0.21661392314677394,0.31370376413600826,0.31370376413600826,0.31370376413600826
