Date,iShares MSCI Italy CappedEtf_Open_average,iShares MSCI Italy CappedEtf_Open_max,iShares MSCI Italy CappedEtf_Open_min,iShares MSCI Italy CappedEtf_High_average,iShares MSCI Italy CappedEtf_High_max,iShares MSCI Italy CappedEtf_High_min,iShares MSCI Italy CappedEtf_Low_average,iShares MSCI Italy CappedEtf_Low_max,iShares MSCI Italy CappedEtf_Low_min,iShares MSCI Italy CappedEtf_Close_average,iShares MSCI Italy CappedEtf_Close_max,iShares MSCI Italy CappedEtf_Close_min
2018-05-27,-1.9697951110068546,-1.9697951110068546,-1.9697951110068546,-1.9948742510975919,-1.9948742510975919,-1.9948742510975919,-1.9677623209989228,-1.9677623209989228,-1.9677623209989228,-2.0223652784235515,-2.0223652784235515,-2.0223652784235515
2018-06-03,-2.2808029840004322,-2.2808029840004322,-2.2808029840004322,-2.298674971944601,-2.298674971944601,-2.298674971944601,-2.104809061460433,-2.104809061460433,-2.104809061460433,-2.2085941913477103,-2.2085941913477103,-2.2085941913477103
2018-06-10,-1.4961095042602492,-1.4961095042602492,-1.4961095042602492,-1.5315930321072688,-1.5315930321072688,-1.5315930321072688,-1.3772139475196534,-1.3772139475196534,-1.3772139475196534,-1.4720316901554529,-1.4720316901554529,-1.4720316901554529
2018-06-17,-2.0415057110974364,-2.0415057110974364,-2.0415057110974364,-2.039801171651092,-2.039801171651092,-2.039801171651092,-1.9638984153767887,-1.9638984153767887,-1.9638984153767887,-2.029524894512661,-2.029524894512661,-2.029524894512661
2018-06-24,-1.9337311617595485,-1.9337311617595485,-1.9337311617595485,-1.8770796219894073,-1.8770796219894073,-1.8770796219894073,-1.8283759646068425,-1.8283759646068425,-1.8283759646068425,-1.8789870335738719,-1.8789870335738719,-1.8789870335738719
2018-07-01,-1.385036866554403,-1.385036866554403,-1.385036866554403,-1.3897203267027807,-1.3897203267027807,-1.3897203267027807,-1.2929855019489838,-1.2929855019489838,-1.2929855019489838,-1.3298631520294537,-1.3298631520294537,-1.3298631520294537
2018-07-08,-1.372478443344383,-1.372478443344383,-1.372478443344383,-1.3642008931962037,-1.3642008931962037,-1.3642008931962037,-1.3083325863049666,-1.3083325863049666,-1.3083325863049666,-1.3027717273896984,-1.3027717273896984,-1.3027717273896984
2018-07-15,-1.3136333683071169,-1.3136333683071169,-1.3136333683071169,-1.2725008568085177,-1.2725008568085177,-1.2725008568085177,-1.2249823214228177,-1.2249823214228177,-1.2249823214228177,-1.2090127131184873,-1.2090127131184873,-1.2090127131184873
2018-07-22,-1.0823471307858494,-1.0823471307858494,-1.0823471307858494,-1.0562806889525111,-1.0562806889525111,-1.0562806889525111,-1.005131406131574,-1.005131406131574,-1.005131406131574,-1.0390801588497927,-1.0390801588497927,-1.0390801588497927
2018-07-29,-1.2566435877270423,-1.2566435877270423,-1.2566435877270423,-1.229200670626467,-1.229200670626467,-1.229200670626467,-1.2088610389788883,-1.2088610389788883,-1.2088610389788883,-1.1818704141565608,-1.1818704141565608,-1.1818704141565608
2018-08-05,-1.5383834164692225,-1.5383834164692225,-1.5383834164692225,-1.5528888012071096,-1.5528888012071096,-1.5528888012071096,-1.5397986972576145,-1.5397986972576145,-1.5397986972576145,-1.5474784154806769,-1.5474784154806769,-1.5474784154806769
2018-08-12,-1.7694744235631645,-1.7694744235631645,-1.7694744235631645,-1.7110579067534553,-1.7110579067534553,-1.7110579067534553,-1.724226305740567,-1.724226305740567,-1.724226305740567,-1.710419760627616,-1.710419760627616,-1.710419760627616
2018-08-19,-1.186025317506366,-1.186025317506366,-1.186025317506366,-1.185045221571586,-1.185045221571586,-1.185045221571586,-1.1639058146604573,-1.1639058146604573,-1.1639058146604573,-1.172418488644691,-1.172418488644691,-1.172418488644691
2018-08-26,-1.2870833236524792,-1.2870833236524792,-1.2870833236524792,-1.2851271195433946,-1.2851271195433946,-1.2851271195433946,-1.3342962141515515,-1.3342962141515515,-1.3342962141515515,-1.3351231382643933,-1.3351231382643933,-1.3351231382643933
2018-09-02,-1.2428348606948967,-1.2428348606948967,-1.2428348606948967,-1.2217819288096563,-1.2217819288096563,-1.2217819288096563,-1.2085167815881839,-1.2085167815881839,-1.2085167815881839,-1.2218768702862624,-1.2218768702862624,-1.2218768702862624
2018-09-09,-0.768547135683441,-0.768547135683441,-0.768547135683441,-0.8038550408947125,-0.8038550408947125,-0.8038550408947125,-0.793888818684099,-0.793888818684099,-0.793888818684099,-0.8116759260861045,-0.8116759260861045,-0.8116759260861045
2018-09-16,-0.13139391537325068,-0.13139391537325068,-0.13139391537325068,-0.13403151189513055,-0.13403151189513055,-0.13403151189513055,-0.08129777188165527,-0.08129777188165527,-0.08129777188165527,-0.0891706557573808,-0.0891706557573808,-0.0891706557573808
