Date,Global X MSCI Argentina_etf_Open_average,Global X MSCI Argentina_etf_Open_max,Global X MSCI Argentina_etf_Open_min,Global X MSCI Argentina_etf_High_average,Global X MSCI Argentina_etf_High_max,Global X MSCI Argentina_etf_High_min,Global X MSCI Argentina_etf_Low_average,Global X MSCI Argentina_etf_Low_max,Global X MSCI Argentina_etf_Low_min,Global X MSCI Argentina_etf_Close_average,Global X MSCI Argentina_etf_Close_max,Global X MSCI Argentina_etf_Close_min
2018-04-08,-0.7442184463905833,-0.7442184463905833,-0.7442184463905833,-0.9139575524051488,-0.9139575524051488,-0.9139575524051488,-0.43428075609840555,-0.43428075609840555,-0.43428075609840555,-0.700831562695335,-0.700831562695335,-0.700831562695335
2018-04-15,-0.8140445020344542,-0.8140445020344542,-0.8140445020344542,-0.9824030901825557,-0.9824030901825557,-0.9824030901825557,-0.6562254507889634,-0.6562254507889634,-0.6562254507889634,-0.7708678222804289,-0.7708678222804289,-0.7708678222804289
2018-04-22,-1.5107168006890435,-1.5107168006890435,-1.5107168006890435,-1.345722159709688,-1.345722159709688,-1.345722159709688,-1.1241063984515045,-1.1241063984515045,-1.1241063984515045,-1.0606583356629455,-1.0606583356629455,-1.0606583356629455
2018-04-29,-2.3660876224784615,-2.3660876224784615,-2.3660876224784615,-1.9581658442169676,-1.9581658442169676,-1.9581658442169676,-1.8642016714645488,-1.8642016714645488,-1.8642016714645488,-2.005711300536492,-2.005711300536492,-2.005711300536492
2018-05-06,-1.985421969543915,-1.985421969543915,-1.985421969543915,-1.9976891828400185,-1.9976891828400185,-1.9976891828400185,-2.1992288052950006,-2.1992288052950006,-2.1992288052950006,-2.2022851067584,-2.2022851067584,-2.2022851067584
2018-05-13,-1.9153259614420077,-1.9153259614420077,-1.9153259614420077,-1.9766498108113617,-1.9766498108113617,-1.9766498108113617,-1.7931741626565108,-1.7931741626565108,-1.7931741626565108,-1.737976764949781,-1.737976764949781,-1.737976764949781
2018-05-20,-1.6914142295320664,-1.6914142295320664,-1.6914142295320664,-1.8090585134427646,-1.8090585134427646,-1.8090585134427646,-1.619527290808147,-1.619527290808147,-1.619527290808147,-1.5764025785183544,-1.5764025785183544,-1.5764025785183544
2018-05-27,-1.763329470102341,-1.763329470102341,-1.763329470102341,-1.8531395460387323,-1.8531395460387323,-1.8531395460387323,-1.7157222713970175,-1.7157222713970175,-1.7157222713970175,-1.726064639831246,-1.726064639831246,-1.726064639831246
2018-06-03,-1.1750071579508645,-1.1750071579508645,-1.1750071579508645,-1.24224047286126,-1.24224047286126,-1.24224047286126,-1.2936945090972407,-1.2936945090972407,-1.2936945090972407,-1.1573041317828816,-1.1573041317828816,-1.1573041317828816
2018-06-10,-1.5848508734480231,-1.5848508734480231,-1.5848508734480231,-1.6070082991626329,-1.6070082991626329,-1.6070082991626329,-1.6424617982273166,-1.6424617982273166,-1.6424617982273166,-1.5991161999156527,-1.5991161999156527,-1.5991161999156527
2018-06-17,-1.3126511748628613,-1.3126511748628613,-1.3126511748628613,-1.342387231585331,-1.342387231585331,-1.342387231585331,-1.2866913338016315,-1.2866913338016315,-1.2866913338016315,-1.3331866355012947,-1.3331866355012947,-1.3331866355012947
2018-06-24,-1.696085054139766,-1.696085054139766,-1.696085054139766,-1.7298382431373354,-1.7298382431373354,-1.7298382431373354,-1.761951016838577,-1.761951016838577,-1.761951016838577,-1.7588657719166032,-1.7588657719166032,-1.7588657719166032
2018-07-01,-1.289530578827492,-1.289530578827492,-1.289530578827492,-1.2244445427093607,-1.2244445427093607,-1.2244445427093607,-1.1482670658760656,-1.1482670658760656,-1.1482670658760656,-1.1199413388582848,-1.1199413388582848,-1.1199413388582848
2018-07-08,-1.0399590052609742,-1.0399590052609742,-1.0399590052609742,-0.9986981595360956,-0.9986981595360956,-0.9986981595360956,-0.9176004951580864,-0.9176004951580864,-0.9176004951580864,-0.8890538449916567,-0.8890538449916567,-0.8890538449916567
2018-07-15,-0.31725236493951314,-0.31725236493951314,-0.31725236493951314,-0.2845433807048393,-0.2845433807048393,-0.2845433807048393,-0.2128903508811268,-0.2128903508811268,-0.2128903508811268,-0.23772491342360325,-0.23772491342360325,-0.23772491342360325
2018-07-22,0.13166796735552877,0.13166796735552877,0.13166796735552877,0.09359406693295332,0.09359406693295332,0.09359406693295332,0.0,0.0,0.0,-0.026214854533313414,-0.026214854533313414,-0.026214854533313414
2018-07-29,-0.5762346392961233,-0.5762346392961233,-0.5762346392961233,-0.39744261961699157,-0.39744261961699157,-0.39744261961699157,-0.3850972344533397,-0.3850972344533397,-0.3850972344533397,-0.26684670295826496,-0.26684670295826496,-0.26684670295826496
2018-08-05,-0.6370480288758599,-0.6370480288758599,-0.6370480288758599,-0.7648655306194612,-0.7648655306194612,-0.7648655306194612,-0.8993221165863932,-0.8993221165863932,-0.8993221165863932,-0.8438936613424299,-0.8438936613424299,-0.8438936613424299
