Date,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_Open_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_High_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_Low_min,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_average,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_max,VanEck Vectors ChinaAMC SME-ChiNextEtf_Close_min
2018-04-08,0.23163830234245741,0.23163830234245741,0.23163830234245741,0.0991048926656061,0.0991048926656061,0.0991048926656061,0.06256024618737958,0.06256024618737958,0.06256024618737958,-0.04637701100772054,-0.04637701100772054,-0.04637701100772054
2018-04-15,-0.9346266225803356,-0.9346266225803356,-0.9346266225803356,-0.9168495713748946,-0.9168495713748946,-0.9168495713748946,-0.6778029866178505,-0.6778029866178505,-0.6778029866178505,-0.9017736552712171,-0.9017736552712171,-0.9017736552712171
2018-04-22,-1.1741289450004775,-1.1741289450004775,-1.1741289450004775,-0.9678567040052823,-0.9678567040052823,-0.9678567040052823,-0.8068446174819871,-0.8068446174819871,-0.8068446174819871,-0.8162339489785773,-0.8162339489785773,-0.8162339489785773
2018-04-29,-0.5331120535831034,-0.5331120535831034,-0.5331120535831034,-0.5248120780998864,-0.5248120780998864,-0.5248120780998864,-0.30596912319265024,-0.30596912319265024,-0.30596912319265024,-0.4045341750310384,-0.4045341750310384,-0.4045341750310384
2018-05-06,0.18351253671322104,0.18351253671322104,0.18351253671322104,0.011943138876996877,0.011943138876996877,0.011943138876996877,0.25330608875777355,0.25330608875777355,0.25330608875777355,0.07202850457000824,0.07202850457000824,0.07202850457000824
2018-05-13,-0.046798151608596114,-0.046798151608596114,-0.046798151608596114,-0.18017557965523712,-0.18017557965523712,-0.18017557965523712,0.10349729889466859,0.10349729889466859,0.10349729889466859,-0.06490734555794299,-0.06490734555794299,-0.06490734555794299
2018-05-20,-0.7993152593331654,-0.7993152593331654,-0.7993152593331654,-0.8209965729809788,-0.8209965729809788,-0.8209965729809788,-0.6204178838918902,-0.6204178838918902,-0.6204178838918902,-0.6655853185320345,-0.6655853185320345,-0.6655853185320345
2018-05-27,-1.4846583118909455,-1.4846583118909455,-1.4846583118909455,-1.3256716165893516,-1.3256716165893516,-1.3256716165893516,-1.3575566622567745,-1.3575566622567745,-1.3575566622567745,-1.2603014849970722,-1.2603014849970722,-1.2603014849970722
2018-06-03,-1.274427010769236,-1.274427010769236,-1.274427010769236,-1.2772222329814331,-1.2772222329814331,-1.2772222329814331,-1.1847919182903466,-1.1847919182903466,-1.1847919182903466,-1.211814015278986,-1.211814015278986,-1.211814015278986
2018-06-10,-1.8868973674787455,-1.8868973674787455,-1.8868973674787455,-2.0294561637600617,-2.0294561637600617,-2.0294561637600617,-2.14986759387724,-2.14986759387724,-2.14986759387724,-2.1565418588189424,-2.1565418588189424,-2.1565418588189424
2018-06-17,-2.486057615650571,-2.486057615650571,-2.486057615650571,-2.5085589469392753,-2.5085589469392753,-2.5085589469392753,-2.463790282058705,-2.463790282058705,-2.463790282058705,-2.489737715191278,-2.489737715191278,-2.489737715191278
2018-06-24,-2.085016095618698,-2.085016095618698,-2.085016095618698,-2.071380662497901,-2.071380662497901,-2.071380662497901,-2.092260815580335,-2.092260815580335,-2.092260815580335,-2.0779510255452314,-2.0779510255452314,-2.0779510255452314
2018-07-01,-2.064763611175292,-2.064763611175292,-2.064763611175292,-2.0541224604544883,-2.0541224604544883,-2.0541224604544883,-2.0678344887778346,-2.0678344887778346,-2.0678344887778346,-2.0379458640088033,-2.0379458640088033,-2.0379458640088033
2018-07-08,-1.2291517555399794,-1.2291517555399794,-1.2291517555399794,-1.1937563304716523,-1.1937563304716523,-1.1937563304716523,-1.213799349365224,-1.213799349365224,-1.213799349365224,-1.2019767801992232,-1.2019767801992232,-1.2019767801992232
2018-07-15,-1.1507502896327988,-1.1507502896327988,-1.1507502896327988,-1.225653235839843,-1.225653235839843,-1.225653235839843,-1.1397373707015073,-1.1397373707015073,-1.1397373707015073,-1.1903434121848442,-1.1903434121848442,-1.1903434121848442
2018-07-22,-1.05246483271583,-1.05246483271583,-1.05246483271583,-1.114643237384947,-1.114643237384947,-1.114643237384947,-1.043763422467061,-1.043763422467061,-1.043763422467061,-1.0862353886319385,-1.0862353886319385,-1.0862353886319385
2018-07-29,-1.6047622333214167,-1.6047622333214167,-1.6047622333214167,-1.650534027521551,-1.650534027521551,-1.650534027521551,-1.6443191730672277,-1.6443191730672277,-1.6443191730672277,-1.6630776271017,-1.6630776271017,-1.6630776271017
2018-08-05,-1.2883644583391594,-1.2883644583391594,-1.2883644583391594,-1.3151088088446647,-1.3151088088446647,-1.3151088088446647,-1.3582036782971103,-1.3582036782971103,-1.3582036782971103,-1.353406126222893,-1.353406126222893,-1.353406126222893
2018-08-12,-1.6025822254061144,-1.6025822254061144,-1.6025822254061144,-1.4611573135637022,-1.4611573135637022,-1.4611573135637022,-1.5710481589627838,-1.5710481589627838,-1.5710481589627838,-1.4347136918737686,-1.4347136918737686,-1.4347136918737686
2018-08-19,-1.2276474584695485,-1.2276474584695485,-1.2276474584695485,-1.2249253223524263,-1.2249253223524263,-1.2249253223524263,-1.2038796562048768,-1.2038796562048768,-1.2038796562048768,-1.2037969723140176,-1.2037969723140176,-1.2037969723140176
2018-08-26,-1.2028595345929893,-1.2028595345929893,-1.2028595345929893,-1.2580641037861333,-1.2580641037861333,-1.2580641037861333,-1.2068946899137674,-1.2068946899137674,-1.2068946899137674,-1.25802554119422,-1.25802554119422,-1.25802554119422
2018-09-02,-1.311270915806729,-1.311270915806729,-1.311270915806729,-1.3540179972646156,-1.3540179972646156,-1.3540179972646156,-1.3518141589404962,-1.3518141589404962,-1.3518141589404962,-1.4203768528903389,-1.4203768528903389,-1.4203768528903389
2018-09-09,-1.5594484171783412,-1.5594484171783412,-1.5594484171783412,-1.5957055251423942,-1.5957055251423942,-1.5957055251423942,-1.5795951917061868,-1.5795951917061868,-1.5795951917061868,-1.63628516336854,-1.63628516336854,-1.63628516336854
2018-09-16,-0.8027030942915925,-0.8027030942915925,-0.8027030942915925,-0.8789256089372388,-0.8789256089372388,-0.8789256089372388,-0.7936929841075411,-0.7936929841075411,-0.7936929841075411,-0.8389196125934886,-0.8389196125934886,-0.8389196125934886
2018-09-23,-0.7595392197721181,-0.7595392197721181,-0.7595392197721181,-0.7799875627728672,-0.7799875627728672,-0.7799875627728672,-0.7038592040353359,-0.7038592040353359,-0.7038592040353359,-0.7771413057556799,-0.7771413057556799,-0.7771413057556799
2018-09-30,-1.1575541453468112,-1.1575541453468112,-1.1575541453468112,-1.1523842050087996,-1.1523842050087996,-1.1523842050087996,-1.1629909082680363,-1.1629909082680363,-1.1629909082680363,-1.114724205628771,-1.114724205628771,-1.114724205628771
2018-10-07,-1.846231453497242,-1.846231453497242,-1.846231453497242,-1.914413109496698,-1.914413109496698,-1.914413109496698,-1.8355469908424276,-1.8355469908424276,-1.8355469908424276,-1.8576414300197897,-1.8576414300197897,-1.8576414300197897
2018-10-14,-1.798777224351104,-1.798777224351104,-1.798777224351104,-1.8544515432320925,-1.8544515432320925,-1.8544515432320925,-1.8579686511002695,-1.8579686511002695,-1.8579686511002695,-1.886353105971336,-1.886353105971336,-1.886353105971336
2018-10-21,-1.6783597194964885,-1.6783597194964885,-1.6783597194964885,-1.6104764590560536,-1.6104764590560536,-1.6104764590560536,-1.614240551346388,-1.614240551346388,-1.614240551346388,-1.626132093491194,-1.626132093491194,-1.626132093491194
2018-10-28,-0.6210541239405086,-0.6210541239405086,-0.6210541239405086,-0.5348045239949579,-0.5348045239949579,-0.5348045239949579,-0.7297569631803985,-0.7297569631803985,-0.7297569631803985,-0.7262372543339791,-0.7262372543339791,-0.7262372543339791
2018-11-04,-1.2533614410354585,-1.2533614410354585,-1.2533614410354585,-1.2846948882298252,-1.2846948882298252,-1.2846948882298252,-1.2189352625009955,-1.2189352625009955,-1.2189352625009955,-1.2171461888845676,-1.2171461888845676,-1.2171461888845676
2018-11-11,-0.17278636626483657,-0.17278636626483657,-0.17278636626483657,-0.05093158482116312,-0.05093158482116312,-0.05093158482116312,-0.09138451078589267,-0.09138451078589267,-0.09138451078589267,0.023708707171504622,0.023708707171504622,0.023708707171504622
2018-11-18,-0.9645376984368575,-0.9645376984368575,-0.9645376984368575,-0.9897157431026783,-0.9897157431026783,-0.9897157431026783,-0.8671232415849909,-0.8671232415849909,-0.8671232415849909,-0.9138082929351307,-0.9138082929351307,-0.9138082929351307
2018-11-25,-0.7201775577904407,-0.7201775577904407,-0.7201775577904407,-0.6483650769193394,-0.6483650769193394,-0.6483650769193394,-0.6298966620456998,-0.6298966620456998,-0.6298966620456998,-0.5698517852343501,-0.5698517852343501,-0.5698517852343501
