Date,ProShares UltraShort Oil and Gas_etf_Open_average,ProShares UltraShort Oil and Gas_etf_Open_max,ProShares UltraShort Oil and Gas_etf_Open_min,ProShares UltraShort Oil and Gas_etf_High_average,ProShares UltraShort Oil and Gas_etf_High_max,ProShares UltraShort Oil and Gas_etf_High_min,ProShares UltraShort Oil and Gas_etf_Low_average,ProShares UltraShort Oil and Gas_etf_Low_max,ProShares UltraShort Oil and Gas_etf_Low_min,ProShares UltraShort Oil and Gas_etf_Close_average,ProShares UltraShort Oil and Gas_etf_Close_max,ProShares UltraShort Oil and Gas_etf_Close_min
2018-04-08,-0.7870336068522779,-0.7870336068522779,-0.7870336068522779,-0.9265078215347815,-0.9265078215347815,-0.9265078215347815,-0.8679309986120698,-0.8679309986120698,-0.8679309986120698,-0.9385205782143187,-0.9385205782143187,-0.9385205782143187
2018-04-15,-1.5251655213413562,-1.5251655213413562,-1.5251655213413562,-1.5016629091319276,-1.5016629091319276,-1.5016629091319276,-1.458125368292117,-1.458125368292117,-1.458125368292117,-1.5464761118894261,-1.5464761118894261,-1.5464761118894261
2018-04-22,-1.7455015927655109,-1.7455015927655109,-1.7455015927655109,-1.7680802330309313,-1.7680802330309313,-1.7680802330309313,-1.7563678657237154,-1.7563678657237154,-1.7563678657237154,-1.8285169461413648,-1.8285169461413648,-1.8285169461413648
2018-04-29,-1.4980149403958645,-1.4980149403958645,-1.4980149403958645,-1.4709699447897528,-1.4709699447897528,-1.4709699447897528,-1.6037790202117452,-1.6037790202117452,-1.6037790202117452,-1.6093544283608203,-1.6093544283608203,-1.6093544283608203
2018-05-06,-1.829880722834885,-1.829880722834885,-1.829880722834885,-1.8528123144657715,-1.8528123144657715,-1.8528123144657715,-1.8759505233243692,-1.8759505233243692,-1.8759505233243692,-1.832617490481708,-1.832617490481708,-1.832617490481708
2018-05-13,-1.7187894020559993,-1.7187894020559993,-1.7187894020559993,-1.6922393449384547,-1.6922393449384547,-1.6922393449384547,-1.7279209602919858,-1.7279209602919858,-1.7279209602919858,-1.7056707234108472,-1.7056707234108472,-1.7056707234108472
2018-05-20,-1.00850079559043,-1.00850079559043,-1.00850079559043,-0.8549941586905486,-0.8549941586905486,-0.8549941586905486,-0.9575462203152046,-0.9575462203152046,-0.9575462203152046,-0.9185877869831304,-0.9185877869831304,-0.9185877869831304
2018-05-27,-1.0348015682044638,-1.0348015682044638,-1.0348015682044638,-1.0863589862484313,-1.0863589862484313,-1.0863589862484313,-1.1319119493131007,-1.1319119493131007,-1.1319119493131007,-1.1023792678884394,-1.1023792678884394,-1.1023792678884394
2018-06-03,-1.015174453470106,-1.015174453470106,-1.015174453470106,-0.9961677145455101,-0.9961677145455101,-0.9961677145455101,-0.9816027237502216,-0.9816027237502216,-0.9816027237502216,-1.0173033258810844,-1.0173033258810844,-1.0173033258810844
2018-06-10,-0.6599711074101516,-0.6599711074101516,-0.6599711074101516,-0.516516949774163,-0.516516949774163,-0.516516949774163,-0.6207401166766177,-0.6207401166766177,-0.6207401166766177,-0.45230460499506453,-0.45230460499506453,-0.45230460499506453
2018-06-17,-0.5933471242225118,-0.5933471242225118,-0.5933471242225118,-0.7004182122933168,-0.7004182122933168,-0.7004182122933168,-0.7269909183358019,-0.7269909183358019,-0.7269909183358019,-0.6622738408652598,-0.6622738408652598,-0.6622738408652598
2018-06-24,-0.6829963459415709,-0.6829963459415709,-0.6829963459415709,-0.7713853004977476,-0.7713853004977476,-0.7713853004977476,-0.8740474696065735,-0.8740474696065735,-0.8740474696065735,-0.7901164835391281,-0.7901164835391281,-0.7901164835391281
2018-07-01,-0.33745183903144993,-0.33745183903144993,-0.33745183903144993,-0.42332571660615764,-0.42332571660615764,-0.42332571660615764,-0.6053539976491636,-0.6053539976491636,-0.6053539976491636,-0.773386121612694,-0.773386121612694,-0.773386121612694
