Date,PowerShares amental High Yield Corporate Bond Port_etf_Open_average,PowerShares amental High Yield Corporate Bond Port_etf_Open_max,PowerShares amental High Yield Corporate Bond Port_etf_Open_min,PowerShares amental High Yield Corporate Bond Port_etf_High_average,PowerShares amental High Yield Corporate Bond Port_etf_High_max,PowerShares amental High Yield Corporate Bond Port_etf_High_min,PowerShares amental High Yield Corporate Bond Port_etf_Low_average,PowerShares amental High Yield Corporate Bond Port_etf_Low_max,PowerShares amental High Yield Corporate Bond Port_etf_Low_min,PowerShares amental High Yield Corporate Bond Port_etf_Close_average,PowerShares amental High Yield Corporate Bond Port_etf_Close_max,PowerShares amental High Yield Corporate Bond Port_etf_Close_min
2018-04-08,0.15885768413590023,0.15885768413590023,0.15885768413590023,0.49188961414268145,0.49188961414268145,0.49188961414268145,0.203581014240019,0.203581014240019,0.203581014240019,-0.01426989458123813,-0.01426989458123813,-0.01426989458123813
2018-04-15,0.012777357459592065,0.012777357459592065,0.012777357459592065,-0.30568606607920734,-0.30568606607920734,-0.30568606607920734,-0.10857705699740859,-0.10857705699740859,-0.10857705699740859,-0.4593518071252171,-0.4593518071252171,-0.4593518071252171
2018-04-22,-1.5077965070258765,-1.5077965070258765,-1.5077965070258765,-1.5328569240638106,-1.5328569240638106,-1.5328569240638106,-0.9978011029658426,-0.9978011029658426,-0.9978011029658426,-1.3438404882506354,-1.3438404882506354,-1.3438404882506354
2018-04-29,-1.6262037803689045,-1.6262037803689045,-1.6262037803689045,-1.4478528639446302,-1.4478528639446302,-1.4478528639446302,-0.9785964738969194,-0.9785964738969194,-0.9785964738969194,-1.1534199056796637,-1.1534199056796637,-1.1534199056796637
2018-05-06,-0.5615667730770361,-0.5615667730770361,-0.5615667730770361,-0.9374926358909411,-0.9374926358909411,-0.9374926358909411,-0.6285487455308021,-0.6285487455308021,-0.6285487455308021,-0.6468503525095712,-0.6468503525095712,-0.6468503525095712
2018-05-13,-1.469072182339281,-1.469072182339281,-1.469072182339281,-1.2751245761752856,-1.2751245761752856,-1.2751245761752856,-1.2205879649102733,-1.2205879649102733,-1.2205879649102733,-1.1534196721632073,-1.1534196721632073,-1.1534196721632073
2018-05-20,-1.4455681727279066,-1.4455681727279066,-1.4455681727279066,-1.4192186708191183,-1.4192186708191183,-1.4192186708191183,-1.2491495561245338,-1.2491495561245338,-1.2491495561245338,-1.184473263251138,-1.184473263251138,-1.184473263251138
2018-05-27,-1.314751470267828,-1.314751470267828,-1.314751470267828,-1.038708743156325,-1.038708743156325,-1.038708743156325,-1.0659261692669724,-1.0659261692669724,-1.0659261692669724,-0.9174695130925457,-0.9174695130925457,-0.9174695130925457
2018-06-03,-0.6007443589544851,-0.6007443589544851,-0.6007443589544851,-0.34473068414016245,-0.34473068414016245,-0.34473068414016245,-0.35485327918955084,-0.35485327918955084,-0.35485327918955084,-0.21958136463001204,-0.21958136463001204,-0.21958136463001204
2018-06-10,0.3407162570008929,0.3407162570008929,0.3407162570008929,0.3398094757513778,0.3398094757513778,0.3398094757513778,0.5276652486297659,0.5276652486297659,0.5276652486297659,0.6855254477546945,0.6855254477546945,0.6855254477546945
2018-06-17,-0.6393116188910218,-0.6393116188910218,-0.6393116188910218,-0.6826148231595819,-0.6826148231595819,-0.6826148231595819,-0.892958726136851,-0.892958726136851,-0.892958726136851,-1.1815572920458837,-1.1815572920458837,-1.1815572920458837
2018-06-24,-1.19249501079092,-1.19249501079092,-1.19249501079092,-1.2079182011469078,-1.2079182011469078,-1.2079182011469078,-1.862405427991083,-1.862405427991083,-1.862405427991083,-2.0170805058560526,-2.0170805058560526,-2.0170805058560526
