Date,FlexShares International Quality Dividend Dynamic_Open_average,FlexShares International Quality Dividend Dynamic_Open_max,FlexShares International Quality Dividend Dynamic_Open_min,FlexShares International Quality Dividend Dynamic_High_average,FlexShares International Quality Dividend Dynamic_High_max,FlexShares International Quality Dividend Dynamic_High_min,FlexShares International Quality Dividend Dynamic_Low_average,FlexShares International Quality Dividend Dynamic_Low_max,FlexShares International Quality Dividend Dynamic_Low_min,FlexShares International Quality Dividend Dynamic_Close_average,FlexShares International Quality Dividend Dynamic_Close_max,FlexShares International Quality Dividend Dynamic_Close_min
2018-04-08,-0.6684140723992632,-0.6684140723992632,-0.6684140723992632,-0.8437946944730574,-0.8437946944730574,-0.8437946944730574,-0.46475527388996984,-0.46475527388996984,-0.46475527388996984,-0.6336404053040474,-0.6336404053040474,-0.6336404053040474
2018-04-15,-0.5571317045784074,-0.5571317045784074,-0.5571317045784074,-0.7246328136405602,-0.7246328136405602,-0.7246328136405602,-0.42960296557233524,-0.42960296557233524,-0.42960296557233524,-0.6084381880203639,-0.6084381880203639,-0.6084381880203639
2018-04-22,-0.45889924466733445,-0.45889924466733445,-0.45889924466733445,-0.5184449841114197,-0.5184449841114197,-0.5184449841114197,-0.2345200744900781,-0.2345200744900781,-0.2345200744900781,-0.43869147267175906,-0.43869147267175906,-0.43869147267175906
2018-04-29,-0.7286015753047415,-0.7286015753047415,-0.7286015753047415,-0.9286652068531754,-0.9286652068531754,-0.9286652068531754,-0.6624375598741207,-0.6624375598741207,-0.6624375598741207,-0.8327427997324047,-0.8327427997324047,-0.8327427997324047
2018-05-06,0.23043513351366868,0.23043513351366868,0.23043513351366868,0.05744320867132543,0.05744320867132543,0.05744320867132543,0.18077661466292022,0.18077661466292022,0.18077661466292022,0.0236100522349437,0.0236100522349437,0.0236100522349437
2018-05-13,-0.12765239055318967,-0.12765239055318967,-0.12765239055318967,-0.320853029675422,-0.320853029675422,-0.320853029675422,-0.04195906791483357,-0.04195906791483357,-0.04195906791483357,-0.14022034970873506,-0.14022034970873506,-0.14022034970873506
2018-05-20,-1.682966388923379,-1.682966388923379,-1.682966388923379,-1.909032380121345,-1.909032380121345,-1.909032380121345,-1.2653484999730875,-1.2653484999730875,-1.2653484999730875,-1.3769717859704917,-1.3769717859704917,-1.3769717859704917
2018-05-27,-1.2431665797534779,-1.2431665797534779,-1.2431665797534779,-1.4211373650201478,-1.4211373650201478,-1.4211373650201478,-1.187086307732337,-1.187086307732337,-1.187086307732337,-1.203736237314769,-1.203736237314769,-1.203736237314769
2018-06-03,-0.907379239942433,-0.907379239942433,-0.907379239942433,-1.1322770341445862,-1.1322770341445862,-1.1322770341445862,-0.525501716947936,-0.525501716947936,-0.525501716947936,-0.6901441116922946,-0.6901441116922946,-0.6901441116922946
2018-06-10,-2.864969737820946,-2.864969737820946,-2.864969737820946,-2.899900142898925,-2.899900142898925,-2.899900142898925,-2.7855963234989423,-2.7855963234989423,-2.7855963234989423,-2.81971766745354,-2.81971766745354,-2.81971766745354
