Date,ProShares UltraPro Short MidCap400_Open_average,ProShares UltraPro Short MidCap400_Open_max,ProShares UltraPro Short MidCap400_Open_min,ProShares UltraPro Short MidCap400_High_average,ProShares UltraPro Short MidCap400_High_max,ProShares UltraPro Short MidCap400_High_min,ProShares UltraPro Short MidCap400_Low_average,ProShares UltraPro Short MidCap400_Low_max,ProShares UltraPro Short MidCap400_Low_min,ProShares UltraPro Short MidCap400_Close_average,ProShares UltraPro Short MidCap400_Close_max,ProShares UltraPro Short MidCap400_Close_min
2018-04-08,-0.06980260684448053,-0.06980260684448053,-0.06980260684448053,-0.3166895326430952,-0.3166895326430952,-0.3166895326430952,-0.33054233652074855,-0.33054233652074855,-0.33054233652074855,-0.4788462735157027,-0.4788462735157027,-0.4788462735157027
2018-04-15,-0.49213474173019195,-0.49213474173019195,-0.49213474173019195,-0.6496800335487246,-0.6496800335487246,-0.6496800335487246,-0.3736049252919778,-0.3736049252919778,-0.3736049252919778,-0.502952952545134,-0.502952952545134,-0.502952952545134
2018-04-22,-0.5204631490791677,-0.5204631490791677,-0.5204631490791677,-0.3492156846966794,-0.3492156846966794,-0.3492156846966794,-0.3369703075752351,-0.3369703075752351,-0.3369703075752351,-0.13854328467118784,-0.13854328467118784,-0.13854328467118784
2018-04-29,-0.6756747929189107,-0.6756747929189107,-0.6756747929189107,-0.8355961343994044,-0.8355961343994044,-0.8355961343994044,-0.9009855850967725,-0.9009855850967725,-0.9009855850967725,-0.7972536269321426,-0.7972536269321426,-0.7972536269321426
2018-05-06,-1.8434245039422263,-1.8434245039422263,-1.8434245039422263,-1.7215012265278915,-1.7215012265278915,-1.7215012265278915,-1.831177345510948,-1.831177345510948,-1.831177345510948,-1.6848640070189682,-1.6848640070189682,-1.6848640070189682
2018-05-13,-1.671511676629099,-1.671511676629099,-1.671511676629099,-1.5594948708303589,-1.5594948708303589,-1.5594948708303589,-1.8296475855185959,-1.8296475855185959,-1.8296475855185959,-1.5905234904651384,-1.5905234904651384,-1.5905234904651384
2018-05-20,-1.3368319423314836,-1.3368319423314836,-1.3368319423314836,-1.2677085151695109,-1.2677085151695109,-1.2677085151695109,-1.3245079481861062,-1.3245079481861062,-1.3245079481861062,-1.2715162507156854,-1.2715162507156854,-1.2715162507156854
2018-05-27,-1.3470782670363197,-1.3470782670363197,-1.3470782670363197,-1.2705767289879726,-1.2705767289879726,-1.2705767289879726,-1.3133245550526724,-1.3133245550526724,-1.3133245550526724,-1.2556327734522394,-1.2556327734522394,-1.2556327734522394
2018-06-03,-1.864580717127865,-1.864580717127865,-1.864580717127865,-1.7182456928154153,-1.7182456928154153,-1.7182456928154153,-1.9151644722374843,-1.9151644722374843,-1.9151644722374843,-1.7691611340467552,-1.7691611340467552,-1.7691611340467552
2018-06-10,-1.252705956956931,-1.252705956956931,-1.252705956956931,-1.1857386175504736,-1.1857386175504736,-1.1857386175504736,-1.2669504190074328,-1.2669504190074328,-1.2669504190074328,-1.212294249042883,-1.212294249042883,-1.212294249042883
