Date,SPDR S&P China_Open_average,SPDR S&P China_Open_max,SPDR S&P China_Open_min,SPDR S&P China_High_average,SPDR S&P China_High_max,SPDR S&P China_High_min,SPDR S&P China_Low_average,SPDR S&P China_Low_max,SPDR S&P China_Low_min,SPDR S&P China_Close_average,SPDR S&P China_Close_max,SPDR S&P China_Close_min
2018-04-08,-1.0891127300236423,-1.0891127300236423,-1.0891127300236423,-1.2298789395862224,-1.2298789395862224,-1.2298789395862224,-0.9261273558761797,-0.9261273558761797,-0.9261273558761797,-0.9816637637710438,-0.9816637637710438,-0.9816637637710438
2018-04-15,-1.0986633678764477,-1.0986633678764477,-1.0986633678764477,-1.2683254225438547,-1.2683254225438547,-1.2683254225438547,-1.0073934288360806,-1.0073934288360806,-1.0073934288360806,-1.1944088527981824,-1.1944088527981824,-1.1944088527981824
2018-04-22,-0.6434470037989143,-0.6434470037989143,-0.6434470037989143,-0.8471060696519626,-0.8471060696519626,-0.8471060696519626,-0.6641044728113401,-0.6641044728113401,-0.6641044728113401,-0.9016891085554014,-0.9016891085554014,-0.9016891085554014
2018-04-29,-0.8017975024101207,-0.8017975024101207,-0.8017975024101207,-0.7594233345502598,-0.7594233345502598,-0.7594233345502598,-0.5563995654934203,-0.5563995654934203,-0.5563995654934203,-0.5998833110001772,-0.5998833110001772,-0.5998833110001772
2018-05-06,0.5911995802444469,0.5911995802444469,0.5911995802444469,0.5848186416258021,0.5848186416258021,0.5848186416258021,0.7947154933190277,0.7947154933190277,0.7947154933190277,0.5759495018650708,0.5759495018650708,0.5759495018650708
2018-05-13,0.5181762282610611,0.5181762282610611,0.5181762282610611,0.3856041640755994,0.3856041640755994,0.3856041640755994,0.5432972997101141,0.5432972997101141,0.5432972997101141,0.3871888604639243,0.3871888604639243,0.3871888604639243
2018-05-20,0.15651961810146814,0.15651961810146814,0.15651961810146814,0.0891052807175442,0.0891052807175442,0.0891052807175442,0.38487669198770136,0.38487669198770136,0.38487669198770136,0.3055729220035955,0.3055729220035955,0.3055729220035955
2018-05-27,0.9014913952396116,0.9014913952396116,0.9014913952396116,1.072480493151919,1.072480493151919,1.072480493151919,1.127316212520721,1.127316212520721,1.127316212520721,1.14972199604186,1.14972199604186,1.14972199604186
2018-06-03,1.3743865520319312,1.3743865520319312,1.3743865520319312,1.258950626399089,1.258950626399089,1.258950626399089,1.42099944685525,1.42099944685525,1.42099944685525,1.3448597911982783,1.3448597911982783,1.3448597911982783
2018-06-10,0.23282209204293858,0.23282209204293858,0.23282209204293858,0.2013929120358421,0.2013929120358421,0.2013929120358421,0.3330424015784028,0.3330424015784028,0.3330424015784028,0.39032273078015334,0.39032273078015334,0.39032273078015334
2018-06-17,-1.3424352737918794,-1.3424352737918794,-1.3424352737918794,-1.5123708465497028,-1.5123708465497028,-1.5123708465497028,-1.6113227618976593,-1.6113227618976593,-1.6113227618976593,-1.5426108544769785,-1.5426108544769785,-1.5426108544769785
2018-06-24,-2.087876218969155,-2.087876218969155,-2.087876218969155,-2.103796949050043,-2.103796949050043,-2.103796949050043,-1.9824119993687612,-1.9824119993687612,-1.9824119993687612,-1.9176198473004953,-1.9176198473004953,-1.9176198473004953
2018-07-01,-1.2696489650329015,-1.2696489650329015,-1.2696489650329015,-1.1909865478336268,-1.1909865478336268,-1.1909865478336268,-1.106632632258152,-1.106632632258152,-1.106632632258152,-1.095512114257184,-1.095512114257184,-1.095512114257184
2018-07-08,-1.3940083024670629,-1.3940083024670629,-1.3940083024670629,-1.407219163801412,-1.407219163801412,-1.407219163801412,-1.245998960847944,-1.245998960847944,-1.245998960847944,-1.3643412119085787,-1.3643412119085787,-1.3643412119085787
2018-07-15,-1.4750526528319876,-1.4750526528319876,-1.4750526528319876,-1.5159794959905535,-1.5159794959905535,-1.5159794959905535,-1.3887352853369983,-1.3887352853369983,-1.3887352853369983,-1.4392001751483543,-1.4392001751483543,-1.4392001751483543
2018-07-22,-1.0378404430202977,-1.0378404430202977,-1.0378404430202977,-1.0691820891838593,-1.0691820891838593,-1.0691820891838593,-1.1520822046976393,-1.1520822046976393,-1.1520822046976393,-1.205735904469035,-1.205735904469035,-1.205735904469035
2018-07-29,-1.637418644074647,-1.637418644074647,-1.637418644074647,-1.6265618402175275,-1.6265618402175275,-1.6265618402175275,-1.557748686137002,-1.557748686137002,-1.557748686137002,-1.5910838224574406,-1.5910838224574406,-1.5910838224574406
2018-08-05,-1.2629821008520385,-1.2629821008520385,-1.2629821008520385,-1.2921526548037954,-1.2921526548037954,-1.2921526548037954,-1.2933658854339654,-1.2933658854339654,-1.2933658854339654,-1.3594710313427854,-1.3594710313427854,-1.3594710313427854
2018-08-12,-1.5084741978657992,-1.5084741978657992,-1.5084741978657992,-1.4654058925767552,-1.4654058925767552,-1.4654058925767552,-1.414712182390376,-1.414712182390376,-1.414712182390376,-1.3964617514656412,-1.3964617514656412,-1.3964617514656412
2018-08-19,-0.7411881981052805,-0.7411881981052805,-0.7411881981052805,-0.6288779362363436,-0.6288779362363436,-0.6288779362363436,-0.6383782343912828,-0.6383782343912828,-0.6383782343912828,-0.6436208655208612,-0.6436208655208612,-0.6436208655208612
2018-08-26,-1.070130094691452,-1.070130094691452,-1.070130094691452,-1.0111413669134839,-1.0111413669134839,-1.0111413669134839,-1.013969309144839,-1.013969309144839,-1.013969309144839,-0.9771882921196718,-0.9771882921196718,-0.9771882921196718
2018-09-02,-1.775363303477032,-1.775363303477032,-1.775363303477032,-1.8474959748001771,-1.8474959748001771,-1.8474959748001771,-1.9234898600760828,-1.9234898600760828,-1.9234898600760828,-1.9305225379939481,-1.9305225379939481,-1.9305225379939481
2018-09-09,-1.6445848843216557,-1.6445848843216557,-1.6445848843216557,-1.6834434104918201,-1.6834434104918201,-1.6834434104918201,-1.6882038605118808,-1.6882038605118808,-1.6882038605118808,-1.700272582922582,-1.700272582922582,-1.700272582922582
2018-09-16,-0.7816683386328614,-0.7816683386328614,-0.7816683386328614,-0.8465626398228963,-0.8465626398228963,-0.8465626398228963,-0.778791504830392,-0.778791504830392,-0.778791504830392,-0.7463289061771542,-0.7463289061771542,-0.7463289061771542
2018-09-23,-0.48435858975635937,-0.48435858975635937,-0.48435858975635937,-0.5429002992737583,-0.5429002992737583,-0.5429002992737583,-0.49750468597973446,-0.49750468597973446,-0.49750468597973446,-0.5501590248652514,-0.5501590248652514,-0.5501590248652514
2018-09-30,-1.9408243919782382,-1.9408243919782382,-1.9408243919782382,-1.8303670785677901,-1.8303670785677901,-1.8303670785677901,-1.874776392246815,-1.874776392246815,-1.874776392246815,-1.744953990796857,-1.744953990796857,-1.744953990796857
2018-10-07,-1.9723406476549048,-1.9723406476549048,-1.9723406476549048,-1.9498126939950573,-1.9498126939950573,-1.9498126939950573,-1.954477485128861,-1.954477485128861,-1.954477485128861,-1.9700630247042676,-1.9700630247042676,-1.9700630247042676
2018-10-14,-1.2803494884483635,-1.2803494884483635,-1.2803494884483635,-1.2827022110141815,-1.2827022110141815,-1.2827022110141815,-1.3377631818065512,-1.3377631818065512,-1.3377631818065512,-1.3243908996317835,-1.3243908996317835,-1.3243908996317835
2018-10-21,-1.8495587302977146,-1.8495587302977146,-1.8495587302977146,-1.9013754124497495,-1.9013754124497495,-1.9013754124497495,-2.103530285600496,-2.103530285600496,-2.103530285600496,-2.1017893390392777,-2.1017893390392777,-2.1017893390392777
2018-10-28,-0.672063734288965,-0.672063734288965,-0.672063734288965,-0.6756939869876188,-0.6756939869876188,-0.6756939869876188,-0.5461367847935438,-0.5461367847935438,-0.5461367847935438,-0.5811287739188459,-0.5811287739188459,-0.5811287739188459
2018-11-04,-1.1003557031596871,-1.1003557031596871,-1.1003557031596871,-1.1425307967024512,-1.1425307967024512,-1.1425307967024512,-1.0841204884335862,-1.0841204884335862,-1.0841204884335862,-1.1330030966899867,-1.1330030966899867,-1.1330030966899867
2018-11-11,-0.37399421357437423,-0.37399421357437423,-0.37399421357437423,-0.38199249234749627,-0.38199249234749627,-0.38199249234749627,-0.4152199349752653,-0.4152199349752653,-0.4152199349752653,-0.4701450337367256,-0.4701450337367256,-0.4701450337367256
2018-11-18,-0.25554453432938945,-0.25554453432938945,-0.25554453432938945,-0.19226225524047524,-0.19226225524047524,-0.19226225524047524,-0.056505693434111416,-0.056505693434111416,-0.056505693434111416,-0.0446758357208498,-0.0446758357208498,-0.0446758357208498
2018-11-25,1.1874331904293984,1.1874331904293984,1.1874331904293984,1.2061480972054164,1.2061480972054164,1.2061480972054164,1.0542231371970825,1.0542231371970825,1.0542231371970825,1.0537646656004682,1.0537646656004682,1.0537646656004682
2018-12-02,-0.4978273753277364,-0.4978273753277364,-0.4978273753277364,-0.4387595184432486,-0.4387595184432486,-0.4387595184432486,-0.5309969599481317,-0.5309969599481317,-0.5309969599481317,-0.3084381262913718,-0.3084381262913718,-0.3084381262913718
2018-12-09,-0.43507761427933095,-0.43507761427933095,-0.43507761427933095,-0.40299724707918294,-0.40299724707918294,-0.40299724707918294,-0.4657762048465117,-0.4657762048465117,-0.4657762048465117,-0.5510545967734375,-0.5510545967734375,-0.5510545967734375
2018-12-16,-1.5108874442262825,-1.5108874442262825,-1.5108874442262825,-1.5118414695746003,-1.5118414695746003,-1.5118414695746003,-1.3558719479956356,-1.3558719479956356,-1.3558719479956356,-1.5028558744858478,-1.5028558744858478,-1.5028558744858478
2018-12-23,-0.847871886923144,-0.847871886923144,-0.847871886923144,-0.9448371698089356,-0.9448371698089356,-0.9448371698089356,-0.8940868232853806,-0.8940868232853806,-0.8940868232853806,-0.99758365762833,-0.99758365762833,-0.99758365762833
2018-12-30,-0.982706185129221,-0.982706185129221,-0.982706185129221,-0.7694837888686936,-0.7694837888686936,-0.7694837888686936,-0.6215207266207041,-0.6215207266207041,-0.6215207266207041,-0.5027711165002503,-0.5027711165002503,-0.5027711165002503
2019-01-06,-0.2711733727371357,-0.2711733727371357,-0.2711733727371357,-0.1680212154121043,-0.1680212154121043,-0.1680212154121043,-0.004833227007566388,-0.004833227007566388,-0.004833227007566388,0.04062506833872434,0.04062506833872434,0.04062506833872434
