Date,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_Open_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_High_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_Low_min,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_average,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_max,SPDR MSCI Emer Mkts StrategicFactorsEtf_Close_min
2018-05-27,-1.2735324302867554,-1.2735324302867554,-1.2735324302867554,-1.366973040361706,-1.366973040361706,-1.366973040361706,-1.293725742808324,-1.293725742808324,-1.293725742808324,-1.3087949282599185,-1.3087949282599185,-1.3087949282599185
2018-06-03,-1.1915960056485142,-1.1915960056485142,-1.1915960056485142,-1.188350319925886,-1.188350319925886,-1.188350319925886,-1.1000030110638712,-1.1000030110638712,-1.1000030110638712,-1.1320653192226093,-1.1320653192226093,-1.1320653192226093
2018-06-10,-1.9937328409307546,-1.9937328409307546,-1.9937328409307546,-1.9364832079937884,-1.9364832079937884,-1.9364832079937884,-1.9686623664233562,-1.9686623664233562,-1.9686623664233562,-1.9679379691574692,-1.9679379691574692,-1.9679379691574692
2018-06-17,-2.42532666837236,-2.42532666837236,-2.42532666837236,-2.223892549481085,-2.223892549481085,-2.223892549481085,-2.2453787938391785,-2.2453787938391785,-2.2453787938391785,-2.2721509033464504,-2.2721509033464504,-2.2721509033464504
2018-06-24,-2.448535306425762,-2.448535306425762,-2.448535306425762,-2.312755732977328,-2.312755732977328,-2.312755732977328,-2.3802887422299666,-2.3802887422299666,-2.3802887422299666,-2.3041423249828004,-2.3041423249828004,-2.3041423249828004
2018-07-01,-2.0522357568472622,-2.0522357568472622,-2.0522357568472622,-1.9266229899056733,-1.9266229899056733,-1.9266229899056733,-1.984170435655978,-1.984170435655978,-1.984170435655978,-1.9180469971732637,-1.9180469971732637,-1.9180469971732637
2018-07-08,-1.489091691534407,-1.489091691534407,-1.489091691534407,-1.537968651592453,-1.537968651592453,-1.537968651592453,-1.439914468630441,-1.439914468630441,-1.439914468630441,-1.4851031950629963,-1.4851031950629963,-1.4851031950629963
2018-07-15,-1.3212476571472844,-1.3212476571472844,-1.3212476571472844,-1.1756370383678354,-1.1756370383678354,-1.1756370383678354,-1.269062875292971,-1.269062875292971,-1.269062875292971,-1.2029376920397763,-1.2029376920397763,-1.2029376920397763
2018-07-22,-0.6671250523634856,-0.6671250523634856,-0.6671250523634856,-0.8037371415014569,-0.8037371415014569,-0.8037371415014569,-0.8818210671304382,-0.8818210671304382,-0.8818210671304382,-0.8589086435036212,-0.8589086435036212,-0.8589086435036212
2018-07-29,-1.0130588984892588,-1.0130588984892588,-1.0130588984892588,-0.9805590981593468,-0.9805590981593468,-0.9805590981593468,-1.0111013676515748,-1.0111013676515748,-1.0111013676515748,-0.9693185363932234,-0.9693185363932234,-0.9693185363932234
