Date,ProShares Ultra EuroEtf_Open_average,ProShares Ultra EuroEtf_Open_max,ProShares Ultra EuroEtf_Open_min,ProShares Ultra EuroEtf_High_average,ProShares Ultra EuroEtf_High_max,ProShares Ultra EuroEtf_High_min,ProShares Ultra EuroEtf_Low_average,ProShares Ultra EuroEtf_Low_max,ProShares Ultra EuroEtf_Low_min,ProShares Ultra EuroEtf_Close_average,ProShares Ultra EuroEtf_Close_max,ProShares Ultra EuroEtf_Close_min
2018-05-27,-2.0020364781213607,-2.0020364781213607,-2.0020364781213607,-2.0391963428792796,-2.0391963428792796,-2.0391963428792796,-2.085326355995499,-2.085326355995499,-2.085326355995499,-2.0668951449695965,-2.0668951449695965,-2.0668951449695965
2018-06-03,-1.5205701325895997,-1.5205701325895997,-1.5205701325895997,-1.5500489897366603,-1.5500489897366603,-1.5500489897366603,-1.4597709072171507,-1.4597709072171507,-1.4597709072171507,-1.5299401155424044,-1.5299401155424044,-1.5299401155424044
2018-06-10,-1.7612508708901276,-1.7612508708901276,-1.7612508708901276,-1.7897564309700584,-1.7897564309700584,-1.7897564309700584,-1.7619312389428796,-1.7619312389428796,-1.7619312389428796,-1.8067170819759053,-1.8067170819759053,-1.8067170819759053
2018-06-17,-1.4979808880286476,-1.4979808880286476,-1.4979808880286476,-1.5014169177447843,-1.5014169177447843,-1.5014169177447843,-1.5280161207564698,-1.5280161207564698,-1.5280161207564698,-1.5057691175677508,-1.5057691175677508,-1.5057691175677508
2018-06-24,-1.2909972271923211,-1.2909972271923211,-1.2909972271923211,-1.3121318567184652,-1.3121318567184652,-1.3121318567184652,-1.262417815533229,-1.262417815533229,-1.262417815533229,-1.3243534399772983,-1.3243534399772983,-1.3243534399772983
2018-07-01,-0.9842433696790492,-0.9842433696790492,-0.9842433696790492,-0.9974442651305415,-0.9974442651305415,-0.9974442651305415,-0.9772924277722161,-0.9772924277722161,-0.9772924277722161,-0.9941655257824045,-0.9941655257824045,-0.9941655257824045
2018-07-08,-1.2250470582233266,-1.2250470582233266,-1.2250470582233266,-1.139285041049189,-1.139285041049189,-1.139285041049189,-1.1699247452559665,-1.1699247452559665,-1.1699247452559665,-1.1189620930650321,-1.1189620930650321,-1.1189620930650321
2018-07-15,-0.9083819885281815,-0.9083819885281815,-0.9083819885281815,-0.9187033847272758,-0.9187033847272758,-0.9187033847272758,-0.8584238426926547,-0.8584238426926547,-0.8584238426926547,-0.8996431326723718,-0.8996431326723718,-0.8996431326723718
2018-07-22,-1.0318342463836454,-1.0318342463836454,-1.0318342463836454,-1.0107153323765632,-1.0107153323765632,-1.0107153323765632,-0.9867665725732552,-0.9867665725732552,-0.9867665725732552,-0.9943726640643796,-0.9943726640643796,-0.9943726640643796
2018-07-29,-1.1791315721658568,-1.1791315721658568,-1.1791315721658568,-1.1079046304133207,-1.1079046304133207,-1.1079046304133207,-1.1378186157515697,-1.1378186157515697,-1.1378186157515697,-1.16459227546882,-1.16459227546882,-1.16459227546882
2018-08-05,-1.4664706270281993,-1.4664706270281993,-1.4664706270281993,-1.471716798807745,-1.471716798807745,-1.471716798807745,-1.5316662052983343,-1.5316662052983343,-1.5316662052983343,-1.542057819414704,-1.542057819414704,-1.542057819414704
2018-08-12,-1.404212632202742,-1.404212632202742,-1.404212632202742,-1.3532813263455257,-1.3532813263455257,-1.3532813263455257,-1.360043612799147,-1.360043612799147,-1.360043612799147,-1.3263314088324072,-1.3263314088324072,-1.3263314088324072
2018-08-19,-0.6928387047408686,-0.6928387047408686,-0.6928387047408686,-0.7056472722811723,-0.7056472722811723,-0.7056472722811723,-0.6897629817831619,-0.6897629817831619,-0.6897629817831619,-0.7072110130631596,-0.7072110130631596,-0.7072110130631596
2018-08-26,-0.597979863875833,-0.597979863875833,-0.597979863875833,-0.6510526003217815,-0.6510526003217815,-0.6510526003217815,-0.7643208966297768,-0.7643208966297768,-0.7643208966297768,-0.7764898563705719,-0.7764898563705719,-0.7764898563705719
