Date,Direxion Daily Junior Gold Miners Bear 3X Shares_Open_average,Direxion Daily Junior Gold Miners Bear 3X Shares_Open_max,Direxion Daily Junior Gold Miners Bear 3X Shares_High_average,Direxion Daily Junior Gold Miners Bear 3X Shares_High_max,Direxion Daily Junior Gold Miners Bear 3X Shares_Low_average,Direxion Daily Junior Gold Miners Bear 3X Shares_Low_max,Direxion Daily Junior Gold Miners Bear 3X Shares_Close_average,Direxion Daily Junior Gold Miners Bear 3X Shares_Close_max
2016-03-27,-0.9393132703183954,-0.9393132703183954,-0.9084080166867938,-0.9084080166867938,-0.8712674462609937,-0.8712674462609937,-0.8582139944389483,-0.8582139944389483
2016-04-03,-0.9297100306315309,-0.9297100306315309,-0.9221572947722863,-0.9221572947722863,-0.927512216688248,-0.927512216688248,-0.9264298222546892,-0.9264298222546892
2016-04-10,-0.8890791739660907,-0.8890791739660907,-0.8856664564129731,-0.8856664564129731,-0.8388608947705666,-0.8388608947705666,-0.8551579106268784,-0.8551579106268784
2016-04-17,-0.951293629845899,-0.951293629845899,-0.9565658141460693,-0.9565658141460693,-0.9278746902830185,-0.9278746902830185,-0.933628217907572,-0.933628217907572
2016-04-24,-1.2614736101894097,-1.2614736101894097,-1.2825719851016812,-1.2825719851016812,-1.2955933763742118,-1.2955933763742118,-1.284952928933544,-1.284952928933544
2016-05-01,-1.1385046849453806,-1.1385046849453806,-1.1577455148943725,-1.1577455148943725,-1.173150639401989,-1.173150639401989,-1.186365443667949,-1.186365443667949
2016-05-08,-1.1764406488214811,-1.1764406488214811,-1.2151229846091052,-1.2151229846091052,-1.2078700404664318,-1.2078700404664318,-1.2183353629585394,-1.2183353629585394
2016-05-15,-1.0323801852590035,-1.0323801852590035,-1.071287587294021,-1.071287587294021,-1.0654788912541653,-1.0654788912541653,-1.0774306962028486,-1.0774306962028486
2016-05-22,-0.8586792965175304,-0.8586792965175304,-0.8038328466965172,-0.8038328466965172,-0.832587350029754,-0.832587350029754,-0.7651730881883257,-0.7651730881883257
2016-05-29,-1.067221576982104,-1.067221576982104,-1.057211362781832,-1.057211362781832,-1.065761625117455,-1.065761625117455,-1.084833261375417,-1.084833261375417
2016-06-05,-1.1007862286569026,-1.1007862286569026,-1.0675296285042484,-1.0675296285042484,-1.073683333029135,-1.073683333029135,-1.0703210057338701,-1.0703210057338701
2016-06-12,-0.9020740083844027,-0.9020740083844027,-0.9307899213347259,-0.9307899213347259,-0.9414805300137172,-0.9414805300137172,-0.9698933084850231,-0.9698933084850231
2016-06-19,-0.9988071966266052,-0.9988071966266052,-1.0033034780544836,-1.0033034780544836,-0.986609262910717,-0.986609262910717,-0.9940169867477512,-0.9940169867477512
2016-06-26,-1.1579860631898127,-1.1579860631898127,-1.2231677488126782,-1.2231677488126782,-1.2843305079681469,-1.2843305079681469,-1.3289722738534162,-1.3289722738534162
2016-07-03,-1.4093832786593365,-1.4093832786593365,-1.421539091689081,-1.421539091689081,-1.3706980459540148,-1.3706980459540148,-1.3756985989113086,-1.3756985989113086
2016-07-10,-1.3350787368862205,-1.3350787368862205,-1.319937616072231,-1.319937616072231,-1.2680722297121605,-1.2680722297121605,-1.2470975803755144,-1.2470975803755144
2016-07-17,-1.0957697002584268,-1.0957697002584268,-1.0442765280160593,-1.0442765280160593,-1.0092367511890057,-1.0092367511890057,-0.9512586955224567,-0.9512586955224567
2016-07-24,-1.2260421634361447,-1.2260421634361447,-1.2191792052233217,-1.2191792052233217,-1.1949623511615735,-1.1949623511615735,-1.172619625776785,-1.172619625776785
2016-07-31,-1.0550297993241662,-1.0550297993241662,-1.0671143802878955,-1.0671143802878955,-1.0603802751573874,-1.0603802751573874,-1.0218450434437936,-1.0218450434437936
2016-08-07,-0.984493796405111,-0.984493796405111,-0.972463779788593,-0.972463779788593,-0.944552398877369,-0.944552398877369,-0.9086142811057308,-0.9086142811057308
2016-08-14,-0.7791820501054904,-0.7791820501054904,-0.7694728383490528,-0.7694728383490528,-0.7320011671292967,-0.7320011671292967,-0.7070177401144707,-0.7070177401144707
2016-08-21,-0.4443793185280347,-0.4443793185280347,-0.4878808578047463,-0.4878808578047463,-0.496277690373128,-0.496277690373128,-0.49550448495277793,-0.49550448495277793
2016-08-28,-0.5555602036644625,-0.5555602036644625,-0.452499160721521,-0.452499160721521,-0.5548788588900674,-0.5548788588900674,-0.603287616297115,-0.603287616297115
2016-09-04,-0.2972960799108171,-0.2972960799108171,-0.3506331017303394,-0.3506331017303394,-0.707213265727939,-0.707213265727939,-0.6834708152945279,-0.6834708152945279
2016-09-11,-0.49162125203813445,-0.49162125203813445,-0.43818065661732347,-0.43818065661732347,-0.3123294936540893,-0.3123294936540893,-0.2639470139556963,-0.2639470139556963
2016-09-18,-0.8510822962357518,-0.8510822962357518,-0.7117178939135066,-0.7117178939135066,-0.7758395517606378,-0.7758395517606378,-0.48415357115532426,-0.48415357115532426
2016-09-25,-0.2680625285142706,-0.2680625285142706,-0.039315206378874465,-0.039315206378874465,-0.06517524211998153,-0.06517524211998153,0.10229037660328029,0.10229037660328029
2016-10-02,1.9086716154130883,1.9086716154130883,1.7723034351051323,1.7723034351051323,1.9958758485713077,1.9958758485713077,1.8409060893347746,1.8409060893347746
2016-10-09,1.5408752273503876,1.5408752273503876,1.4514357142117122,1.4514357142117122,1.5132549574135365,1.5132549574135365,1.3949837254105486,1.3949837254105486
