Date,VanEck Vectors Russia Small-CapEtf_Open_average,VanEck Vectors Russia Small-CapEtf_Open_max,VanEck Vectors Russia Small-CapEtf_Open_min,VanEck Vectors Russia Small-CapEtf_High_average,VanEck Vectors Russia Small-CapEtf_High_max,VanEck Vectors Russia Small-CapEtf_High_min,VanEck Vectors Russia Small-CapEtf_Low_average,VanEck Vectors Russia Small-CapEtf_Low_max,VanEck Vectors Russia Small-CapEtf_Low_min,VanEck Vectors Russia Small-CapEtf_Close_average,VanEck Vectors Russia Small-CapEtf_Close_max,VanEck Vectors Russia Small-CapEtf_Close_min
2018-05-27,-1.1250008543919177,-1.1250008543919177,-1.1250008543919177,-1.1029264561253045,-1.1029264561253045,-1.1029264561253045,-1.2023436601405315,-1.2023436601405315,-1.2023436601405315,-1.2432955850154912,-1.2432955850154912,-1.2432955850154912
2018-06-03,-1.157107996921319,-1.157107996921319,-1.157107996921319,-1.1227731059713149,-1.1227731059713149,-1.1227731059713149,-1.085106900470024,-1.085106900470024,-1.085106900470024,-1.1925947126789977,-1.1925947126789977,-1.1925947126789977
2018-06-10,-1.1156622846567887,-1.1156622846567887,-1.1156622846567887,-1.1767370978438532,-1.1767370978438532,-1.1767370978438532,-1.1798919186797399,-1.1798919186797399,-1.1798919186797399,-1.2079857834038836,-1.2079857834038836,-1.2079857834038836
2018-06-17,-1.4485710507968905,-1.4485710507968905,-1.4485710507968905,-1.4948972603643098,-1.4948972603643098,-1.4948972603643098,-1.3273450267033642,-1.3273450267033642,-1.3273450267033642,-1.4183921115957951,-1.4183921115957951,-1.4183921115957951
2018-06-24,-1.4558494849714092,-1.4558494849714092,-1.4558494849714092,-1.4128990485301747,-1.4128990485301747,-1.4128990485301747,-1.3735549773067033,-1.3735549773067033,-1.3735549773067033,-1.3541748379852023,-1.3541748379852023,-1.3541748379852023
2018-07-01,-1.3338648498827779,-1.3338648498827779,-1.3338648498827779,-1.3570788503147888,-1.3570788503147888,-1.3570788503147888,-1.2591724194451162,-1.2591724194451162,-1.2591724194451162,-1.3039261291620667,-1.3039261291620667,-1.3039261291620667
2018-07-08,-1.2471051092231713,-1.2471051092231713,-1.2471051092231713,-1.2749954424651655,-1.2749954424651655,-1.2749954424651655,-1.1830564350888007,-1.1830564350888007,-1.1830564350888007,-1.2297296476510993,-1.2297296476510993,-1.2297296476510993
2018-07-15,-1.3865707457744232,-1.3865707457744232,-1.3865707457744232,-1.4055009503146318,-1.4055009503146318,-1.4055009503146318,-1.3595125212766537,-1.3595125212766537,-1.3595125212766537,-1.3714191570579914,-1.3714191570579914,-1.3714191570579914
2018-07-22,-1.182982878570767,-1.182982878570767,-1.182982878570767,-1.1042416823163839,-1.1042416823163839,-1.1042416823163839,-1.2332250092986623,-1.2332250092986623,-1.2332250092986623,-1.2849123998690222,-1.2849123998690222,-1.2849123998690222
2018-07-29,-1.4037395262268555,-1.4037395262268555,-1.4037395262268555,-1.3885585961443432,-1.3885585961443432,-1.3885585961443432,-1.3561323219020014,-1.3561323219020014,-1.3561323219020014,-1.3399460631443951,-1.3399460631443951,-1.3399460631443951
