Date,DeltaShares S&P International Managed Risk_Open_average,DeltaShares S&P International Managed Risk_Open_max,DeltaShares S&P International Managed Risk_Open_min,DeltaShares S&P International Managed Risk_High_average,DeltaShares S&P International Managed Risk_High_max,DeltaShares S&P International Managed Risk_High_min,DeltaShares S&P International Managed Risk_Low_average,DeltaShares S&P International Managed Risk_Low_max,DeltaShares S&P International Managed Risk_Low_min,DeltaShares S&P International Managed Risk_Close_average,DeltaShares S&P International Managed Risk_Close_max,DeltaShares S&P International Managed Risk_Close_min
2018-04-08,-0.22253641572158286,-0.22253641572158286,-0.22253641572158286,-0.225945264776586,-0.225945264776586,-0.225945264776586,-0.1879177961702243,-0.1879177961702243,-0.1879177961702243,-0.20292594150556545,-0.20292594150556545,-0.20292594150556545
2018-04-15,-0.07078139182198982,-0.07078139182198982,-0.07078139182198982,-0.03561345752009458,-0.03561345752009458,-0.03561345752009458,-0.061792989366324554,-0.061792989366324554,-0.061792989366324554,-0.03360807038008457,-0.03360807038008457,-0.03360807038008457
2018-04-22,0.3171278250983622,0.3171278250983622,0.3171278250983622,0.29290531480805704,0.29290531480805704,0.29290531480805704,0.2602177181013504,0.2602177181013504,0.2602177181013504,0.2142051917827366,0.2142051917827366,0.2142051917827366
2018-04-29,0.5624382791311445,0.5624382791311445,0.5624382791311445,0.5384697610398106,0.5384697610398106,0.5384697610398106,0.5398073932092031,0.5398073932092031,0.5398073932092031,0.4838138316743089,0.4838138316743089,0.4838138316743089
2018-05-06,1.3019114031793568,1.3019114031793568,1.3019114031793568,1.2998757455906529,1.2998757455906529,1.2998757455906529,1.3715844451491812,1.3715844451491812,1.3715844451491812,1.3350498819304124,1.3350498819304124,1.3350498819304124
2018-05-13,1.389428536372171,1.389428536372171,1.389428536372171,1.3732317692853233,1.3732317692853233,1.3732317692853233,1.4484654717666239,1.4484654717666239,1.4484654717666239,1.415164375680227,1.415164375680227,1.415164375680227
2018-05-20,2.5690176960526023,2.5690176960526023,2.5690176960526023,2.5714563014681437,2.5714563014681437,2.5714563014681437,2.557084393416357,2.557084393416357,2.557084393416357,2.543443089514235,2.543443089514235,2.543443089514235
2018-05-27,0.45126671594544365,0.45126671594544365,0.45126671594544365,0.4383123557262124,0.4383123557262124,0.4383123557262124,0.5215352211339906,0.5215352211339906,0.5215352211339906,0.5008416338842655,0.5008416338842655,0.5008416338842655
2018-06-03,0.083459314811644,0.083459314811644,0.083459314811644,0.07268714872495816,0.07268714872495816,0.07268714872495816,0.010581874051990835,0.010581874051990835,0.010581874051990835,-0.005330274158425823,-0.005330274158425823,-0.005330274158425823
2018-06-10,-1.3942470950594281,-1.3942470950594281,-1.3942470950594281,-1.0689405767946285,-1.0689405767946285,-1.0689405767946285,-1.278735823364581,-1.278735823364581,-1.278735823364581,-0.9598522916490326,-0.9598522916490326,-0.9598522916490326
2018-06-17,-2.1314939226369556,-2.1314939226369556,-2.1314939226369556,-2.2126991600434502,-2.2126991600434502,-2.2126991600434502,-2.0358871786273003,-2.0358871786273003,-2.0358871786273003,-2.11684796701721,-2.11684796701721,-2.11684796701721
2018-06-24,-2.0166117286359806,-2.0166117286359806,-2.0166117286359806,-2.066915567041988,-2.066915567041988,-2.066915567041988,-1.9845273789976376,-1.9845273789976376,-1.9845273789976376,-2.038114428798241,-2.038114428798241,-2.038114428798241
2018-07-01,-0.9249754024096923,-0.9249754024096923,-0.9249754024096923,-0.9215637255634376,-0.9215637255634376,-0.9215637255634376,-1.0092210433328261,-1.0092210433328261,-1.0092210433328261,-0.9973196246991809,-0.9973196246991809,-0.9973196246991809
