Date,Rogers International Commodity Metals Total Return_Open_average,Rogers International Commodity Metals Total Return_Open_max,Rogers International Commodity Metals Total Return_Open_min,Rogers International Commodity Metals Total Return_High_average,Rogers International Commodity Metals Total Return_High_max,Rogers International Commodity Metals Total Return_High_min,Rogers International Commodity Metals Total Return_Low_average,Rogers International Commodity Metals Total Return_Low_max,Rogers International Commodity Metals Total Return_Low_min,Rogers International Commodity Metals Total Return_Close_average,Rogers International Commodity Metals Total Return_Close_max,Rogers International Commodity Metals Total Return_Close_min
2018-04-08,0.42924379905626636,0.42924379905626636,0.42924379905626636,0.5611317177496918,0.5611317177496918,0.5611317177496918,0.5018624253832387,0.5018624253832387,0.5018624253832387,0.3997479632774129,0.3997479632774129,0.3997479632774129
2018-04-15,1.014499861627674,1.014499861627674,1.014499861627674,0.8863939611012234,0.8863939611012234,0.8863939611012234,0.3232383779425533,0.3232383779425533,0.3232383779425533,0.05839177086616573,0.05839177086616573,0.05839177086616573
2018-04-22,-0.24973463383605277,-0.24973463383605277,-0.24973463383605277,-0.6560977964782337,-0.6560977964782337,-0.6560977964782337,-0.10572212779337764,-0.10572212779337764,-0.10572212779337764,-0.5372824742135581,-0.5372824742135581,-0.5372824742135581
2018-04-29,0.21123028955350384,0.21123028955350384,0.21123028955350384,0.16450937883046268,0.16450937883046268,0.16450937883046268,0.32748469202790975,0.32748469202790975,0.32748469202790975,0.38084589195941276,0.38084589195941276,0.38084589195941276
2018-05-06,0.1273034901547985,0.1273034901547985,0.1273034901547985,-0.1062020564912357,-0.1062020564912357,-0.1062020564912357,0.24780381902858256,0.24780381902858256,0.24780381902858256,0.057621377782350054,0.057621377782350054,0.057621377782350054
2018-05-13,-0.07811000381663856,-0.07811000381663856,-0.07811000381663856,0.02620478130987912,0.02620478130987912,0.02620478130987912,0.06973404487147486,0.06973404487147486,0.06973404487147486,0.25234746934142993,0.25234746934142993,0.25234746934142993
2018-05-20,-0.07203368274928568,-0.07203368274928568,-0.07203368274928568,-0.4737934826043081,-0.4737934826043081,-0.4737934826043081,0.08841035117598385,0.08841035117598385,0.08841035117598385,-0.38700227265776826,-0.38700227265776826,-0.38700227265776826
2018-05-27,0.7495097109105416,0.7495097109105416,0.7495097109105416,0.6440749575115085,0.6440749575115085,0.6440749575115085,0.8552621457638293,0.8552621457638293,0.8552621457638293,1.1035714525093991,1.1035714525093991,1.1035714525093991
2018-06-03,1.3641919262246645,1.3641919262246645,1.3641919262246645,1.4827116206996864,1.4827116206996864,1.4827116206996864,1.4143808922427996,1.4143808922427996,1.4143808922427996,1.9710397161111648,1.9710397161111648,1.9710397161111648
2018-06-10,-0.14547468459554203,-0.14547468459554203,-0.14547468459554203,-0.544331053951818,-0.544331053951818,-0.544331053951818,0.0,0.0,0.0,-0.4467736265203017,-0.4467736265203017,-0.4467736265203017
2018-06-17,-1.0072589300409458,-1.0072589300409458,-1.0072589300409458,-1.5385052119083273,-1.5385052119083273,-1.5385052119083273,-0.9327587665908241,-0.9327587665908241,-0.9327587665908241,-1.62739965194214,-1.62739965194214,-1.62739965194214
2018-06-24,-2.0215322201229085,-2.0215322201229085,-2.0215322201229085,-2.0690254137089754,-2.0690254137089754,-2.0690254137089754,-2.1142420813818252,-2.1142420813818252,-2.1142420813818252,-2.230918900546764,-2.230918900546764,-2.230918900546764
