Date,iShares MSCI Argentina and Global Exposure_Open_average,iShares MSCI Argentina and Global Exposure_Open_max,iShares MSCI Argentina and Global Exposure_Open_min,iShares MSCI Argentina and Global Exposure_High_average,iShares MSCI Argentina and Global Exposure_High_max,iShares MSCI Argentina and Global Exposure_High_min,iShares MSCI Argentina and Global Exposure_Low_average,iShares MSCI Argentina and Global Exposure_Low_max,iShares MSCI Argentina and Global Exposure_Low_min,iShares MSCI Argentina and Global Exposure_Close_average,iShares MSCI Argentina and Global Exposure_Close_max,iShares MSCI Argentina and Global Exposure_Close_min
2018-04-08,-0.7035820432182358,-0.7035820432182358,-0.7035820432182358,-0.8807213642420253,-0.8807213642420253,-0.8807213642420253,-0.7550623367192677,-0.7550623367192677,-0.7550623367192677,-0.9459630099216771,-0.9459630099216771,-0.9459630099216771
2018-04-15,-0.8864862993135565,-0.8864862993135565,-0.8864862993135565,-0.9408847823687977,-0.9408847823687977,-0.9408847823687977,-0.6186078095064041,-0.6186078095064041,-0.6186078095064041,-0.7314853359994947,-0.7314853359994947,-0.7314853359994947
2018-04-22,-1.021852108272113,-1.021852108272113,-1.021852108272113,-1.0919045052473084,-1.0919045052473084,-1.0919045052473084,-0.7574641457378505,-0.7574641457378505,-0.7574641457378505,-0.9105747709457717,-0.9105747709457717,-0.9105747709457717
2018-04-29,-2.242473848524794,-2.242473848524794,-2.242473848524794,-2.204890180542768,-2.204890180542768,-2.204890180542768,-2.170780854142777,-2.170780854142777,-2.170780854142777,-2.2740463488395877,-2.2740463488395877,-2.2740463488395877
2018-05-06,-2.226849131146221,-2.226849131146221,-2.226849131146221,-2.3250159562931154,-2.3250159562931154,-2.3250159562931154,-2.4122545161132836,-2.4122545161132836,-2.4122545161132836,-2.3885723674934938,-2.3885723674934938,-2.3885723674934938
2018-05-13,-1.7721158602420068,-1.7721158602420068,-1.7721158602420068,-1.8511904989072565,-1.8511904989072565,-1.8511904989072565,-1.6200372810129378,-1.6200372810129378,-1.6200372810129378,-1.640281944653625,-1.640281944653625,-1.640281944653625
2018-05-20,-1.5967265586004578,-1.5967265586004578,-1.5967265586004578,-1.6457103146400087,-1.6457103146400087,-1.6457103146400087,-1.4881592786936162,-1.4881592786936162,-1.4881592786936162,-1.5003028275366292,-1.5003028275366292,-1.5003028275366292
2018-05-27,-1.6757576931822693,-1.6757576931822693,-1.6757576931822693,-1.6443631630271036,-1.6443631630271036,-1.6443631630271036,-1.6092492727389058,-1.6092492727389058,-1.6092492727389058,-1.5515197884052292,-1.5515197884052292,-1.5515197884052292
2018-06-03,-1.0585275998203711,-1.0585275998203711,-1.0585275998203711,-1.1113771226249167,-1.1113771226249167,-1.1113771226249167,-1.1066681363513513,-1.1066681363513513,-1.1066681363513513,-1.1378754551101202,-1.1378754551101202,-1.1378754551101202
2018-06-10,-1.7837536567094048,-1.7837536567094048,-1.7837536567094048,-1.8149445422116868,-1.8149445422116868,-1.8149445422116868,-1.9159804532815508,-1.9159804532815508,-1.9159804532815508,-1.932737467266023,-1.932737467266023,-1.932737467266023
2018-06-17,-1.458471492281834,-1.458471492281834,-1.458471492281834,-1.477471629327996,-1.477471629327996,-1.477471629327996,-1.54333497105423,-1.54333497105423,-1.54333497105423,-1.5589657541248225,-1.5589657541248225,-1.5589657541248225
2018-06-24,-1.8344400781998043,-1.8344400781998043,-1.8344400781998043,-1.837237675133841,-1.837237675133841,-1.837237675133841,-1.758005778532172,-1.758005778532172,-1.758005778532172,-1.7326484444302743,-1.7326484444302743,-1.7326484444302743
2018-07-01,-1.0525317571428419,-1.0525317571428419,-1.0525317571428419,-0.9904136907331421,-0.9904136907331421,-0.9904136907331421,-0.9450136974685479,-0.9450136974685479,-0.9450136974685479,-0.9337677169753388,-0.9337677169753388,-0.9337677169753388
2018-07-08,-0.9084120378042866,-0.9084120378042866,-0.9084120378042866,-0.8519293590890367,-0.8519293590890367,-0.8519293590890367,-0.8035304721038921,-0.8035304721038921,-0.8035304721038921,-0.7517518654429316,-0.7517518654429316,-0.7517518654429316
2018-07-15,-0.41488137829821714,-0.41488137829821714,-0.41488137829821714,-0.45365040933846656,-0.45365040933846656,-0.45365040933846656,-0.3803378455638844,-0.3803378455638844,-0.3803378455638844,-0.40485892595301926,-0.40485892595301926,-0.40485892595301926
2018-07-22,-0.0095062347677872,-0.0095062347677872,-0.0095062347677872,-0.06197781681195823,-0.06197781681195823,-0.06197781681195823,-0.10910798522470282,-0.10910798522470282,-0.10910798522470282,-0.14790494743731766,-0.14790494743731766,-0.14790494743731766
2018-07-29,-0.44759822786159464,-0.44759822786159464,-0.44759822786159464,-0.4017137400237843,-0.4017137400237843,-0.4017137400237843,-0.29216666682029824,-0.29216666682029824,-0.29216666682029824,-0.24881512927228283,-0.24881512927228283,-0.24881512927228283
2018-08-05,-0.9285585049579411,-0.9285585049579411,-0.9285585049579411,-0.9818690254293668,-0.9818690254293668,-0.9818690254293668,-1.2077145068161037,-1.2077145068161037,-1.2077145068161037,-1.2011180354888646,-1.2011180354888646,-1.2011180354888646
2018-08-12,-1.6798645833497556,-1.6798645833497556,-1.6798645833497556,-1.7172353612092794,-1.7172353612092794,-1.7172353612092794,-1.626542475752751,-1.626542475752751,-1.626542475752751,-1.5677210370423211,-1.5677210370423211,-1.5677210370423211
2018-08-19,-0.7965265535577918,-0.7965265535577918,-0.7965265535577918,-0.7467367199583225,-0.7467367199583225,-0.7467367199583225,-0.605888431940446,-0.605888431940446,-0.605888431940446,-0.659121300157654,-0.659121300157654,-0.659121300157654
