Date,iShares MSCI United Kingdom Small-CapEtf_Open_average,iShares MSCI United Kingdom Small-CapEtf_Open_max,iShares MSCI United Kingdom Small-CapEtf_Open_min,iShares MSCI United Kingdom Small-CapEtf_High_average,iShares MSCI United Kingdom Small-CapEtf_High_max,iShares MSCI United Kingdom Small-CapEtf_High_min,iShares MSCI United Kingdom Small-CapEtf_Low_average,iShares MSCI United Kingdom Small-CapEtf_Low_max,iShares MSCI United Kingdom Small-CapEtf_Low_min,iShares MSCI United Kingdom Small-CapEtf_Close_average,iShares MSCI United Kingdom Small-CapEtf_Close_max,iShares MSCI United Kingdom Small-CapEtf_Close_min
2018-05-27,0.26264859950381514,0.26264859950381514,0.26264859950381514,0.22077843510066691,0.22077843510066691,0.22077843510066691,0.30361972348429905,0.30361972348429905,0.30361972348429905,0.27403551293318856,0.27403551293318856,0.27403551293318856
2018-06-03,1.02516951341247,1.02516951341247,1.02516951341247,1.0724014081264852,1.0724014081264852,1.0724014081264852,1.0661839780042885,1.0661839780042885,1.0661839780042885,1.1138653971901644,1.1138653971901644,1.1138653971901644
2018-06-10,0.6474748245537026,0.6474748245537026,0.6474748245537026,0.6237594538299644,0.6237594538299644,0.6237594538299644,0.6407583656516804,0.6407583656516804,0.6407583656516804,0.6754547105217237,0.6754547105217237,0.6754547105217237
2018-06-17,-0.09531679013729599,-0.09531679013729599,-0.09531679013729599,-0.1334627545994836,-0.1334627545994836,-0.1334627545994836,-0.20435756776430183,-0.20435756776430183,-0.20435756776430183,-0.10133387582825873,-0.10133387582825873,-0.10133387582825873
2018-06-24,-1.5253355278115215,-1.5253355278115215,-1.5253355278115215,-1.562817816853882,-1.562817816853882,-1.562817816853882,-1.4706824754428802,-1.4706824754428802,-1.4706824754428802,-1.517991524816844,-1.517991524816844,-1.517991524816844
2018-07-01,-1.0063010634157519,-1.0063010634157519,-1.0063010634157519,-1.0332050856460575,-1.0332050856460575,-1.0332050856460575,-1.0326137693251154,-1.0326137693251154,-1.0326137693251154,-1.0667515276854533,-1.0667515276854533,-1.0667515276854533
2018-07-08,-0.6945970999328873,-0.6945970999328873,-0.6945970999328873,-0.7207614772478615,-0.7207614772478615,-0.7207614772478615,-0.6708438402423685,-0.6708438402423685,-0.6708438402423685,-0.7033295297690657,-0.7033295297690657,-0.7033295297690657
2018-07-15,-1.0488526127858406,-1.0488526127858406,-1.0488526127858406,-1.0436900380992518,-1.0436900380992518,-1.0436900380992518,-1.0997441203938303,-1.0997441203938303,-1.0997441203938303,-1.1324764996260368,-1.1324764996260368,-1.1324764996260368
2018-07-22,-1.0050653235736846,-1.0050653235736846,-1.0050653235736846,-1.0232539494362263,-1.0232539494362263,-1.0232539494362263,-0.9280839709888983,-0.9280839709888983,-0.9280839709888983,-0.951913081858318,-0.951913081858318,-0.951913081858318
2018-07-29,-1.6976683141145001,-1.6976683141145001,-1.6976683141145001,-1.5892503326917427,-1.5892503326917427,-1.5892503326917427,-1.6367481239318453,-1.6367481239318453,-1.6367481239318453,-1.5804147682345229,-1.5804147682345229,-1.5804147682345229
2018-08-05,-2.1453811045476407,-2.1453811045476407,-2.1453811045476407,-2.139141178390739,-2.139141178390739,-2.139141178390739,-2.4342669266248635,-2.4342669266248635,-2.4342669266248635,-2.1548639753509993,-2.1548639753509993,-2.1548639753509993
2018-08-12,-2.335985716694197,-2.335985716694197,-2.335985716694197,-2.08918000782441,-2.08918000782441,-2.08918000782441,-2.191015569666367,-2.191015569666367,-2.191015569666367,-2.1141623196791115,-2.1141623196791115,-2.1141623196791115
2018-08-19,-1.4171841012375066,-1.4171841012375066,-1.4171841012375066,-1.4787320769963834,-1.4787320769963834,-1.4787320769963834,-1.3290386360305497,-1.3290386360305497,-1.3290386360305497,-1.4253794819945036,-1.4253794819945036,-1.4253794819945036
2018-08-26,-0.8531080078340921,-0.8531080078340921,-0.8531080078340921,-0.8524239883586657,-0.8524239883586657,-0.8524239883586657,-0.9916913799741577,-0.9916913799741577,-0.9916913799741577,-1.0915586843246148,-1.0915586843246148,-1.0915586843246148
2018-09-02,-1.6311903423427399,-1.6311903423427399,-1.6311903423427399,-1.6850335055788435,-1.6850335055788435,-1.6850335055788435,-1.534852340877769,-1.534852340877769,-1.534852340877769,-1.607216670682474,-1.607216670682474,-1.607216670682474
