Date,Virtus Glovista EM_Open_average,Virtus Glovista EM_Open_max,Virtus Glovista EM_Open_min,Virtus Glovista EM_High_average,Virtus Glovista EM_High_max,Virtus Glovista EM_High_min,Virtus Glovista EM_Low_average,Virtus Glovista EM_Low_max,Virtus Glovista EM_Low_min,Virtus Glovista EM_Close_average,Virtus Glovista EM_Close_max,Virtus Glovista EM_Close_min
2018-04-08,-1.2948652353251406,-1.2948652353251406,-1.2948652353251406,-1.2035054952042792,-1.2035054952042792,-1.2035054952042792,-1.1988532147638444,-1.1988532147638444,-1.1988532147638444,-1.11234477598245,-1.11234477598245,-1.11234477598245
2018-04-15,-1.292522194963014,-1.292522194963014,-1.292522194963014,-1.3124225835972272,-1.3124225835972272,-1.3124225835972272,-1.2942395780181346,-1.2942395780181346,-1.2942395780181346,-1.2756198892809085,-1.2756198892809085,-1.2756198892809085
2018-04-22,-1.6053498778009703,-1.6053498778009703,-1.6053498778009703,-1.6215720355200434,-1.6215720355200434,-1.6215720355200434,-1.6569444626117331,-1.6569444626117331,-1.6569444626117331,-1.6772802044887802,-1.6772802044887802,-1.6772802044887802
2018-04-29,-1.7590884398439641,-1.7590884398439641,-1.7590884398439641,-1.757467299928752,-1.757467299928752,-1.757467299928752,-1.917008615046477,-1.917008615046477,-1.917008615046477,-1.8971768965959075,-1.8971768965959075,-1.8971768965959075
2018-05-06,-1.3616570751161987,-1.3616570751161987,-1.3616570751161987,-1.3292897721979804,-1.3292897721979804,-1.3292897721979804,-1.2768810592077515,-1.2768810592077515,-1.2768810592077515,-1.2488860250718596,-1.2488860250718596,-1.2488860250718596
2018-05-13,-1.723641981122816,-1.723641981122816,-1.723641981122816,-1.7467128481317948,-1.7467128481317948,-1.7467128481317948,-1.668588548268586,-1.668588548268586,-1.668588548268586,-1.6992507348957842,-1.6992507348957842,-1.6992507348957842
2018-05-20,-1.5046639313931685,-1.5046639313931685,-1.5046639313931685,-1.5207463778454944,-1.5207463778454944,-1.5207463778454944,-1.4659269692022812,-1.4659269692022812,-1.4659269692022812,-1.4859813094824965,-1.4859813094824965,-1.4859813094824965
2018-05-27,-1.322621056024416,-1.322621056024416,-1.322621056024416,-1.3119893606296933,-1.3119893606296933,-1.3119893606296933,-1.272460580777196,-1.272460580777196,-1.272460580777196,-1.2632411943273394,-1.2632411943273394,-1.2632411943273394
2018-06-03,-1.3954143499450522,-1.3954143499450522,-1.3954143499450522,-1.369253313315511,-1.369253313315511,-1.369253313315511,-1.3647479716567803,-1.3647479716567803,-1.3647479716567803,-1.3327462647538852,-1.3327462647538852,-1.3327462647538852
2018-06-10,-1.688376318167056,-1.688376318167056,-1.688376318167056,-1.7043416381415637,-1.7043416381415637,-1.7043416381415637,-1.6425200146607102,-1.6425200146607102,-1.6425200146607102,-1.6610445899405912,-1.6610445899405912,-1.6610445899405912
2018-06-17,-2.0408978792425043,-2.0408978792425043,-2.0408978792425043,-2.0218832175753763,-2.0218832175753763,-2.0218832175753763,-2.147563320207202,-2.147563320207202,-2.147563320207202,-2.0872642080666934,-2.0872642080666934,-2.0872642080666934
2018-06-24,-1.8901396659137628,-1.8901396659137628,-1.8901396659137628,-1.8923538730347838,-1.8923538730347838,-1.8923538730347838,-1.8273500411159247,-1.8273500411159247,-1.8273500411159247,-1.8542999969272183,-1.8542999969272183,-1.8542999969272183
2018-07-01,-0.9878932716616698,-0.9878932716616698,-0.9878932716616698,-0.9999563641567996,-0.9999563641567996,-0.9999563641567996,-0.9995472033178944,-0.9995472033178944,-0.9995472033178944,-1.023028657386587,-1.023028657386587,-1.023028657386587
2018-07-08,-1.0131096766489267,-1.0131096766489267,-1.0131096766489267,-1.0268209880873278,-1.0268209880873278,-1.0268209880873278,-0.9876531879472367,-0.9876531879472367,-0.9876531879472367,-1.0042134555944344,-1.0042134555944344,-1.0042134555944344
2018-07-15,-0.6670399487946588,-0.6670399487946588,-0.6670399487946588,-0.6799878952163583,-0.6799878952163583,-0.6799878952163583,-0.7999197305547621,-0.7999197305547621,-0.7999197305547621,-0.7906677437967781,-0.7906677437967781,-0.7906677437967781
2018-07-22,0.08172236192869946,0.08172236192869946,0.08172236192869946,0.06464679699784082,0.06464679699784082,0.06464679699784082,-0.2532713776909371,-0.2532713776909371,-0.2532713776909371,-0.2835743828900886,-0.2835743828900886,-0.2835743828900886
2018-07-29,-0.12305770191687343,-0.12305770191687343,-0.12305770191687343,-0.11632739663359205,-0.11632739663359205,-0.11632739663359205,-0.17345532964327623,-0.17345532964327623,-0.17345532964327623,-0.19139921624814335,-0.19139921624814335,-0.19139921624814335
2018-08-05,-1.3345731845783693,-1.3345731845783693,-1.3345731845783693,-1.3469052391952459,-1.3469052391952459,-1.3469052391952459,-1.2626145615798676,-1.2626145615798676,-1.2626145615798676,-1.257825706589852,-1.257825706589852,-1.257825706589852
2018-08-12,-1.2754558054573792,-1.2754558054573792,-1.2754558054573792,-1.283246713166973,-1.283246713166973,-1.283246713166973,-1.1736667162820102,-1.1736667162820102,-1.1736667162820102,-1.214135696589771,-1.214135696589771,-1.214135696589771
2018-08-19,-0.7138614163872302,-0.7138614163872302,-0.7138614163872302,-0.6836471385061031,-0.6836471385061031,-0.6836471385061031,-0.5698478946407876,-0.5698478946407876,-0.5698478946407876,-0.5652249312820358,-0.5652249312820358,-0.5652249312820358
2018-08-26,-0.6815015474312062,-0.6815015474312062,-0.6815015474312062,-0.6048159653445045,-0.6048159653445045,-0.6048159653445045,-0.7152747667151264,-0.7152747667151264,-0.7152747667151264,-0.744400290662374,-0.744400290662374,-0.744400290662374
2018-09-02,-1.750752119721891,-1.750752119721891,-1.750752119721891,-1.7793538259195707,-1.7793538259195707,-1.7793538259195707,-1.7387477804393778,-1.7387477804393778,-1.7387477804393778,-1.7956241487620512,-1.7956241487620512,-1.7956241487620512
2018-09-09,-0.9762930896339482,-0.9762930896339482,-0.9762930896339482,-0.9980855714917356,-0.9980855714917356,-0.9980855714917356,-0.9252907108758961,-0.9252907108758961,-0.9252907108758961,-0.9691792393690614,-0.9691792393690614,-0.9691792393690614
2018-09-16,0.48881939680435715,0.48881939680435715,0.48881939680435715,0.47265652160436955,0.47265652160436955,0.47265652160436955,0.711163201882445,0.711163201882445,0.711163201882445,0.6870893659448719,0.6870893659448719,0.6870893659448719
2018-09-23,0.9005864350796312,0.9005864350796312,0.9005864350796312,0.886731364639939,0.886731364639939,0.886731364639939,1.1940334557202554,1.1940334557202554,1.1940334557202554,1.1741145820019747,1.1741145820019747,1.1741145820019747
2018-09-30,-0.8943906132645469,-0.8943906132645469,-0.8943906132645469,-0.9082748974184374,-0.9082748974184374,-0.9082748974184374,-0.9764597952009879,-0.9764597952009879,-0.9764597952009879,-0.930195653295675,-0.930195653295675,-0.930195653295675
2018-10-07,-0.914637371480257,-0.914637371480257,-0.914637371480257,-0.9266797820706767,-0.9266797820706767,-0.9266797820706767,-1.129815094478717,-1.129815094478717,-1.129815094478717,-0.9397191695235985,-0.9397191695235985,-0.9397191695235985
2018-10-14,-1.048773682778223,-1.048773682778223,-1.048773682778223,-1.0446027241665163,-1.0446027241665163,-1.0446027241665163,-1.158933158590288,-1.158933158590288,-1.158933158590288,-1.1172531435550195,-1.1172531435550195,-1.1172531435550195
2018-10-21,-1.3579917319017423,-1.3579917319017423,-1.3579917319017423,-1.3628387467082859,-1.3628387467082859,-1.3628387467082859,-1.4092675992830392,-1.4092675992830392,-1.4092675992830392,-1.4845842898246353,-1.4845842898246353,-1.4845842898246353
2018-10-28,-0.16318306257225462,-0.16318306257225462,-0.16318306257225462,-0.17840661805792063,-0.17840661805792063,-0.17840661805792063,-0.047747541783296925,-0.047747541783296925,-0.047747541783296925,-0.10234478889247846,-0.10234478889247846,-0.10234478889247846
2018-11-04,-1.225952940550499,-1.225952940550499,-1.225952940550499,-1.2305640509112,-1.2305640509112,-1.2305640509112,-1.0986933960543175,-1.0986933960543175,-1.0986933960543175,-1.1583313621381381,-1.1583313621381381,-1.1583313621381381
