Date,iShares iBoxx $ High Yield Corporate Bond_Open_average,iShares iBoxx $ High Yield Corporate Bond_Open_max,iShares iBoxx $ High Yield Corporate Bond_Open_min,iShares iBoxx $ High Yield Corporate Bond_High_average,iShares iBoxx $ High Yield Corporate Bond_High_max,iShares iBoxx $ High Yield Corporate Bond_High_min,iShares iBoxx $ High Yield Corporate Bond_Low_average,iShares iBoxx $ High Yield Corporate Bond_Low_max,iShares iBoxx $ High Yield Corporate Bond_Low_min,iShares iBoxx $ High Yield Corporate Bond_Close_average,iShares iBoxx $ High Yield Corporate Bond_Close_max,iShares iBoxx $ High Yield Corporate Bond_Close_min
2018-04-08,0.43668369701573756,0.43668369701573756,0.43668369701573756,0.3482846383934117,0.3482846383934117,0.3482846383934117,0.4743778648078315,0.4743778648078315,0.4743778648078315,0.44298095583817576,0.44298095583817576,0.44298095583817576
2018-04-15,-0.12376269339968313,-0.12376269339968313,-0.12376269339968313,-0.39611263857284656,-0.39611263857284656,-0.39611263857284656,-0.2384779561289241,-0.2384779561289241,-0.2384779561289241,-0.40076095278758095,-0.40076095278758095,-0.40076095278758095
2018-04-22,-0.15029126388502612,-0.15029126388502612,-0.15029126388502612,-0.24034872765250448,-0.24034872765250448,-0.24034872765250448,0.1869425361373131,0.1869425361373131,0.1869425361373131,-0.18527151561337313,-0.18527151561337313,-0.18527151561337313
2018-04-29,-0.6619491757419539,-0.6619491757419539,-0.6619491757419539,-0.8103645846871989,-0.8103645846871989,-0.8103645846871989,-0.4308832448426741,-0.4308832448426741,-0.4308832448426741,-0.5777515406153185,-0.5777515406153185,-0.5777515406153185
2018-05-06,-0.07779314183981974,-0.07779314183981974,-0.07779314183981974,-0.17962916093319437,-0.17962916093319437,-0.17962916093319437,-0.1272788810185337,-0.1272788810185337,-0.1272788810185337,-0.07116751493890479,-0.07116751493890479,-0.07116751493890479
2018-05-13,-0.7807033308427952,-0.7807033308427952,-0.7807033308427952,-0.640244186324067,-0.640244186324067,-0.640244186324067,-0.44317998193001124,-0.44317998193001124,-0.44317998193001124,-0.4638795709028633,-0.4638795709028633,-0.4638795709028633
2018-05-20,-0.15535493837827316,-0.15535493837827316,-0.15535493837827316,-0.3434036969197594,-0.3434036969197594,-0.3434036969197594,-0.1234820822925367,-0.1234820822925367,-0.1234820822925367,-0.22985651031815874,-0.22985651031815874,-0.22985651031815874
2018-05-27,-1.000047350860589,-1.000047350860589,-1.000047350860589,-0.9263533458227642,-0.9263533458227642,-0.9263533458227642,-0.7245615827019652,-0.7245615827019652,-0.7245615827019652,-0.7075138325253567,-0.7075138325253567,-0.7075138325253567
2018-06-03,0.36589444013407013,0.36589444013407013,0.36589444013407013,0.49853185528849353,0.49853185528849353,0.49853185528849353,0.6741676767229754,0.6741676767229754,0.6741676767229754,0.6815197462964759,0.6815197462964759,0.6815197462964759
2018-06-10,1.272794344030148,1.272794344030148,1.272794344030148,1.2176644002936317,1.2176644002936317,1.2176644002936317,1.2999421573481558,1.2999421573481558,1.2999421573481558,1.3124599902328717,1.3124599902328717,1.3124599902328717
2018-06-17,0.36919582046847965,0.36919582046847965,0.36919582046847965,0.1664982097998049,0.1664982097998049,0.1664982097998049,0.22470326109765307,0.22470326109765307,0.22470326109765307,0.12385975882127151,0.12385975882127151,0.12385975882127151
2018-06-24,-2.334709530844331,-2.334709530844331,-2.334709530844331,-2.333214870790237,-2.333214870790237,-2.333214870790237,-2.3783082856754953,-2.3783082856754953,-2.3783082856754953,-2.2955336711295495,-2.2955336711295495,-2.2955336711295495
2018-07-01,-0.5572298161815662,-0.5572298161815662,-0.5572298161815662,-0.44361868220256007,-0.44361868220256007,-0.44361868220256007,-0.4264630289269248,-0.4264630289269248,-0.4264630289269248,-0.4769778529918546,-0.4769778529918546,-0.4769778529918546
