Date,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Open_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_High_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Low_min,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_average,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_max,Direxion Daily Emerging Markets Bull 3X SharesEtf_Close_min
2018-05-27,-1.197367914136999,-1.197367914136999,-1.197367914136999,-1.229462104159011,-1.229462104159011,-1.229462104159011,-1.0388595277559265,-1.0388595277559265,-1.0388595277559265,-1.1013932502786332,-1.1013932502786332,-1.1013932502786332
2018-06-03,-1.088228492531182,-1.088228492531182,-1.088228492531182,-1.0787183989419062,-1.0787183989419062,-1.0787183989419062,-0.9862714355925458,-0.9862714355925458,-0.9862714355925458,-1.013513227852823,-1.013513227852823,-1.013513227852823
2018-06-10,-1.5905670667584695,-1.5905670667584695,-1.5905670667584695,-1.6764523424580835,-1.6764523424580835,-1.6764523424580835,-1.5373064566491847,-1.5373064566491847,-1.5373064566491847,-1.5853947308800005,-1.5853947308800005,-1.5853947308800005
2018-06-17,-1.845510330437588,-1.845510330437588,-1.845510330437588,-1.9062794657261208,-1.9062794657261208,-1.9062794657261208,-1.7882014114131668,-1.7882014114131668,-1.7882014114131668,-1.8924080803912253,-1.8924080803912253,-1.8924080803912253
2018-06-24,-1.9614666203225517,-1.9614666203225517,-1.9614666203225517,-1.9177044857999277,-1.9177044857999277,-1.9177044857999277,-1.8559813589844631,-1.8559813589844631,-1.8559813589844631,-1.8762552544775883,-1.8762552544775883,-1.8762552544775883
2018-07-01,-1.8493315800138546,-1.8493315800138546,-1.8493315800138546,-1.6930472586796161,-1.6930472586796161,-1.6930472586796161,-1.782842299042359,-1.782842299042359,-1.782842299042359,-1.6730802509536,-1.6730802509536,-1.6730802509536
2018-07-08,-1.4013622782817996,-1.4013622782817996,-1.4013622782817996,-1.4288378893260874,-1.4288378893260874,-1.4288378893260874,-1.394049644023686,-1.394049644023686,-1.394049644023686,-1.3984200897961376,-1.3984200897961376,-1.3984200897961376
2018-07-15,-1.2655021447771735,-1.2655021447771735,-1.2655021447771735,-1.2637910171799291,-1.2637910171799291,-1.2637910171799291,-1.213032992365347,-1.213032992365347,-1.213032992365347,-1.2295329273342372,-1.2295329273342372,-1.2295329273342372
2018-07-22,-0.7299085490470173,-0.7299085490470173,-0.7299085490470173,-0.8172524942953756,-0.8172524942953756,-0.8172524942953756,-0.8441596882886633,-0.8441596882886633,-0.8441596882886633,-0.8569526341144729,-0.8569526341144729,-0.8569526341144729
2018-07-29,-1.0800968614402615,-1.0800968614402615,-1.0800968614402615,-1.0931978884927267,-1.0931978884927267,-1.0931978884927267,-1.0533737699576884,-1.0533737699576884,-1.0533737699576884,-1.0861318928452477,-1.0861318928452477,-1.0861318928452477
2018-08-05,-1.3969058904718867,-1.3969058904718867,-1.3969058904718867,-1.4292027541488435,-1.4292027541488435,-1.4292027541488435,-1.4260446975116916,-1.4260446975116916,-1.4260446975116916,-1.4647321795285002,-1.4647321795285002,-1.4647321795285002
