Date,iShares MSCI Europe Small-CapEtf_Open_average,iShares MSCI Europe Small-CapEtf_Open_max,iShares MSCI Europe Small-CapEtf_Open_min,iShares MSCI Europe Small-CapEtf_High_average,iShares MSCI Europe Small-CapEtf_High_max,iShares MSCI Europe Small-CapEtf_High_min,iShares MSCI Europe Small-CapEtf_Low_average,iShares MSCI Europe Small-CapEtf_Low_max,iShares MSCI Europe Small-CapEtf_Low_min,iShares MSCI Europe Small-CapEtf_Close_average,iShares MSCI Europe Small-CapEtf_Close_max,iShares MSCI Europe Small-CapEtf_Close_min
2018-05-27,-0.44805704547807396,-0.44805704547807396,-0.44805704547807396,-0.5188998447607102,-0.5188998447607102,-0.5188998447607102,-0.24259460026517568,-0.24259460026517568,-0.24259460026517568,-0.3786254363525935,-0.3786254363525935,-0.3786254363525935
2018-06-03,-0.12488005156192912,-0.12488005156192912,-0.12488005156192912,0.15420112045799778,0.15420112045799778,0.15420112045799778,0.07652993616716466,0.07652993616716466,0.07652993616716466,0.1331372737212146,0.1331372737212146,0.1331372737212146
2018-06-10,-0.12256599804093384,-0.12256599804093384,-0.12256599804093384,-0.34661773278969726,-0.34661773278969726,-0.34661773278969726,-0.1225683686651666,-0.1225683686651666,-0.1225683686651666,-0.1673093075719609,-0.1673093075719609,-0.1673093075719609
2018-06-17,-1.66055681788676,-1.66055681788676,-1.66055681788676,-1.6241491800454602,-1.6241491800454602,-1.6241491800454602,-1.3669310754038668,-1.3669310754038668,-1.3669310754038668,-1.7868919269560397,-1.7868919269560397,-1.7868919269560397
2018-06-24,-2.6105233789368225,-2.6105233789368225,-2.6105233789368225,-2.559342396396861,-2.559342396396861,-2.559342396396861,-2.4556248119997166,-2.4556248119997166,-2.4556248119997166,-2.426327478298967,-2.426327478298967,-2.426327478298967
2018-07-01,-1.9609170607746265,-1.9609170607746265,-1.9609170607746265,-2.0833717471074213,-2.0833717471074213,-2.0833717471074213,-1.8899408013920862,-1.8899408013920862,-1.8899408013920862,-1.7762074776918424,-1.7762074776918424,-1.7762074776918424
2018-07-08,-1.5209943668021235,-1.5209943668021235,-1.5209943668021235,-1.636239443686542,-1.636239443686542,-1.636239443686542,-1.4580260636301032,-1.4580260636301032,-1.4580260636301032,-1.4880374006494834,-1.4880374006494834,-1.4880374006494834
2018-07-15,-1.4952474890889926,-1.4952474890889926,-1.4952474890889926,-1.537033801960863,-1.537033801960863,-1.537033801960863,-1.4142181735658166,-1.4142181735658166,-1.4142181735658166,-1.3637974727238562,-1.3637974727238562,-1.3637974727238562
2018-07-22,-0.9205837340935452,-0.9205837340935452,-0.9205837340935452,-1.0313490864669446,-1.0313490864669446,-1.0313490864669446,-0.980617801415764,-0.980617801415764,-0.980617801415764,-1.082926982524687,-1.082926982524687,-1.082926982524687
2018-07-29,-1.3509002869079163,-1.3509002869079163,-1.3509002869079163,-1.4867291930298503,-1.4867291930298503,-1.4867291930298503,-1.308082950091392,-1.308082950091392,-1.308082950091392,-1.3725764313929798,-1.3725764313929798,-1.3725764313929798
2018-08-05,-1.8228270667231323,-1.8228270667231323,-1.8228270667231323,-1.886205337770179,-1.886205337770179,-1.886205337770179,-1.918561079772749,-1.918561079772749,-1.918561079772749,-1.74112552456092,-1.74112552456092,-1.74112552456092
2018-08-12,-2.1187001292957013,-2.1187001292957013,-2.1187001292957013,-2.043488130709631,-2.043488130709631,-2.043488130709631,-2.0893214006520804,-2.0893214006520804,-2.0893214006520804,-1.972119839071635,-1.972119839071635,-1.972119839071635
2018-08-19,-0.9345686848548513,-0.9345686848548513,-0.9345686848548513,-1.0384042500074164,-1.0384042500074164,-1.0384042500074164,-0.9350737545845542,-0.9350737545845542,-0.9350737545845542,-1.019887177056921,-1.019887177056921,-1.019887177056921
2018-08-26,-0.556695713414704,-0.556695713414704,-0.556695713414704,-0.702154886532899,-0.702154886532899,-0.702154886532899,-0.7789522556524691,-0.7789522556524691,-0.7789522556524691,-0.7601069107748416,-0.7601069107748416,-0.7601069107748416
2018-09-02,-1.5007682401370952,-1.5007682401370952,-1.5007682401370952,-1.4303493551442539,-1.4303493551442539,-1.4303493551442539,-1.4522649143878035,-1.4522649143878035,-1.4522649143878035,-1.4906263591610587,-1.4906263591610587,-1.4906263591610587
2018-09-09,-0.651306455357964,-0.651306455357964,-0.651306455357964,-0.7242684390891732,-0.7242684390891732,-0.7242684390891732,-0.7141363049688537,-0.7141363049688537,-0.7141363049688537,-0.6701186534947952,-0.6701186534947952,-0.6701186534947952
2018-09-16,-0.043116531504745134,-0.043116531504745134,-0.043116531504745134,-0.07513110505446063,-0.07513110505446063,-0.07513110505446063,-0.0903117253797644,-0.0903117253797644,-0.0903117253797644,-0.13722849891632963,-0.13722849891632963,-0.13722849891632963
2018-09-23,-0.9438078645779527,-0.9438078645779527,-0.9438078645779527,-1.0798841246381756,-1.0798841246381756,-1.0798841246381756,-0.9574609158871155,-0.9574609158871155,-0.9574609158871155,-1.0584298829806362,-1.0584298829806362,-1.0584298829806362
2018-09-30,-1.7243748044983143,-1.7243748044983143,-1.7243748044983143,-1.8838462905576332,-1.8838462905576332,-1.8838462905576332,-1.879790140523074,-1.879790140523074,-1.879790140523074,-1.9258479979392904,-1.9258479979392904,-1.9258479979392904
2018-10-07,-2.8250035544898653,-2.8250035544898653,-2.8250035544898653,-2.88210094041227,-2.88210094041227,-2.88210094041227,-2.8938990651804697,-2.8938990651804697,-2.8938990651804697,-2.8735608360187204,-2.8735608360187204,-2.8735608360187204
2018-10-14,-2.486258372163181,-2.486258372163181,-2.486258372163181,-2.3655475402439103,-2.3655475402439103,-2.3655475402439103,-2.391012279828016,-2.391012279828016,-2.391012279828016,-2.425845386335508,-2.425845386335508,-2.425845386335508
2018-10-21,-2.7167440779015735,-2.7167440779015735,-2.7167440779015735,-2.696033331119117,-2.696033331119117,-2.696033331119117,-2.7220181191421835,-2.7220181191421835,-2.7220181191421835,-2.709929798486883,-2.709929798486883,-2.709929798486883
2018-10-28,-1.337523051472745,-1.337523051472745,-1.337523051472745,-1.4176186574897431,-1.4176186574897431,-1.4176186574897431,-1.436259639418931,-1.436259639418931,-1.436259639418931,-1.4733125735677215,-1.4733125735677215,-1.4733125735677215
2018-11-04,-1.452025213823319,-1.452025213823319,-1.452025213823319,-1.5404482241666582,-1.5404482241666582,-1.5404482241666582,-1.4658575470462063,-1.4658575470462063,-1.4658575470462063,-1.4765001158418967,-1.4765001158418967,-1.4765001158418967
2018-11-11,-1.9070322213599173,-1.9070322213599173,-1.9070322213599173,-1.9225603101104403,-1.9225603101104403,-1.9225603101104403,-1.8395874543984525,-1.8395874543984525,-1.8395874543984525,-1.891702157193733,-1.891702157193733,-1.891702157193733
2018-11-18,-1.9232753212504394,-1.9232753212504394,-1.9232753212504394,-1.9347108192404077,-1.9347108192404077,-1.9347108192404077,-1.865125983157484,-1.865125983157484,-1.865125983157484,-1.8976590434457237,-1.8976590434457237,-1.8976590434457237
2018-11-25,-1.5558217051676195,-1.5558217051676195,-1.5558217051676195,-1.591555951823293,-1.591555951823293,-1.591555951823293,-1.5313166160897174,-1.5313166160897174,-1.5313166160897174,-1.5776852650540443,-1.5776852650540443,-1.5776852650540443
2018-12-02,-1.6689374803466708,-1.6689374803466708,-1.6689374803466708,-1.6965315059906176,-1.6965315059906176,-1.6965315059906176,-1.773210857847245,-1.773210857847245,-1.773210857847245,-1.8250105919198638,-1.8250105919198638,-1.8250105919198638
2018-12-09,-1.7519509741628034,-1.7519509741628034,-1.7519509741628034,-1.7691322640543956,-1.7691322640543956,-1.7691322640543956,-1.7199522370277665,-1.7199522370277665,-1.7199522370277665,-1.7671291205446071,-1.7671291205446071,-1.7671291205446071
2018-12-16,-1.8530359453263878,-1.8530359453263878,-1.8530359453263878,-1.8746918364008576,-1.8746918364008576,-1.8746918364008576,-1.9442290849796933,-1.9442290849796933,-1.9442290849796933,-1.9683249169965396,-1.9683249169965396,-1.9683249169965396
2018-12-23,-1.5543767335728147,-1.5543767335728147,-1.5543767335728147,-1.5578717762275485,-1.5578717762275485,-1.5578717762275485,-1.5308426312662338,-1.5308426312662338,-1.5308426312662338,-1.541269973632937,-1.541269973632937,-1.541269973632937
