Date,PowerShares CEF Income Composite PortfolioEtf_Open_average,PowerShares CEF Income Composite PortfolioEtf_Open_max,PowerShares CEF Income Composite PortfolioEtf_Open_min,PowerShares CEF Income Composite PortfolioEtf_High_average,PowerShares CEF Income Composite PortfolioEtf_High_max,PowerShares CEF Income Composite PortfolioEtf_High_min,PowerShares CEF Income Composite PortfolioEtf_Low_average,PowerShares CEF Income Composite PortfolioEtf_Low_max,PowerShares CEF Income Composite PortfolioEtf_Low_min,PowerShares CEF Income Composite PortfolioEtf_Close_average,PowerShares CEF Income Composite PortfolioEtf_Close_max,PowerShares CEF Income Composite PortfolioEtf_Close_min
2018-05-27,-0.49433503022355885,-0.49433503022355885,-0.49433503022355885,-0.5051323212412536,-0.5051323212412536,-0.5051323212412536,-0.29709784359774455,-0.29709784359774455,-0.29709784359774455,-0.36027473180287695,-0.36027473180287695,-0.36027473180287695
2018-06-03,-0.10245098072985845,-0.10245098072985845,-0.10245098072985845,-0.21967419103562233,-0.21967419103562233,-0.21967419103562233,0.007117293030578839,0.007117293030578839,0.007117293030578839,-0.12468984379338986,-0.12468984379338986,-0.12468984379338986
2018-06-10,0.0335774887149295,0.0335774887149295,0.0335774887149295,-0.24085210231249385,-0.24085210231249385,-0.24085210231249385,0.08855405773834606,0.08855405773834606,0.08855405773834606,0.008617611651755414,0.008617611651755414,0.008617611651755414
2018-06-17,-1.4094837473266528,-1.4094837473266528,-1.4094837473266528,-1.284182368003096,-1.284182368003096,-1.284182368003096,-0.794223390839595,-0.794223390839595,-0.794223390839595,-0.863481827771335,-0.863481827771335,-0.863481827771335
2018-06-24,-1.928843929188787,-1.928843929188787,-1.928843929188787,-1.965466788527849,-1.965466788527849,-1.965466788527849,-1.5908538497614908,-1.5908538497614908,-1.5908538497614908,-1.6232602023315186,-1.6232602023315186,-1.6232602023315186
2018-07-01,-1.2564600317274905,-1.2564600317274905,-1.2564600317274905,-1.37282795286871,-1.37282795286871,-1.37282795286871,-1.0436310741453065,-1.0436310741453065,-1.0436310741453065,-1.0362943244787992,-1.0362943244787992,-1.0362943244787992
2018-07-08,-0.8293776518305189,-0.8293776518305189,-0.8293776518305189,-0.9170974658164655,-0.9170974658164655,-0.9170974658164655,-0.7693405076777925,-0.7693405076777925,-0.7693405076777925,-1.051759511990158,-1.051759511990158,-1.051759511990158
2018-07-15,-0.4812329820740856,-0.4812329820740856,-0.4812329820740856,-0.3996353006669863,-0.3996353006669863,-0.3996353006669863,-0.2664775256721848,-0.2664775256721848,-0.2664775256721848,-0.22013472300653325,-0.22013472300653325,-0.22013472300653325
2018-07-22,-0.7473506551869231,-0.7473506551869231,-0.7473506551869231,-0.8620983481723015,-0.8620983481723015,-0.8620983481723015,-0.5849336037217531,-0.5849336037217531,-0.5849336037217531,-0.8741227576687851,-0.8741227576687851,-0.8741227576687851
2018-07-29,-0.45433621937847735,-0.45433621937847735,-0.45433621937847735,-0.5447523471267037,-0.5447523471267037,-0.5447523471267037,-0.19987193935565356,-0.19987193935565356,-0.19987193935565356,-0.11399836744248167,-0.11399836744248167,-0.11399836744248167
