Date,ProShares MSCI EM Dividend Growers_Open_average,ProShares MSCI EM Dividend Growers_Open_max,ProShares MSCI EM Dividend Growers_Open_min,ProShares MSCI EM Dividend Growers_High_average,ProShares MSCI EM Dividend Growers_High_max,ProShares MSCI EM Dividend Growers_High_min,ProShares MSCI EM Dividend Growers_Low_average,ProShares MSCI EM Dividend Growers_Low_max,ProShares MSCI EM Dividend Growers_Low_min,ProShares MSCI EM Dividend Growers_Close_average,ProShares MSCI EM Dividend Growers_Close_max,ProShares MSCI EM Dividend Growers_Close_min
2018-04-08,-0.5006500887729296,-0.5006500887729296,-0.5006500887729296,-0.8844573061815387,-0.8844573061815387,-0.8844573061815387,-0.31410223523156566,-0.31410223523156566,-0.31410223523156566,-0.42991039738886144,-0.42991039738886144,-0.42991039738886144
2018-04-15,-1.183196813207839,-1.183196813207839,-1.183196813207839,-1.3934729557627576,-1.3934729557627576,-1.3934729557627576,-0.6800107481200055,-0.6800107481200055,-0.6800107481200055,-0.9426148972406893,-0.9426148972406893,-0.9426148972406893
2018-04-22,-1.233535980625389,-1.233535980625389,-1.233535980625389,-1.4657290622184607,-1.4657290622184607,-1.4657290622184607,-1.0081264837523811,-1.0081264837523811,-1.0081264837523811,-1.195590836410091,-1.195590836410091,-1.195590836410091
2018-04-29,-2.048733620703151,-2.048733620703151,-2.048733620703151,-1.967060970711679,-1.967060970711679,-1.967060970711679,-1.8659349524627722,-1.8659349524627722,-1.8659349524627722,-1.9230708704472916,-1.9230708704472916,-1.9230708704472916
2018-05-06,-0.9962676285003649,-0.9962676285003649,-0.9962676285003649,-0.9983348999661321,-0.9983348999661321,-0.9983348999661321,-0.9377401513600337,-0.9377401513600337,-0.9377401513600337,-0.7755161999697325,-0.7755161999697325,-0.7755161999697325
2018-05-13,-1.8946405981832737,-1.8946405981832737,-1.8946405981832737,-1.815975890460632,-1.815975890460632,-1.815975890460632,-1.8600165058571363,-1.8600165058571363,-1.8600165058571363,-1.7747546978084234,-1.7747546978084234,-1.7747546978084234
2018-05-20,-1.3400094956457964,-1.3400094956457964,-1.3400094956457964,-1.444665025285063,-1.444665025285063,-1.444665025285063,-1.1951393815481965,-1.1951393815481965,-1.1951393815481965,-1.2694314064227428,-1.2694314064227428,-1.2694314064227428
2018-05-27,-0.686243624470566,-0.686243624470566,-0.686243624470566,-0.5515833903341046,-0.5515833903341046,-0.5515833903341046,-0.5381367155349027,-0.5381367155349027,-0.5381367155349027,-0.37571053274933436,-0.37571053274933436,-0.37571053274933436
2018-06-03,-1.2186074254286756,-1.2186074254286756,-1.2186074254286756,-1.2890356594433854,-1.2890356594433854,-1.2890356594433854,-1.2286320707922433,-1.2286320707922433,-1.2286320707922433,-1.2353495040033484,-1.2353495040033484,-1.2353495040033484
2018-06-10,-2.1723502817766023,-2.1723502817766023,-2.1723502817766023,-2.1188325232843352,-2.1188325232843352,-2.1188325232843352,-2.2469038673230597,-2.2469038673230597,-2.2469038673230597,-2.092879042549223,-2.092879042549223,-2.092879042549223
2018-06-17,-2.0736733601128745,-2.0736733601128745,-2.0736733601128745,-2.076062772844821,-2.076062772844821,-2.076062772844821,-2.111123256265977,-2.111123256265977,-2.111123256265977,-2.107124735165702,-2.107124735165702,-2.107124735165702
2018-06-24,-1.7269732509716726,-1.7269732509716726,-1.7269732509716726,-1.7191097648762872,-1.7191097648762872,-1.7191097648762872,-1.8106672037506963,-1.8106672037506963,-1.8106672037506963,-1.7618365906996853,-1.7618365906996853,-1.7618365906996853
2018-07-01,-0.8058821172835373,-0.8058821172835373,-0.8058821172835373,-0.7033199250615777,-0.7033199250615777,-0.7033199250615777,-0.7508656314478245,-0.7508656314478245,-0.7508656314478245,-0.8014422823888852,-0.8014422823888852,-0.8014422823888852
2018-07-08,-0.38938705284762,-0.38938705284762,-0.38938705284762,-0.4478877748037605,-0.4478877748037605,-0.4478877748037605,-0.6918069669202483,-0.6918069669202483,-0.6918069669202483,-0.7398784151228887,-0.7398784151228887,-0.7398784151228887
2018-07-15,-0.5488543197899598,-0.5488543197899598,-0.5488543197899598,-0.521390295196274,-0.521390295196274,-0.521390295196274,-0.44236059900851377,-0.44236059900851377,-0.44236059900851377,-0.41239596822738067,-0.41239596822738067,-0.41239596822738067
2018-07-22,0.6490047245061098,0.6490047245061098,0.6490047245061098,0.5443605422491677,0.5443605422491677,0.5443605422491677,0.7058576185587608,0.7058576185587608,0.7058576185587608,0.6114390555052692,0.6114390555052692,0.6114390555052692
2018-07-29,0.32051526567231925,0.32051526567231925,0.32051526567231925,0.37995311715984936,0.37995311715984936,0.37995311715984936,0.36211352167751953,0.36211352167751953,0.36211352167751953,0.27666297906244847,0.27666297906244847,0.27666297906244847
2018-08-05,-0.6644199125784547,-0.6644199125784547,-0.6644199125784547,-0.7165820494384522,-0.7165820494384522,-0.7165820494384522,-0.9397392723916416,-0.9397392723916416,-0.9397392723916416,-0.983924861387965,-0.983924861387965,-0.983924861387965
2018-08-12,-1.217450219072963,-1.217450219072963,-1.217450219072963,-0.8107580161193504,-0.8107580161193504,-0.8107580161193504,-1.055640770082313,-1.055640770082313,-1.055640770082313,-0.6645355409836193,-0.6645355409836193,-0.6645355409836193
2018-08-19,0.5277460511822851,0.5277460511822851,0.5277460511822851,0.8587720851758857,0.8587720851758857,0.8587720851758857,0.6152954978212711,0.6152954978212711,0.6152954978212711,0.8456581119522848,0.8456581119522848,0.8456581119522848
2018-08-26,-0.04866912255784412,-0.04866912255784412,-0.04866912255784412,-0.19059626624829704,-0.19059626624829704,-0.19059626624829704,0.026788034434662045,0.026788034434662045,0.026788034434662045,-0.08842413448395288,-0.08842413448395288,-0.08842413448395288
2018-09-02,-2.0324749852022013,-2.0324749852022013,-2.0324749852022013,-1.9649676949634267,-1.9649676949634267,-1.9649676949634267,-1.9076147443566198,-1.9076147443566198,-1.9076147443566198,-1.8868127339869416,-1.8868127339869416,-1.8868127339869416
2018-09-09,-1.3402238153826933,-1.3402238153826933,-1.3402238153826933,-1.42911809767641,-1.42911809767641,-1.42911809767641,-1.3510880349869585,-1.3510880349869585,-1.3510880349869585,-1.3584309087350264,-1.3584309087350264,-1.3584309087350264
2018-09-16,-0.5996201060592339,-0.5996201060592339,-0.5996201060592339,-0.7125261516342769,-0.7125261516342769,-0.7125261516342769,-0.5140581540083954,-0.5140581540083954,-0.5140581540083954,-0.6367905451853451,-0.6367905451853451,-0.6367905451853451
2018-09-23,-0.7261358862082192,-0.7261358862082192,-0.7261358862082192,-0.8355789852983475,-0.8355789852983475,-0.8355789852983475,-0.8355701522880056,-0.8355701522880056,-0.8355701522880056,-0.9497490717186906,-0.9497490717186906,-0.9497490717186906
2018-09-30,-2.177080984401797,-2.177080984401797,-2.177080984401797,-2.1225074183412667,-2.1225074183412667,-2.1225074183412667,-2.215762289895917,-2.215762289895917,-2.215762289895917,-2.1755521979489516,-2.1755521979489516,-2.1755521979489516
2018-10-07,-1.901062806639764,-1.901062806639764,-1.901062806639764,-1.9014438263900426,-1.9014438263900426,-1.9014438263900426,-1.865831654183314,-1.865831654183314,-1.865831654183314,-1.9469892051559434,-1.9469892051559434,-1.9469892051559434
2018-10-14,-1.3806730254742006,-1.3806730254742006,-1.3806730254742006,-1.4336657351593005,-1.4336657351593005,-1.4336657351593005,-1.4525895650744873,-1.4525895650744873,-1.4525895650744873,-1.5069114620419013,-1.5069114620419013,-1.5069114620419013
