Date,ProShares Ultra MSCI JapanEtf_Open_average,ProShares Ultra MSCI JapanEtf_Open_max,ProShares Ultra MSCI JapanEtf_Open_min,ProShares Ultra MSCI JapanEtf_High_average,ProShares Ultra MSCI JapanEtf_High_max,ProShares Ultra MSCI JapanEtf_High_min,ProShares Ultra MSCI JapanEtf_Low_average,ProShares Ultra MSCI JapanEtf_Low_max,ProShares Ultra MSCI JapanEtf_Low_min,ProShares Ultra MSCI JapanEtf_Close_average,ProShares Ultra MSCI JapanEtf_Close_max,ProShares Ultra MSCI JapanEtf_Close_min
2018-05-27,-0.8331148756268666,-0.8331148756268666,-0.8331148756268666,-0.8626134324304349,-0.8626134324304349,-0.8626134324304349,-0.7279919797197975,-0.7279919797197975,-0.7279919797197975,-0.8015385983170823,-0.8015385983170823,-0.8015385983170823
2018-06-03,-0.12505477897688552,-0.12505477897688552,-0.12505477897688552,-0.1825876112184494,-0.1825876112184494,-0.1825876112184494,-0.041260353499644964,-0.041260353499644964,-0.041260353499644964,-0.11410887637946553,-0.11410887637946553,-0.11410887637946553
2018-06-10,-0.575320985323888,-0.575320985323888,-0.575320985323888,-0.6292692108376198,-0.6292692108376198,-0.6292692108376198,-0.4061207945998042,-0.4061207945998042,-0.4061207945998042,-0.51576031447678,-0.51576031447678,-0.51576031447678
2018-06-17,-1.6917272570248472,-1.6917272570248472,-1.6917272570248472,-1.5484424354713717,-1.5484424354713717,-1.5484424354713717,-1.3718700989106851,-1.3718700989106851,-1.3718700989106851,-1.392908346712938,-1.392908346712938,-1.392908346712938
2018-06-24,-2.2015682255247317,-2.2015682255247317,-2.2015682255247317,-2.1488703763994166,-2.1488703763994166,-2.1488703763994166,-2.330707182804613,-2.330707182804613,-2.330707182804613,-2.312520856641251,-2.312520856641251,-2.312520856641251
2018-07-01,-2.517950799891576,-2.517950799891576,-2.517950799891576,-2.4923526000347374,-2.4923526000347374,-2.4923526000347374,-2.464808691601429,-2.464808691601429,-2.464808691601429,-2.415099083270216,-2.415099083270216,-2.415099083270216
2018-07-08,-2.2575504524705727,-2.2575504524705727,-2.2575504524705727,-2.244596888100907,-2.244596888100907,-2.244596888100907,-2.2290207990720745,-2.2290207990720745,-2.2290207990720745,-2.199884345436416,-2.199884345436416,-2.199884345436416
2018-07-15,-1.119007866769706,-1.119007866769706,-1.119007866769706,-1.171284390582652,-1.171284390582652,-1.171284390582652,-1.0966590159022649,-1.0966590159022649,-1.0966590159022649,-1.1384858064660859,-1.1384858064660859,-1.1384858064660859
2018-07-22,-0.19206037017321542,-0.19206037017321542,-0.19206037017321542,-0.2398597753834765,-0.2398597753834765,-0.2398597753834765,-0.16408984617210967,-0.16408984617210967,-0.16408984617210967,-0.20332539766553567,-0.20332539766553567,-0.20332539766553567
2018-07-29,-1.1137201076805783,-1.1137201076805783,-1.1137201076805783,-1.1574830124236892,-1.1574830124236892,-1.1574830124236892,-1.0876097172966956,-1.0876097172966956,-1.0876097172966956,-1.1227768235350475,-1.1227768235350475,-1.1227768235350475
2018-08-05,-0.8667291255503229,-0.8667291255503229,-0.8667291255503229,-0.9112675356361105,-0.9112675356361105,-0.9112675356361105,-0.8492879715806007,-0.8492879715806007,-0.8492879715806007,-0.8853546689122048,-0.8853546689122048,-0.8853546689122048
2018-08-12,-1.6751136518802288,-1.6751136518802288,-1.6751136518802288,-1.7121920820302785,-1.7121920820302785,-1.7121920820302785,-1.803662264033418,-1.803662264033418,-1.803662264033418,-1.8385224511481146,-1.8385224511481146,-1.8385224511481146
2018-08-19,-1.258408400591533,-1.258408400591533,-1.258408400591533,-1.1572896383562699,-1.1572896383562699,-1.1572896383562699,-1.2147761826448855,-1.2147761826448855,-1.2147761826448855,-1.1083854600580787,-1.1083854600580787,-1.1083854600580787
2018-08-26,-0.6461533397502206,-0.6461533397502206,-0.6461533397502206,-0.6906310337016716,-0.6906310337016716,-0.6906310337016716,-0.7231938747107826,-0.7231938747107826,-0.7231938747107826,-0.7607060573722629,-0.7607060573722629,-0.7607060573722629
